annex_code,scientific_name_original,scientific_name_corrected,page_number,corrected
bxl_2.2,Silene cretacea Fisch. ex Spreng.,Silene cretacea Fisch. ex Spreng.,59,""
bxl_2.2,Silene furcata Rafin. spp. angustiflora (Rupr.) Walters,Silene furcata Rafin. spp. angustiflora (Rupr.) Walters,59,""
bxl_2.2,Silene haussknechtii Heldr. ex Hausskn.,Silene haussknechtii Heldr. ex Hausskn.,59,""
bxl_2.2,Silene hicesiae Brullo & Signorello,Silene hicesiae Brullo & Signorello,59,""
bxl_2.2,Silene hifacensis Rouy ex Willk.,Silene hifacensis Rouy ex Willk.,59,""
bxl_2.2,Silene holzmanu Heldr. ex Boiss.,Silene holzmanu Heldr. ex Boiss.,59,""
bxl_2.2,Silene longicilia (Brot.) Otth,Silene longicilia (Brot.) Otth,59,""
bxl_2.2,Silene mariana Pau,Silene mariana Pau,59,""
bxl_2.2,Silene orphanidis Boiss.,Silene orphanidis Boiss.,59,""
bxl_2.2,Silene pompeiopolitana Gay ex Boiss.,Silene pompeiopolitana Gay ex Boiss.,59,""
bxl_2.2,Silene rothmaleri Pinto da Silva,Silene rothmaleri Pinto da Silva,59,""
bxl_2.2,Silene salsuginea Hub. Mor.,Silene salsuginea Hub. Mor.,59,""
bxl_2.2,Silene sangaria Coode & Cullen,Silene sangaria Coode & Cullen,59,""
bxl_2.2,Silene velutina Pourret ex Loisel.,Silene velutina Pourret ex Loisel.,59,""
bxl_2.2,Bassia (Kochia) saxicola (Guss.) A. J. Scott,Bassia (Kochia) saxicola (Guss.) A. J. Scott,59,""
bxl_2.2,Beta adanensis Pamuk. apud Aellen,Beta adanensis Pamuk. apud Aellen,59,""
bxl_2.2,Beta trojana Pamuk. apud Aellen,Beta trojana Pamuk. apud Aellen,59,""
bxl_2.2,Cremnophyton lanfrancoi Brullo et Pavone,Cremnophyton lanfrancoi Brullo et Pavone,59,""
bxl_2.2,Halimione pedunculata (L.) Aell.,Halimione pedunculata (L.) Aell.,59,""
bxl_2.2,Kalidiopsis wagenitzii Aellen,Kalidiopsis wagenitzii Aellen,59,""
bxl_2.2,Kochia saxicola Guss.,Kochia saxicola Guss.,59,""
bxl_2.2,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum Wagenitz,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum Wagenitz,59,""
bxl_2.2,Salicornia veneta Pignatti & Lausi,Salicornia veneta Pignatti & Lausi,59,""
bxl_2.2,Salsola anatolica Aellen,Salsola anatolica Aellen,59,""
bxl_2.2,Suaeda cucullata Aellen,Suaeda cucullata Aellen,59,""
bxl_2.2,Cistus palhinhae Ingram,Cistus palhinhae Ingram,59,""
bxl_2.2,Halimium verticillatum (Brot.) Sennen,Halimium verticillatum (Brot.) Sennen,59,""
bxl_2.2,Helianthemum alypoides Losa & Rivas Goday,Helianthemum alypoides Losa & Rivas Goday,59,""
bxl_2.2,Helianthemum arcticum (Grosser) Janch.,Helianthemum arcticum (Grosser) Janch.,59,""
bxl_2.2,Helianthemum capu,Helianthemum capu,59,""
bxl_2.2,Tuberaria major (Willk.) Pinto da Silva & Roseira,Tuberaria major (Willk.) Pinto da Silva & Roseira,59,""
bxl_2.2,Achillea glaberrima Klok.,Achillea glaberrima Klok.,59,""
bxl_2.2,Achillea thracica Velen.,Achillea thracica Velen.,59,""
bxl_2.2,Anacyclus latealatus Hub. Mor,Anacyclus latealatus Hub. Mor,"",""
bxl_2.2,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,60,""
bxl_2.2,Anthemis glaberrima (Rech. f.) Greuter,Anthemis glaberrima (Rech. f.) Greuter,60,""
bxl_2.2,Anthemis halophila Boiss. & Bal.,Anthemis halophila Boiss. & Bal.,60,""
bxl_2.2,Anthemis trotzkiana Claus ex Bunge.,Anthemis trotzkiana Claus ex Bunge.,60,""
bxl_2.2,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,60,""
bxl_2.2,Artemisia campestris L. subsp. bottnica A.N. LundstrÃ©m ex Kindb,Artemisia campestris L. subsp. bottnica A.N. LundstrÃ©m ex Kindb,60,""
bxl_2.2,Artemisia granatensis Boiss.,Artemisia granatensis Boiss.,60,""
bxl_2.2,Artemisia insipida Vill.,Artemisia insipida Vill.,60,""
bxl_2.2,Artemisia laciniata Willd.,Artemisia laciniata Willd.,60,""
bxl_2.2,Artemisia oelandica (Besser) Komaror,Artemisia oelandica (Besser) Komaror,60,""
bxl_2.2,Artemisia pancici (Janka) Ronn.,Artemisia pancici (Janka) Ronn.,60,""
bxl_2.2,Aster pyrenaeus Desf. ex DC.,Aster pyrenaeus Desf. ex DC.,60,""
bxl_2.2,Aster sibiricus L.,Aster sibiricus L.,60,""
bxl_2.2,Aster sorrentini (Tod) Lojac.,Aster sorrentini (Tod) Lojac.,60,""
bxl_2.2,Carduus myriacanthus Salzm ex DC.,Carduus myriacanthus Salzm ex DC.,60,""
bxl_2.2,Carlina diae (Rech.f.) Meusel & Kastener,Carlina diae (Rech.f.) Meusel & Kastener,60,""
bxl_2.2,Carlina onopordifolia Besser,Carlina onopordifolia Besser,60,""
bxl_2.2,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal,60,""
bxl_2.2,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler,60,""
bxl_2.2,Centaurea akamantis T. Georgiadis & G. Chatzikyriakou,Centaurea akamantis T. Georgiadis & G. Chatzikyriakou,60,""
bxl_2.2,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,60,""
bxl_2.2,Centaurea balearica J.D. Rodriguez,Centaurea balearica J.D. Rodriguez,60,""
bxl_2.2,Centaurea borjae Valde,Centaurea borjae Valde,60,""
bxl_2.2,Centaurea citricolor Font Quer,Centaurea citricolor Font Quer,60,""
bxl_2.2,Centaurea corymbosa Pourret,Centaurea corymbosa Pourret,60,""
bxl_2.2,Centaurea dubjanskyi Iljin.,Centaurea dubjanskyi Iljin.,60,""
bxl_2.2,Centaurea gadorensis G Bianca,Centaurea gadorensis G Bianca,60,""
bxl_2.2,Centaurea hermanniu F.Hermann,Centaurea hermanniu F.Hermann,60,""
bxl_2.2,Centaurea horrida Badaro,Centaurea horrida Badaro,60,""
bxl_2.2,Centaurea immanueli,Centaurea immanueli,60,""
bxl_2.2,Centaurea jankae Brandza,Centaurea jankae Brandza,60,""
bxl_2.2,Centaurea kalambakensis Freyn & Sint.,Centaurea kalambakensis Freyn & Sint.,60,""
bxl_2.2,Centaurea kartschiana Scop.,Centaurea kartschiana Scop.,60,""
bxl_2.2,Centaurea lactiflora Halacsy,Centaurea lactiflora Halacsy,60,""
bxl_2.2,Centaurea micrantha Hoffmanns. & Link subsp. hermini (Rouy) Dostal,Centaurea micrantha Hoffmanns. & Link subsp. hermini (Rouy) Dostal,60,""
bxl_2.2,Centaurea niederi Heldr.,Centaurea niederi Heldr.,60,""
bxl_2.2,Centaurea peucedanifolia Boiss. & Orph.,Centaurea peucedanifolia Boiss. & Orph.,60,""
bxl_2.2,Centaurea pineticola Iljin.,Centaurea pineticola Iljin.,60,""
bxl_2.2,Centaurea pinnata Pau,Centaurea pinnata Pau,60,""
bxl_2.2,Centaurea pontica Prodan & E. I. Nyarady,Centaurea pontica Prodan & E. I. Nyarady,60,""
bxl_2.2,Centaurea pseudoleucolepis Kleop,Centaurea pseudoleucolepis Kleop,60,""
bxl_2.2,Centaurea pulvinata (G. Bianca) G. Bianca,Centaurea pulvinata (G. Bianca) G. Bianca,60,""
bxl_2.2,Centaurea rothmalerana (ArÃ©nes) Dostal,Centaurea rothmalerana (ArÃ©nes) Dostal,60,""
bxl_2.2,Centaurea tchihatcheffii Fich. & Mey.,Centaurea tchihatcheffii Fich. & Mey.,60,""
bxl_2.2,Centaurea vicentina Mariz,Centaurea vicentina Mariz,60,""
bxl_2.2,Cirsium brachycephalum Juratzka,Cirsium brachycephalum Juratzka,60,""
bxl_2.2,Crepis crocifolia Boiss. & Heldr.,Crepis crocifolia Boiss. & Heldr.,60,""
bxl_2.2,Crepis granatensis (Willk.) B. Bianca & M. Cueto,Crepis granatensis (Willk.) B. Bianca & M. Cueto,60,""
bxl_2.2,Crepis purpurea Willd. Bieb.,Crepis purpurea Willd. Bieb.,60,""
bxl_2.2,Crepis pusilla (Sommier) Merxmiiller,Crepis pusilla (Sommier) Merxmiiller,60,""
bxl_2.2,Crepis tectorum L. subsp. Nigrescens,Crepis tectorum L. subsp. Nigrescens,60,""
bxl_2.2,Dendranthema zawadskyi (Herb.) Tzvel.,Dendranthema zawadskyi (Herb.) Tzvel.,60,""
bxl_2.2,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,60,""
bxl_2.2,Helichrysum melitense (Pignatti) Brullo et al,Helichrysum melitense (Pignatti) Brullo et al,60,""
bxl_2.2,Helichrysum sibthorpii Rouy,Helichrysum sibthorpii Rouy,60,""
bxl_2.2,Hymenostemma pseudanthemis (Kunze) Willd.,Hymenostemma pseudanthemis (Kunze) Willd.,60,""
bxl_2.2,Hyoseris frutescens Brullo et Pavone,Hyoseris frutescens Brullo et Pavone,60,""
bxl_2.2,Jurinea cyanoides (L.) Reichenb.,Jurinea cyanoides (L.) Reichenb.,60,""
bxl_2.2,Jurinea fontqueri Cuatrec.,Jurinea fontqueri Cuatrec.,60,""
bxl_2.2,Lagoseris purpurea (Willd.) Boiss.,Lagoseris purpurea (Willd.) Boiss.,60,""
bxl_2.2,Lamyropsis microcephala (Moris) Dittrich & Greuter,Lamyropsis microcephala (Moris) Dittrich & Greuter,60,""
bxl_2.2,Leontodon boryi Boiss.,Leontodon boryi Boiss.,60,""
bxl_2.2,Leontodon microcephalus (Boiss. ex DC.) Boiss.,Leontodon microcephalus (Boiss. ex DC.) Boiss.,60,""
bxl_2.2,Leontodon siculus (Guss.) Finch & Sell,Leontodon siculus (Guss.) Finch & Sell,60,""
bxl_2.2,Leuzea longifolia Hoffmanns. & Link,Leuzea longifolia Hoffmanns. & Link,60,""
bxl_2.2,Ligularia sibirica (L.) Cass.,Ligularia sibirica (L.) Cass.,60,""
bxl_2.2,Palaeocyanus crassifolius (Bertoloni) Dostal,Palaeocyanus crassifolius (Bertoloni) Dostal,60,""
bxl_2.2,Picris willkommii (Schultz Bip.) Nyman,Picris willkommii (Schultz Bip.) Nyman,60,""
bxl_2.2,Santolina elegans Boiss. ex DC.,Santolina elegans Boiss. ex DC.,61,""
bxl_2.2,Santolina impressa Hoffmanns & Link,Santolina impressa Hoffmanns & Link,61,""
bxl_2.2,Santolina semidentata Hoffmanns. & Link,Santolina semidentata Hoffmanns. & Link,61,""
bxl_2.2,Saussurea alpina subsp. esthonica (Baer ex Rupr) Kupffer,Saussurea alpina subsp. esthonica (Baer ex Rupr) Kupffer,61,""
bxl_2.2,Senecio caespitosus Brot.,Senecio caespitosus Brot.,61,""
bxl_2.2,Senecio elodes Boiss. ex DC.,Senecio elodes Boiss. ex DC.,61,""
bxl_2.2,Senecio jacobea L. subsp. gotlandicus (Neuman) Sterner,Senecio jacobea L. subsp. gotlandicus (Neuman) Sterner,61,""
bxl_2.2,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,61,""
bxl_2.2,Senecio nevadensis Boiss. & Reuter,Senecio nevadensis Boiss. & Reuter,61,""
bxl_2.2,Serratula lycopifolia (Vill.) A.Kern,Serratula lycopifolia (Vill.) A.Kern,61,""
bxl_2.2,Serratula tanaitica P. Smirn.,Serratula tanaitica P. Smirn.,61,""
bxl_2.2,Sonchus erzincanicus Matthews,Sonchus erzincanicus Matthews,61,""
bxl_2.2,Tephroseris longifolia (Jacq.) Griseb et Schenk subsp. moravica,Tephroseris longifolia (Jacq.) Griseb et Schenk subsp. moravica,61,""
bxl_2.2,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,61,""
bxl_2.2,Calystegia soldanella L.,Calystegia soldanella L.,61,""
bxl_2.2,Convolvulus argyrothamnus Greuter,Convolvulus argyrothamnus Greuter,61,""
bxl_2.2,Convolvulus fernandesii Pinto da Silva & Teles,Convolvulus fernandesii Pinto da Silva & Teles,61,""
bxl_2.2,Convolvulus pulvinatus Saâ€™ad,Convolvulus pulvinatus Saâ€™ad,61,""
bxl_2.2,Sempervivum funckii var. aqualiense,Sempervivum funckii var. aqualiense,61,""
bxl_2.2,Alyssum akamasicum B.L.Burtt,Alyssum akamasicum B.L.Burtt,61,""
bxl_2.2,Alyssum borzaeanum E. I. Nayardy,Alyssum borzaeanum E. I. Nayardy,61,""
bxl_2.2,Alyssum pyrenaicum Lapeyr.,Alyssum pyrenaicum Lapeyr.,61,""
bxl_2.2,Arabis kennedyae Meikle,Arabis kennedyae Meikle,61,""
bxl_2.2,Arabis sadina (Samp.) P.Cout.,Arabis sadina (Samp.) P.Cout.,61,""
bxl_2.2,Arabis scopoliana Boiss,Arabis scopoliana Boiss,61,""
bxl_2.2,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,61,""
bxl_2.2,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,61,""
bxl_2.2,Biscutella neustriaca Bonnet,Biscutella neustriaca Bonnet,61,""
bxl_2.2,Biscutella vincentina (Samp.) Rothm.,Biscutella vincentina (Samp.) Rothm.,61,""
bxl_2.2,Boleum asperum (Pers.) Desvaux,Boleum asperum (Pers.) Desvaux,61,""
bxl_2.2,Brassica glabrescens Poldini,Brassica glabrescens Poldini,61,""
bxl_2.2,Brassica hilarionis Post,Brassica hilarionis Post,61,""
bxl_2.2,Brassica insularis Moris,Brassica insularis Moris,61,""
bxl_2.2,Brassica macrocarpa Guss.,Brassica macrocarpa Guss.,61,""
bxl_2.2,Brassica sylvestris (.) Mill. subsp. taurica Tzvel.,Brassica sylvestris (.) Mill. subsp. taurica Tzvel.,61,""
bxl_2.2,Braya linearis Rouy,Braya linearis Rouy,61,""
bxl_2.2,Braya purpurasceus (R.Br.) Bunge,Braya purpurasceus (R.Br.) Bunge,61,""
bxl_2.2,Cochlearia polonica E. Frohlich,Cochlearia polonica E. Frohlich,61,""
bxl_2.2,Cochlearia tatrae Borbas,Cochlearia tatrae Borbas,61,""
bxl_2.2,Coincya rupestris Rouy,Coincya rupestris Rouy,61,""
bxl_2.2,Coronopus navasii Pau,Coronopus navasii Pau,61,""
bxl_2.2,Crambe koktebelica (Junge) N. Busch.,Crambe koktebelica (Junge) N. Busch.,61,""
bxl_2.2,Crambe litwinonowii K. Gross.,Crambe litwinonowii K. Gross.,61,""
bxl_2.2,Crambe tataria Sebeok,Crambe tataria Sebeok,61,""
bxl_2.2,Diplotaxis ibicensis (Pau) Gome,Diplotaxis ibicensis (Pau) Gome,61,""
bxl_2.2,Dziplotaxis siettiana Maire,Dziplotaxis siettiana Maire,61,""
bxl_2.2,Diplotaxis vicentina (P. Cout.) Rothm.,Diplotaxis vicentina (P. Cout.) Rothm.,61,""
bxl_2.2,Draba aizoides L.,Draba aizoides L.,61,""
bxl_2.2,Draba cacuminum Elis Ekman,Draba cacuminum Elis Ekman,61,""
bxl_2.2,Draba cinerea Adams,Draba cinerea Adams,61,""
bxl_2.2,Draba dorneri Heuffel.,Draba dorneri Heuffel.,61,""
bxl_2.2,FErucastrum palustre (Pirona) Vis.,FErucastrum palustre (Pirona) Vis.,61,""
bxl_2.2,Erysimum pieninicum (Zapal.) Pawl.,Erysimum pieninicum (Zapal.) Pawl.,61,""
bxl_2.2,Iberis arbuscula Runemark,Iberis arbuscula Runemark,61,""
bxl_2.2,Iberis procumbens Lange subsp. microcarpa Franco & Pinto da Silva,Iberis procumbens Lange subsp. microcarpa Franco & Pinto da Silva,61,""
bxl_2.2,Jonopsidium acaule (Desf.) Reichenb.,Jonopsidium acaule (Desf.) Reichenb.,61,""
bxl_2.2,Jonopsiditum savianum (Caruel) Ball ex Arcang.,Jonopsiditum savianum (Caruel) Ball ex Arcang.,61,""
bxl_2.2,Lepidium turezaninowii Lipsky.,Lepidium turezaninowii Lipsky.,61,""
bxl_2.2,Lunaria rediviva L.,Lunaria rediviva L.,61,""
bxl_2.2,Murbeckiella sousae Rothm.,Murbeckiella sousae Rothm.,61,""
bxl_2.2,Rhynchosinapis erucastrum (L.) Dandy ex Clapham subsp. cintrana (Coutinho),Rhynchosinapis erucastrum (L.) Dandy ex Clapham subsp. cintrana (Coutinho),61,""
bxl_2.2,Schivereckia podolica (Besser) Andrz.,Schivereckia podolica (Besser) Andrz.,62,""
bxl_2.2,Sisymbrium cavanillesianum Valdes & Castroviejo,Sisymbrium cavanillesianum Valdes & Castroviejo,62,""
bxl_2.2,Sisymbrium confertum Stev.,Sisymbrium confertum Stev.,62,""
bxl_2.2,Sisymbrium supinum L.,Sisymbrium supinum L.,62,""
bxl_2.2,Thlaspi cariense A.CarlstrÃ©m,Thlaspi cariense A.CarlstrÃ©m,62,""
bxl_2.2,Thlaspi jankae A. Kern.,Thlaspi jankae A. Kern.,62,""
bxl_2.2,Juniperus communis L.,Juniperus communis L.,62,""
bxl_2.2,Carex holostoma Drejer,Carex holostoma Drejer,62,""
bxl_2.2,Carex panormitana Guss.,Carex panormitana Guss.,62,""
bxl_2.2,Carex secalina Willd. ex Wahlenb.,Carex secalina Willd. ex Wahlenb.,62,""
bxl_2.2,Eleocharis carniolica Koch,Eleocharis carniolica Koch,62,""
bxl_2.2,Borderea chouardii (Gaussen) Heslot,Borderea chouardii (Gaussen) Heslot,62,""
bxl_2.2,Tamus communis L. / Â°Spekwortel,Tamus communis L. / Â°Spekwortel,62,""
bxl_2.2,Dipsacus cephalarioides Mathews & Kupicha,Dipsacus cephalarioides Mathews & Kupicha,62,""
bxl_2.2,Aldrovanda vesiculosa L.,Aldrovanda vesiculosa L.,62,""
bxl_2.2,Drosera intermedia Hayne,Drosera intermedia Hayne,62,""
bxl_2.2,Drosera rotundifolia L.,Drosera rotundifolia L.,62,""
bxl_2.2,Elatine gussonei (Sommier) Brullo et al,Elatine gussonei (Sommier) Brullo et al,62,""
bxl_2.2,Erica cinerea L.,Erica cinerea L.,62,""
bxl_2.2,Erica tetralix L.,Erica tetralix L.,62,""
bxl_2.2,Rhododendron luteum Sweet,Rhododendron luteum Sweet,62,""
bxl_2.2,Vaccinium arctostaphylos L.,Vaccinium arctostaphylos L.,62,""
bxl_2.2,Euphorbia margalidiana Kuhbier & Lewejohann,Euphorbia margalidiana Kuhbier & Lewejohann,62,""
bxl_2.2,Euphorbia nevadensis Boiss. & Reuter,Euphorbia nevadensis Boiss. & Reuter,62,""
bxl_2.2,Euphorbia transtagana Boiss.,Euphorbia transtagana Boiss.,62,""
bxl_2.2,Centaurium rigualii Esteve Chueca,Centaurium rigualii Esteve Chueca,62,""
bxl_2.2,Centaurium somedanum Lainz,Centaurium somedanum Lainz,62,""
bxl_2.2,Gentiana cruciata L.,Gentiana cruciata L.,62,""
bxl_2.2,Gentiana pneumonanthe L.,Gentiana pneumonanthe L.,62,""
bxl_2.2,Gentiana ligustica R. de Vilm & Chopinet,Gentiana ligustica R. de Vilm & Chopinet,62,""
bxl_2.2,Gentianella angelica (Pugsley) E. F. Warburg,Gentianella angelica (Pugsley) E. F. Warburg,62,""
bxl_2.2,Gentianella bohemica Skalicky,Gentianella bohemica Skalicky,62,""
bxl_2.2,Erodium astragaloides Boiss. & Reuter,Erodium astragaloides Boiss. & Reuter,62,""
bxl_2.2,Erodium chrysanthum Lâ€™Herit. ex DC.,Erodium chrysanthum Lâ€™Herit. ex DC.,62,""
bxl_2.2,Erodium paularense Fernandez Gonzalez & Izco,Erodium paularense Fernandez Gonzalez & Izco,62,""
bxl_2.2,Erodium rupicola Boiss.,Erodium rupicola Boiss.,62,""
bxl_2.2,Haberlea rhodopensis Friv.,Haberlea rhodopensis Friv.,62,""
bxl_2.2,Jankaea heldreichii (Boiss.) Boiss.,Jankaea heldreichii (Boiss.) Boiss.,63,""
bxl_2.2,Ramonda serbica Pancic,Ramonda serbica Pancic,63,""
bxl_2.2,Globularia stygia Orph. ex Boiss.,Globularia stygia Orph. ex Boiss.,63,""
bxl_2.2,Arctagrostis latifolia (R.Br.) Griseb.,Arctagrostis latifolia (R.Br.) Griseb.,63,""
bxl_2.2,Arctophila fulva (Trin.) N.J. Anderson,Arctophila fulva (Trin.) N.J. Anderson,63,""
bxl_2.2,Avenula hackeli (Henrig.) Holub,Avenula hackeli (Henrig.) Holub,63,""
bxl_2.2,Bromus bromoideus (Lej.) Crepin,Bromus bromoideus (Lej.) Crepin,63,""
bxl_2.2,Bromus grossus Desf. ex DC.,Bromus grossus Desf. ex DC.,63,""
bxl_2.2,Bromus interruptus (Hackel) Druce,Bromus interruptus (Hackel) Druce,63,""
bxl_2.2,Bromus moesiacus Velen.,Bromus moesiacus Velen.,63,""
bxl_2.2,Bromus psammophilus P.M.Smith,Bromus psammophilus P.M.Smith,63,""
bxl_2.2,Calamagrostis chalybaea (Maest.) Fries,Calamagrostis chalybaea (Maest.) Fries,63,""
bxl_2.2,Cinna latifolia (Trev.) Griseb.,Cinna latifolia (Trev.) Griseb.,63,""
bxl_2.2,Coleanthus subtilis (Tratt.) Seidl,Coleanthus subtilis (Tratt.) Seidl,63,""
bxl_2.2,Eremopoa mardinensis R.Mill,Eremopoa mardinensis R.Mill,63,""
bxl_2.2,Festuca brigantina (Marker,Festuca brigantina (Marker,63,""
bxl_2.2,Festuca duriotagana Franco & R. Afonso,Festuca duriotagana Franco & R. Afonso,63,""
bxl_2.2,Festuca elegans Boiss.,Festuca elegans Boiss.,63,""
bxl_2.2,Festuca henriquesii Hack.,Festuca henriquesii Hack.,63,""
bxl_2.2,Festuca summilusitanica Franco & R. Afonso,Festuca summilusitanica Franco & R. Afonso,63,""
bxl_2.2,Gaudinia hispanica Stace & Tutin,Gaudinia hispanica Stace & Tutin,63,""
bxl_2.2,Holcus setiglumis Boiss. & Reuter subsp. duriensis Pinto da Silva,Holcus setiglumis Boiss. & Reuter subsp. duriensis Pinto da Silva,63,""
bxl_2.2,Micropyropsis tuberosa Romero Zarco & Cabezudo,Micropyropsis tuberosa Romero Zarco & Cabezudo,63,""
bxl_2.2,Poa granitica Br. Bl. subsp. disparilis (E. I. Nyarady) E. I. Nyarady,Poa granitica Br. Bl. subsp. disparilis (E. I. Nyarady) E. I. Nyarady,63,""
bxl_2.2,Poariphaea (Ascher et Graebner) Fritsch,Poariphaea (Ascher et Graebner) Fritsch,63,""
bxl_2.2,Pseudarrhenatherum pallens (Link) J.Holub,Pseudarrhenatherum pallens (Link) J.Holub,63,""
bxl_2.2,Puccinellia phryganodes (Trin.) Scribner Merr.,Puccinellia phryganodes (Trin.) Scribner Merr.,63,""
bxl_2.2,Puccinellia pungens (Pau) Paunero,Puccinellia pungens (Pau) Paunero,63,""
bxl_2.2,Stipa austroitalica Martinovsky,Stipa austroitalica Martinovsky,63,""
bxl_2.2,Stipa bavarica Martinovsky & H.Schloz,Stipa bavarica Martinovsky & H.Schloz,63,""
bxl_2.2,Stipa danubialis Dihoru & Roman,Stipa danubialis Dihoru & Roman,63,""
bxl_2.2,Stipa styriaca Martinovsky,Stipa styriaca Martinovsky,63,""
bxl_2.2,Stipa syreistschikown P. Smirn.,Stipa syreistschikown P. Smirn.,63,""
bxl_2.2,Stipa veneta Moraldo,Stipa veneta Moraldo,63,""
bxl_2.2,Stipa zalesskii Wilensky,Stipa zalesskii Wilensky,63,""
bxl_2.2,Trisetum subalpestre (Hartman) Neuman,Trisetum subalpestre (Hartman) Neuman,63,""
bxl_2.2,Ribes sardum Martelli,Ribes sardum Martelli,63,""
bxl_2.2,Hippuris tetraphylla L. Fil.,Hippuris tetraphylla L. Fil.,63,""
bxl_2.2,Hypericum aciferum (Greuter) N.K.B.Robson,Hypericum aciferum (Greuter) N.K.B.Robson,63,""
bxl_2.2,Hypericum salsugineum Robson & Hub,Hypericum salsugineum Robson & Hub,63,""
bxl_2.2,Crocus abantensis T.Baytop & Mathew,Crocus abantensis T.Baytop & Mathew,63,""
bxl_2.2,Crocus cyprius Boiss. et Kotschy,Crocus cyprius Boiss. et Kotschy,63,""
bxl_2.2,Crocus etruscus Parl.,Crocus etruscus Parl.,63,""
bxl_2.2,Crocus hartmannianus Holmboe,Crocus hartmannianus Holmboe,63,""
bxl_2.2,Crocus robertianus C.D. Brickel,Crocus robertianus C.D. Brickel,63,""
bxl_2.2,Gladiolus felicis Mirek,Gladiolus felicis Mirek,63,""
bxl_2.2,Gladiolus palustris Gaud.,Gladiolus palustris Gaud.,63,""
bxl_2.2,Iris aphylla L. subsp. hungarica Hegi,Iris aphylla L. subsp. hungarica Hegi,63,""
bxl_2.2,Iris boissieri Henriq.,Iris boissieri Henriq.,63,""
bxl_2.2,Iris humilis Georgi subsp. arenaria (Waldst. et Kit.) A. et D.LÃ©ve,Iris humilis Georgi subsp. arenaria (Waldst. et Kit.) A. et D.LÃ©ve,63,""
bxl_2.2,Iris marisca Ricci & Colasante,Iris marisca Ricci & Colasante,63,""
bxl_2.2,Juncus valvatus Link,Juncus valvatus Link,64,""
bxl_2.2,Luzula arctica Blytt,Luzula arctica Blytt,64,""
bxl_2.2,Dracocephalum austriacum L.,Dracocephalum austriacum L.,64,""
bxl_2.2,Dracocephalum ruyschiana L.,Dracocephalum ruyschiana L.,64,""
bxl_2.2,Micromeria taygetea P.H.Davis,Micromeria taygetea P.H.Davis,64,""
bxl_2.2,Nepeta dirphya (Boiss.) Heldr. ex Halacsy,Nepeta dirphya (Boiss.) Heldr. ex Halacsy,64,""
bxl_2.2,Nepeta sphaciotica P.H.Davis,Nepeta sphaciotica P.H.Davis,64,""
bxl_2.2,Origanum cordifolium (Auch. & Montbr.) Vogel (Amaracus cordifolium Montr. & Auch.),Origanum cordifolium (Auch. & Montbr.) Vogel (Amaracus cordifolium Montr. & Auch.),64,""
bxl_2.2,Origanum dictamnus L.,Origanum dictamnus L.,64,""
bxl_2.2,Origanum scabrum Boiss. & Heldr,Origanum scabrum Boiss. & Heldr,64,""
bxl_2.2,Phlomis brevibracteata Turril,Phlomis brevibracteata Turril,64,""
bxl_2.2,Phlomis cypria Post,Phlomis cypria Post,64,""
bxl_2.2,Rosmarinus tomentosus Hube,Rosmarinus tomentosus Hube,64,""
bxl_2.2,Salvia crassifolia Sibth. & Smith,Salvia crassifolia Sibth. & Smith,64,""
bxl_2.2,Salvia veneris Hedge,Salvia veneris Hedge,64,""
bxl_2.2,Sideritis cypria Post,Sideritis cypria Post,64,""
bxl_2.2,Sideritis incana subsp. glauca (Cav.) Malagarriga,Sideritis incana subsp. glauca (Cav.) Malagarriga,64,""
bxl_2.2,Sideritis javalambrensis Pau,Sideritis javalambrensis Pau,64,""
bxl_2.2,Sideritis serrata Cav. ex Lag.,Sideritis serrata Cav. ex Lag.,64,""
