id,annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
1639,BXL-ORD-2012_Annex II.3,Myosotis stricta,Myosotis stricta Link ex Roem. & Schult.,match with annexspecies
21084,BXL-ORD-2012_Annex II.3,Myriophyllum verticillatum,Myriophyllum verticillatum L.,match with annexspecies
1644,BXL-ORD-2012_Annex II.3,Nardus stricta,Nardus stricta L.,match with annexspecies
1648,BXL-ORD-2012_Annex II.3,Odontites vernus,Odontites vernus Dumort.,match with annexspecies
21523,BXL-ORD-2012_Annex II.3,Oreopteris limbosperma,Oreopteris limbosperma (All.) Holub,match with annexspecies
21532,BXL-ORD-2012_Annex II.3,Parietaria officinalis,Parietaria officinalis L.,match with annexspecies
2366,BXL-ORD-2012_Annex II.3,Petrorhagia prolifera,Petrorhagia prolifera (L.) P.W.Ball & Heywood,match with annexspecies
2370,BXL-ORD-2012_Annex II.3,Phyteuma spicatum,Phyteuma spicatum L.,match with annexspecies
2379,BXL-ORD-2012_Annex II.3,Polygala serpyllifolia,Polygala serpyllifolia Hosé,match with annexspecies
2381,BXL-ORD-2012_Annex II.3,Polygala vulgaris,Polygala vulgaris L.,match with annexspecies
1672,BXL-ORD-2012_Annex II.3,Pyrola minor,Pyrola minor L.,match with annexspecies
1684,BXL-ORD-2012_Annex II.3,Rhinanthus minor,Rhinanthus minor L.,match with annexspecies
1708,BXL-ORD-2012_Annex II.3,Solidago virgaurea,Solidago virgaurea L.,match with annexspecies
1715,BXL-ORD-2012_Annex II.3,Stachys arvensis,Stachys arvensis L.,match with annexspecies
,BXL-ORD-2012_Annex II.3,Tamus communis,Tamus communis L.,match with annexspecies
1731,BXL-ORD-2012_Annex II.3,Thymus pulegioides,Thymus pulegioides L.,match with annexspecies
1733,BXL-ORD-2012_Annex II.3,Torilis arvensis,Torilis arvensis Link,match with annexspecies
1739,BXL-ORD-2012_Annex II.3,Trifolium medium,Trifolium medium L.,match with annexspecies
1742,BXL-ORD-2012_Annex II.3,Trifolium striatum,Trifolium striatum L.,match with annexspecies
21538,BXL-ORD-2012_Annex II.3,Viola hirta,Viola hirta L.,match with annexspecies
3916,BXL-ORD-2012_Annex II.3,Leucobryum glaucum,"Leucobryum glaucum Ångström, 1845",match with annexspecies
2586,BXL-ORD-2012_Annex II.3,Allium ursinum,Allium ursinum L.,match with annexspecies
20637,BXL-ORD-2012_Annex II.3,Berula erecta,Berula erecta (Huds.) Coville,match with annexspecies
2600,BXL-ORD-2012_Annex II.3,Calluna vulgaris,Calluna vulgaris (L.) Hull,match with annexspecies
2601,BXL-ORD-2012_Annex II.3,Caltha palustris,Caltha palustris L.,match with annexspecies
2608,BXL-ORD-2012_Annex II.3,Campanula rotundifolia,Campanula rotundifolia L.,match with annexspecies
2609,BXL-ORD-2012_Annex II.3,Campanula trachelium,Campanula trachelium L.,match with annexspecies
20800,BXL-ORD-2012_Annex II.3,Cardamine amara,Cardamine amara L.,match with annexspecies
21065,BXL-ORD-2012_Annex II.3,Centaurium erythraea,Centaurium erythraea Rafn,match with annexspecies
21476,BXL-ORD-2012_Annex II.3,Chrysosplenium alternifolium,Chrysosplenium alternifolium L.,match with annexspecies
1512,BXL-ORD-2012_Annex II.3,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium L.,match with annexspecies
3254,BXL-ORD-2012_Annex II.3,Crepis paludosa,Crepis paludosa Moench,match with annexspecies
3256,BXL-ORD-2012_Annex II.3,Cruciata laevipes,Cruciata laevipes Opiz,match with annexspecies
21091,BXL-ORD-2012_Annex II.3,iris pseudacorus,Iris pseudacorus L.,match with annexspecies
1600,BXL-ORD-2012_Annex II.3,Lathyrus tuberosus,Lathyrus tuberosus L.,match with annexspecies
21163,BXL-ORD-2012_Annex II.3,Maianthemum bifolium,Maianthemum bifolium (L.) F.W.Schmidt,match with annexspecies
50643,BXL-ORD-2012_Annex II.3,Myosoton aquaticum,Myosoton aquaticum Moench,match with annexspecies
1643,BXL-ORD-2012_Annex II.3,Narcissus pseudonarcissus,Narcissus pseudonarcissus L.,match with annexspecies
1662,BXL-ORD-2012_Annex II.3,Paris quadrifolia,Paris quadrifolia L.,match with annexspecies
50741,BXL-ORD-2012_Annex II.3,Phyteuma nigrum,Phyteuma nigrum F.W.Schmidt,match with annexspecies
20652,BXL-ORD-2012_Annex II.3,Pimpinella major,Pimpinella major Huds.,match with annexspecies
21166,BXL-ORD-2012_Annex II.3,Polygonatum multiflorum,Polygonatum multiflorum All.,match with annexspecies
21389,BXL-ORD-2012_Annex II.3,Ranunculus auricomus,Ranunculus auricomus L.,match with annexspecies
21390,BXL-ORD-2012_Annex II.3,Ranunculus bulbosus,Ranunculus bulbosus L.,match with annexspecies
2694,BXL-ORD-2012_Annex II.3,Sanicula europaea,Sanicula europaea L.,match with annexspecies
20739,BXL-ORD-2012_Annex II.3,Senecio ovatus,"Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd.",match with annexspecies
20888,BXL-ORD-2012_Annex II.3,Stellaria holostea,Stellaria holostea L.,match with annexspecies
20657,BXL-ORD-2012_Annex II.3,Torilis japonica,Torilis japonica DC.,match with annexspecies
21003,BXL-ORD-2012_Annex II.3,Vaccinium myrtillus,Vaccinium myrtillus L.,match with annexspecies
3316,BXL-ORD-2012_Annex II.3,Vinca minor,Vinca minor L.,match with annexspecies
3632,BXL-ORD-2012_Annex II.4,Martes foina,"Martes foina Erxleben, 1777",match with annexspecies
3633,BXL-ORD-2012_Annex II.4,Martes Martes,"Martes martes (Linnaeus, 1758)",match with annexspecies
25099,BXL-ORD-2012_Annex II.4,Eliomys quercinus,"Eliomys quercinus (Linnaeus, 1766)",match with annexspecies
25100,BXL-ORD-2012_Annex II.4,Muscardinus avellanarius,"Muscardinus avellanarius (Linnaeus, 1758)",match with annexspecies
23755,BXL-ORD-2012_Annex II.4,Delichon urbica,"Delichon urbicum (Linnaeus, 1758)",match with annexspecies
2125,BXL-ORD-2012_Annex II.4,Riparia Riparia,"Riparia riparia (Linnaeus, 1758)",match with annexspecies
2076,BXL-ORD-2012_Annex II.4,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",match with annexspecies
1339,BXL-ORD-2012_Annex II.4,Anguis fragilis,"Anguis fragilis Linnaeus, 1758",match with annexspecies
,BXL-ORD-2012_Annex II.4,Lacerta vivipara,"Lacerta vivipara Von Jacquin, 1787",match with annexspecies
16139,BXL-ORD-2012_Annex II.4,Salamandra Salamandra,"Salamandra salamandra (Linnaeus, 1758)",match with annexspecies
5612,BXL-ORD-2012_Annex II.4,lLucanus cervus,"Lucanus cervus (Linnaeus, 1758)",match with annexspecies
18909,BXL-ORD-2012_Annex II.4,Melolontha Melolontha,"Melolontha melolontha (Linnaeus, 1758)",match with annexspecies
2156,BXL-ORD-2012_Annex II.4,Formica polyctena,"Formica polyctena Foerster, 1850",match with annexspecies
2022,BXL-ORD-2012_Annex II.4,Apatura iris,"Apatura iris (Linnaeus, 1758)",match with annexspecies
2026,BXL-ORD-2012_Annex II.4,Satyrium w-album,"Satyrium w-album (Knoch, 1782)",match with annexspecies
3407,BXL-ORD-2012_Annex II.4,Thecla betulae,"Thecla betulae (Linnaeus, 1758)",match with annexspecies
,BXL-ORD-2012_Annex II.5,Abramis vimba,"Abramis vimba (Linnaeus, 1758)",match with annexspecies
2513,BXL-ORD-2012_Annex II.5,Alburnoides bipunctatus,"Alburnoides bipunctatus (Bloch, 1782)",match with annexspecies
21555,BXL-ORD-2012_Annex II.5,Aspius aspius,"Aspius aspius (Linnaeus, 1758)",match with annexspecies
2304,BXL-ORD-2012_Annex II.5,Chondrostoma nasus,"Chondrostoma nasus (Linnaeus, 1758)",match with annexspecies
1357,BXL-ORD-2012_Annex II.5,Leucaspius delineatus,"Leucaspius delineatus (Heckel, 1843)",match with annexspecies
1365,BXL-ORD-2012_Annex II.5,Cobitis taenia,"Cobitis taenia Linnaeus, 1758",match with annexspecies
2321,BXL-ORD-2012_Annex II.5,Misgurnis fossilis,"Misgurnus fossilis (Linnaeus, 1758)",match with annexspecies
49283,BXL-ORD-2012_Annex II.5,Pomatoschistus microps,"Pomatoschistus microps (Krøyer, 1838)",match with annexspecies
49415,BXL-ORD-2012_Annex II.5,Pomatoschistus minutus,"Pomatoschistus minutus (Pallas, 1770)",match with annexspecies
48165,BXL-ORD-2012_Annex II.5,Lampetra fluviatilis,"Lampetra fluviatilis (Linnaeus, 1758)",match with annexspecies
1354,BXL-ORD-2012_Annex II.5,Lampetra planeri,"Lampetra planeri (Bloch, 1784)",match with annexspecies
49281,BXL-ORD-2012_Annex II.5,Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758",match with annexspecies
48046,BXL-ORD-2012_Annex II.5,Lamna nasus (Med.),"Lamna nasus (Bonnaterre, 1788)",match with annexspecies
1345,BXL-ORD-2012_Annex II.5,Prionace glauca (Med.),"Prionace glauca (Linnaeus, 1758)",match with annexspecies
49445,BXL-ORD-2012_Annex II.5,Squatina squatina (Med.),"Squatina squatina (Linnaeus, 1758)",match with annexspecies
2536,BXL-ORD-2012_Annex II.5,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)",match with annexspecies
46922,BXL-ORD-2012_Annex II.5,Salmo salar (alleen in zoet water),"Salmo salar Linnaeus, 1758",match with annexspecies
2536,BXL-ORD-2012_Annex II.5,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)",match with annexspecies
,BXL-ORD-2012_Annex II.5,Siluris glanis,"Siluris glanis Linnaeus, 1758",match with annexspecies
5588,BXL-ORD-2012_Annex II.5,Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758",match with annexspecies
50006,BXL-ORD-2012_Annex II.5,Astacus astacus,"Astacus astacus (Linnaeus, 1758)",match with annexspecies
2106,BXL-ORD-2012_Annex II.5,Homarus gammarus (Med.),"Homarus gammarus (Linnaeus, 1758)",match with annexspecies
4111,BXL-ORD-2012_Annex II.5,Helix pomatia,"Helix pomatia Linnaeus, 1758",match with annexspecies
3916,BXL-ORD-2012_Annex II.5,Leucobryum glaucum (Hedw.) Angstr.,"Leucobryum glaucum Ångström, 1845",match with annexspecies
2656,BXL-ORD-2012_Annex II.5,Galanthus nivalis L.,Galanthus nivalis L.,match with annexspecies
1431,BXL-ORD-2012_Annex II.5,Arnica montana L.,Arnica montana L.,match with annexspecies
,BXL-ORD-2012_Annex II.5,Tamus communis L.,Tamus communis L.,match with annexspecies
21066,BXL-ORD-2012_Annex II.5,Centaurium littorale (D. Turn) Gilm.,Centaurium littorale (Turner) Gilmour,match with annexspecies
21067,BXL-ORD-2012_Annex II.5,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,match with annexspecies
1631,BXL-ORD-2012_Annex II.5,Menyanthes trifoliata L.,Menyanthes trifoliata L.,match with annexspecies
3676,BXL-ORD-2012_Annex III,Cervus elaphus,"Cervus elaphus Linnaeus, 1758",match with annexspecies
2958,BXL-ORD-2012_Annex III,Capreolus Capreolus,"Capreolus capreolus (Linnaeus, 1758)",match with annexspecies
3644,BXL-ORD-2012_Annex III,Dama Dama,"Dama dama (Linnaeus, 1758)",match with annexspecies
46177,BXL-ORD-2012_Annex III,Dama Dama,"Dama dama (Linnaeus, 1758)",match with annexspecies
3673,BXL-ORD-2012_Annex III,Lepus europaeus,"Lepus europaeus Pallas, 1778",match with annexspecies
3581,BXL-ORD-2012_Annex III,Phasianus colchicus,"Phasianus colchicus Linnaeus, 1758",match with annexspecies
3511,BXL-ORD-2012_Annex III,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758",match with annexspecies
3657,BXL-ORD-2012_Annex III,Oryctolagus cuniculus,"Oryctolagus cuniculus (Linnaeus, 1758)",match with annexspecies
23737,BXL-ORD-2012_Annex IV,Aix galericulata,"Aix galericulata (Linnaeus, 1758)",match with annexspecies
23739,BXL-ORD-2012_Annex IV,Alopochen aegyptiacus,"Alopochen aegyptiaca (Linnaeus, 1766)",match with annexspecies
21564,BXL-ORD-2012_Annex IV,Ameiurus nebulosus,"Ameiurus nebulosus (Lesueur, 1819)",match with annexspecies
23741,BXL-ORD-2012_Annex IV,Anser indicus,"Anser indicus (Latham, 1790)",match with annexspecies
3461,BXL-ORD-2012_Annex IV,Branta canadensis,"Branta canadensis (Linnaeus, 1758)",match with annexspecies
46268,BXL-ORD-2012_Annex IV,Carassius gibelio,"Carassius gibelio (Bloch, 1782)",match with annexspecies
46187,BXL-ORD-2012_Annex IV,Chloephaga picta,"Chloephaga picta (Gmelin, 1789)",match with annexspecies
23746,BXL-ORD-2012_Annex IV,Cygnus atratus,"Cygnus atratus (Latham, 1790)",match with annexspecies
3644,BXL-ORD-2012_Annex IV,Dama dama,"Dama dama (Linnaeus, 1758)",match with annexspecies
46177,BXL-ORD-2012_Annex IV,Dama dama,"Dama dama (Linnaeus, 1758)",match with annexspecies
5590,BXL-ORD-2012_Annex IV,Harmonia axyridis,"Harmonia axyridis (Pallas, 1773)",match with annexspecies
21551,BXL-ORD-2012_Annex IV,Lepomis gibbosus,"Lepomis gibbosus (Linnaeus, 1758)",match with annexspecies
3685,BXL-ORD-2012_Annex IV,Mustela vison,"Mustela vison Schreber, 1777",match with annexspecies
50640,BXL-ORD-2012_Annex IV,Myiopsitta monachus,"Myiopsitta monachus (Boddaert, 1783)",match with annexspecies
25095,BXL-ORD-2012_Annex IV,Myocastor coypus,"Myocastor coypus (Molina, 1782)",match with annexspecies
25088,BXL-ORD-2012_Annex IV,Ondatra zibethicus,"Ondatra zibethicus (Linnaeus, 1766)",match with annexspecies
3611,BXL-ORD-2012_Annex IV,QOxyura jamaicensis,"Oxyura jamaicensis (Gmelin, 1789)",match with annexspecies
46270,BXL-ORD-2012_Annex IV,Pimephales promelas,"Pimephales promelas Rafinesque, 1820",match with annexspecies
3662,BXL-ORD-2012_Annex IV,Procyon lotor,"Procyon lotor (Linnaeus, 1758)",match with annexspecies
21556,BXL-ORD-2012_Annex IV,Pseudorasbora parva,"Pseudorasbora parva (Temminck & Schlegel, 1846)",match with annexspecies
50787,BXL-ORD-2012_Annex IV,Psittacula eupatria,"Psittacula eupatria (Linnaeus, 1766)",match with annexspecies
2129,BXL-ORD-2012_Annex IV,Psittacula krameri,"Psittacula krameri (Scopoli, 1769)",match with annexspecies
1331,BXL-ORD-2012_Annex IV,Rana (Pelophylax) ridibunda,"Rana ridibunda Pallas, 1771",match with annexspecies
1331,BXL-ORD-2012_Annex IV,Rana (Pelophylax) ridibunda,"Rana ridibunda Pallas, 1771",match with annexspecies
16138,BXL-ORD-2012_Annex IV,Rana catesbeiana,"Rana catesbeiana Shaw, 1802",match with annexspecies
21568,BXL-ORD-2012_Annex IV,Sander lucioperca,"Sander lucioperca (Linnaeus, 1758)",match with annexspecies
25109,BXL-ORD-2012_Annex IV,Tamias sibiricus,"Tamias sibiricus (Laxmann, 1769)",match with annexspecies
2132,BXL-ORD-2012_Annex IV,Threskiornis aethiopica,"Threskiornis aethiopicus (Latham, 1790)",match with annexspecies
2543,BXL-ORD-2012_Annex IV,Umbra pygmaea,"Umbra pygmaea (DeKay, 1842)",match with annexspecies
20616,BXL-ORD-2012_Annex IV,Acer negundo,Acer negundo L.,match with annexspecies
50132,BXL-ORD-2012_Annex IV,Ailanthus altissima,Ailanthus altissima Swingle,match with annexspecies
50143,BXL-ORD-2012_Annex IV,Ambrosia artemisiifolia,Ambrosia artemisiifolia L.,match with annexspecies
21406,BXL-ORD-2012_Annex IV,Amelanchier lamarckii,Amelanchier lamarckii F.G.Schroed.,match with annexspecies
20758,BXL-ORD-2012_Annex IV,Azolla filiculoides,Azolla filiculoides Lam.,match with annexspecies
20681,BXL-ORD-2012_Annex IV,Bidens frondosa,Bidens frondosa L.,match with annexspecies
20845,BXL-ORD-2012_Annex IV,Buddleja davidii,Buddleja davidii Franch.,match with annexspecies
50325,BXL-ORD-2012_Annex IV,Cornus sericea,Cornus sericea L.,match with annexspecies
50337,BXL-ORD-2012_Annex IV,Cotoneaster horizontalis,Cotoneaster horizontalis Decne.,match with annexspecies
,BXL-ORD-2012_Annex IV,Crassula helmsii,Crassula helmsii A.Berger,match with annexspecies
50387,BXL-ORD-2012_Annex IV,Duchesnea indica,Duchesnea indica (Andr.) Focke,match with annexspecies
50969,BXL-ORD-2012_Annex IV,Echinocystis lobata,Echinocystis lobata Torr. & A.Gray,match with annexspecies
50972,BXL-ORD-2012_Annex IV,Egeria densa,Egeria densa Planch.,match with annexspecies
1550,BXL-ORD-2012_Annex IV,Elodea canadensis,Elodea canadensis Michx.,match with annexspecies
21085,BXL-ORD-2012_Annex IV,Elodea nuttallii,Elodea nuttallii St.John,match with annexspecies
21191,BXL-ORD-2012_Annex IV,Epilobium ciliatum,Epilobium ciliatum Raf.,match with annexspecies
21322,BXL-ORD-2012_Annex IV,Fallopia japonica,Fallopia japonica (Houtt.) Ronse Decraene,match with annexspecies
20712,BXL-ORD-2012_Annex IV,Helianthus tuberosus,Helianthus tuberosus L.,match with annexspecies
20645,BXL-ORD-2012_Annex IV,Heracleum mantegazzianum,Heracleum mantegazzianum Sommier & Levier,match with annexspecies
3283,BXL-ORD-2012_Annex IV,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides L.f.,match with annexspecies
20760,BXL-ORD-2012_Annex IV,Impatiens glandulifera,Impatiens glandulifera Royle,match with annexspecies
20762,BXL-ORD-2012_Annex IV,Impatiens parviflora,Impatiens parviflora DC.,match with annexspecies
50974,BXL-ORD-2012_Annex IV,Lagarosiphon major,Lagarosiphon major (Ridl.) Moss,match with annexspecies
21146,BXL-ORD-2012_Annex IV,Lemna minuta,Lemna minuta Kunth,match with annexspecies
,BXL-ORD-2012_Annex IV,Ludwigia grandiflora,Ludwigia grandiflora (Michx.) Greuter & Burdet,match with annexspecies
50975,BXL-ORD-2012_Annex IV,Ludwigia peploides,Ludwigia peploides (Kunth) P.H.Raven,match with annexspecies
21020,BXL-ORD-2012_Annex IV,Lupinus polyphyllus,Lupinus polyphyllus Lindl.,match with annexspecies
20764,BXL-ORD-2012_Annex IV,Mahonia aquifolium,Mahonia aquifolium (Pursh) Nutt.,match with annexspecies
50644,BXL-ORD-2012_Annex IV,Myriophyllum aquaticum,Myriophyllum aquaticum Verdc.,match with annexspecies
21332,BXL-ORD-2012_Annex IV,Persicaria wallichii,Persicaria wallichii W.Greuter & Burdet,match with annexspecies
21213,BXL-ORD-2012_Annex IV,Phytolacca americana,Phytolacca americana L.,match with annexspecies
50780,BXL-ORD-2012_Annex IV,Prunus laurocerasus,Prunus laurocerasus L.,match with annexspecies
21430,BXL-ORD-2012_Annex IV,Prunus serotina,Prunus serotina Ehrh.,match with annexspecies
21056,BXL-ORD-2012_Annex IV,Quercus rubra,Quercus rubra L.,match with annexspecies
21001,BXL-ORD-2012_Annex IV,Rhododendron ponticum,Rhododendron ponticum L.,match with annexspecies
50818,BXL-ORD-2012_Annex IV,Rhus typhina,Rhus typhina L.,match with annexspecies
21035,BXL-ORD-2012_Annex IV,Robinia pseudoacacia,Robinia pseudoacacia L.,match with annexspecies
51795,BXL-ORD-2012_Annex IV,Robinia pseudoacacia,Robinia pseudoacacia L.,match with annexspecies
21441,BXL-ORD-2012_Annex IV,Rosa rugosa,Rosa rugosa Thunb.,match with annexspecies
20738,BXL-ORD-2012_Annex IV,Senecio inaequidens,Senecio inaequidens DC.,match with annexspecies
20745,BXL-ORD-2012_Annex IV,Solidago canadensis,Solidago canadensis L.,match with annexspecies
20746,BXL-ORD-2012_Annex IV,Solidago gigantea,Solidago gigantea Aiton,match with annexspecies
21202,EUR-CON-BER_Annex I,Botrychium matricariifolium A. Braun ex Koch,Botrychium matricariifolium (Döll) A.Br. ex Koch,match with annexspecies
2690,EUR-CON-BER_Annex I,Salvinia natans (L.) All.,Salvinia natans (L.) All.,match with annexspecies
1616,EUR-CON-BER_Annex I,Luronium natans (L.) Raf.,Luronium natans Raf.,match with annexspecies
1707,EUR-CON-BER_Annex I,Sisymbrium supinum L.,Sisymbrium supinum L.,match with annexspecies
1607,EUR-CON-BER_Annex I,Liparis loeselii (L.) Rich.,Liparis loeselii (L.) Rich.,match with annexspecies
1713,EUR-CON-BER_Annex I,Spiranthes aestivalis (Poiret) L.C.M. Richard,Spiranthes aestivalis Rich.,match with annexspecies
21477,EUR-CON-BER_Annex I,Saxifraga hirculus L.,Saxifraga hirculus L.,match with annexspecies
1425,EUR-CON-BER_Annex I,Apium repens (Jacq.) Lag.,Apium repens (Jacq.) Lag.,match with annexspecies
1745,EUR-CON-BER_Annex I,Zostera marina L. (Med.),Zostera marina L.,match with annexspecies
3931,EUR-CON-BER_Annex I,Orthotrichum rogeri Brid.,"Orthotrichum rogeri Bridel, 1812",match with annexspecies
25097,EUR-CON-BER_Annex II,Cricetus cricetus,"Cricetus cricetus (Linnaeus, 1758)",match with annexspecies
49948,EUR-CON-BER_Annex II,Sicista betulina,"Sicista betulina (Pallas, 1779)",match with annexspecies
50081,EUR-CON-BER_Annex II,Alopex lagopus,"Alopex lagopus (Linnaeus, 1758)",match with annexspecies
25093,EUR-CON-BER_Annex II,Canis lupus,"Canis lupus Linnaeus, 1758",match with annexspecies
3641,EUR-CON-BER_Annex II,Lutra lutra,"Lutra lutra (Linnaeus, 1758)",match with annexspecies
3678,EUR-CON-BER_Annex II,Felis silvestris,"Felis silvestris Schreber, 1777",match with annexspecies
49914,EUR-CON-BER_Annex II,Panthera pardus,"Panthera pardus (Linnaeus, 1758)",match with annexspecies
49522,EUR-CON-BER_Annex II,Odobenus rosmarus,"Odobenus rosmarus (Linnaeus, 1758)",match with annexspecies
49957,EUR-CON-BER_Annex II,Ovibos moschatus,"Ovibos moschatus (Zimmermann, 1780)",match with annexspecies
5629,EUR-CON-BER_Annex II,Monodon monoceros,"Monodon monoceros Linnaeus, 1758",match with annexspecies
49527,EUR-CON-BER_Annex II,Delphinus delphis,"Delphinus delphis Linnaeus, 1758",match with annexspecies
