id,annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
,EUR-CON-BER_Annex III,Gobio albipinnatus,"Gobio albipinnatus Lukasch, 1933",not in annexspecies
,EUR-CON-BER_Annex III,Gobio kessleri,"Gobio kesslerii Dybowski, 1862",not in annexspecies
,EUR-CON-BER_Annex III,Gobio uranoscopus,"Gobio uranoscopus (Agassiz, 1828)",not in annexspecies
,EUR-CON-BER_Annex III,Leucaspius stymphalicus,Leucaspius stymphalicus,not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus illyricus,"Leuciscus illyricus (Heckel & Kner, 1858)",not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus lucumotis,"Leuciscus lucumonis Bianco, 1983",not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus polylepis,"Leuciscus polylepis (Steindachner, 1866)",not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus pyrenaicus,"Leuciscus pyrenaicus Günther, 1868",not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus soufia,"Leuciscus soufia Risso, 1827",not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus svallize,"Leuciscus svallize (Heckel & Kner, 1858)",not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus turskyi,"Leuciscus turskyi (Heckel, 1843)",not in annexspecies
,EUR-CON-BER_Annex III,Leuciscus ukliva,"Leuciscus ukliva (Heckel, 1843)",not in annexspecies
,EUR-CON-BER_Annex III,Pachychilon pictum,"Pachychilon pictum (Heckel & Kner, 1858)",not in annexspecies
,EUR-CON-BER_Annex III,Pelecus cultratus,"Pelecus cultratus (Linnaeus, 1758)",not in annexspecies
,EUR-CON-BER_Annex III,Phoxinellus adspersus,"Phoxinellus adspersus (Heckel, 1843)",not in annexspecies
,EUR-CON-BER_Annex III,Phoxinellus hispanicus,"Phoxinellus hispanicus (Steindachner, 1866)",not in annexspecies
,EUR-CON-BER_Annex III,Pseudophoxinus marathonicus,"Pseudophoxinus marathonicus (Vinciguerra, 1921)",not in annexspecies
,EUR-CON-BER_Annex III,Pseudophoxinus stymphalicus,"Pseudophoxinus stymphalicus (Valenciennes, 1844)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus alburnoides,"Rutilus alburnoides (Steindachner, 1866)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus arcasii,"Rutilus arcasii (Steindachner, 1866)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus frisii,"Rutilus frisii (Nordmann, 1840)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus lemmingii,"Rutilus lemmingii (Steindachner, 1866)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus macedonicus,"Rutilus macedonicus (Steindachner, 1892)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus macrolepidotus,"Rutilus macrolepidotus (Steindachner, 1866)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus pigus,"Rutilus pigus (Lacepède, 1803)",not in annexspecies
,EUR-CON-BER_Annex III,Rutilus rubilio,"Rutilus rubilio (Bonaparte, 1837)",not in annexspecies
101374,EUR-CON-BER_Annex III,Cobitidae,Cobitidae,not in annexspecies
,EUR-CON-BER_Annex III,Cobitis elongata,"Cobitis elongata Heckel & Kner, 1858",not in annexspecies
,EUR-CON-BER_Annex III,Cobitis hassi,"Cobitis haasi Klausewitz, 1955",not in annexspecies
,EUR-CON-BER_Annex III,Cobitis larvata,"Cobitis larvata De Filippi, 1859",not in annexspecies
,EUR-CON-BER_Annex III,Cobitis paludicola,"Cobitis paludica (de Buen, 1930)",not in annexspecies
,EUR-CON-BER_Annex III,Cobitis trichonica,"Cobitis trichonica Stephanidis, 1974",not in annexspecies
2321,EUR-CON-BER_Annex III,Misgurnis fossilis,"Misgurnus fossilis (Linnaeus, 1758)",not in annexspecies
,EUR-CON-BER_Annex III,Sabanejewia aurata,"Sabanejewia aurata (De Filippi, 1863)",not in annexspecies
,EUR-CON-BER_Annex III,Siluris glanis,"Siluris glanis Linnaeus, 1758",not in annexspecies
,EUR-CON-BER_Annex III,Aphanius fasciatus,"Aphanius fasciatus (Valenciennes, 1821)",not in annexspecies
,EUR-CON-BER_Annex III,Aphanius iberus,"Aphanius iberus (Valenciennes, 1846)",not in annexspecies
,EUR-CON-BER_Annex III,Syngnathus abaster,"Syngnathus abaster Risso, 1827",not in annexspecies
,EUR-CON-BER_Annex III,Syngnathus nigrolineatus,"Syngnathus nigrolineatus Eichwald, 1831",not in annexspecies
44830,EUR-CON-BER_Annex III,Gasterosteidae,Gasterosteidae,not in annexspecies
,EUR-CON-BER_Annex III,Pungitius hellenicus,"Pungitius hellenicus Stephanidis, 1971",not in annexspecies
,EUR-CON-BER_Annex III,Cottus poecilopus,"Cottus poecilopus Heckel, 1840",not in annexspecies
,EUR-CON-BER_Annex III,Myoxocephalus quadricornis,"Myoxocephalus quadricornis (Linnaeus, 1758)",not in annexspecies
,EUR-CON-BER_Annex III,Epinephelus marginatus (Med.),"Epinephelus marginatus (Lowe, 1834)",not in annexspecies
,EUR-CON-BER_Annex III,Umbrina cirrosa (Med.),"Umbrina cirrosa (Linnaeus, 1758)",not in annexspecies
,EUR-CON-BER_Annex III,Gymnocephalus baloni,"Gymnocephalus baloni Holcík & Hensel, 1974",not in annexspecies
,EUR-CON-BER_Annex III,Gymnocephalus schraetzer,"Gymnocephalus schraetzer (Linnaeus, 1758)",not in annexspecies
,EUR-CON-BER_Annex III,Stizostedion volgense,"Stizostedion volgense (Gmelin, 1789)",not in annexspecies
,EUR-CON-BER_Annex III,Zingel streber,"Zingel streber (Siebold, 1863)",not in annexspecies
,EUR-CON-BER_Annex III,Zingel zingel,"Zingel zingel (Linnaeus, 1766)",not in annexspecies
,EUR-CON-BER_Annex III,Blennius fluviatilis,"Blennius fluviatilis Rafinesque, 1810",not in annexspecies
,EUR-CON-BER_Annex III,Gobius kessleri,"Gobius kessleri Günther, 1861",not in annexspecies
,EUR-CON-BER_Annex III,Gobius nigricans,"Gobius nigricans Canestrini, 1867",not in annexspecies
,EUR-CON-BER_Annex III,Gobius ophiocephalus,"Gobius ophiocephalus Pallas, 1814",not in annexspecies
,EUR-CON-BER_Annex III,Gobius syrman,"Gobius syrman Nordmann, 1840",not in annexspecies
,EUR-CON-BER_Annex III,Padogobius martensi,"Padogobius martensii (Günther, 1861)",not in annexspecies
,EUR-CON-BER_Annex III,Padogobius panizzai,"Padogobius panizzai (Verga, 1841)",not in annexspecies
,EUR-CON-BER_Annex III,Pomatoschistus canestrini,"Pomatoschistus canestrinii (Ninni, 1883)",not in annexspecies
,EUR-CON-BER_Annex III,Proterorhinus marmoratus,"Proterorhinus marmoratus (Pallas, 1814)",not in annexspecies
,EUR-CON-BER_Annex III,Graellsia isabellae,"Graellsia isabellae Don Mariano de la Plaz Graëlls, 1849",not in annexspecies
,EUR-CON-BER_Annex III,Austropotamobius pallipes,"Austropotamobius pallipes (Lereboullet, 1858)",not in annexspecies
,EUR-CON-BER_Annex III,Austropotamobius torrentium,"Austropotamobius torrentium (von Paula Schrank, 1803)",not in annexspecies
,EUR-CON-BER_Annex III,Maja squinado (Med.),"Maja squinado Herbst, 1788",not in annexspecies
,EUR-CON-BER_Annex III,Palinurus elephas (Med.),"Palinurus elephas (Fabricius, 1787)",not in annexspecies
,EUR-CON-BER_Annex III,Scyllarides latus (Med.),"Scyllarides latus (Latreille, 1802)",not in annexspecies
,EUR-CON-BER_Annex III,Margaritifera margaritifera,"Margaritifera margaritifera (Linnaeus, 1758)",not in annexspecies
,EUR-CON-BER_Annex III,Microcondymaea compressa,"Microcondylaea compressa (Menke, 1830)",not in annexspecies
,EUR-CON-BER_Annex III,Unio elongatulus,"Unio elongatulus C.Pfeiffer, 1825",not in annexspecies
,EUR-CON-BER_Annex III,Paracentrotus lividus (Med.),"Paracentrotus lividus (Lamarck, 1816)",not in annexspecies
,EUR-CON-BER_Annex III,Hippospongia communis (Med.),"Hippospongia communis (Lamarck, 1814)",not in annexspecies
,EUR-CON-BER_Annex III,Spongia agaricina (Med.),"Spongia agaricina Pallas, 1766",not in annexspecies
,EUR-CON-BER_Annex III,Spongia officinalis (Med.),"Spongia officinalis Linnaeus, 1759",not in annexspecies
,EUR-CON-BER_Annex III,Spongia zimocca (Med),"Spongia zimocca Schmidt, 1862",not in annexspecies
,UN-CON-BON-Annex I,Trichechus manatus,"Trichechus manatus Linnaeus, 1758",not in annexspecies
,UN-CON-BON-Annex I,Trichechus senegalensis,"Trichechus senegalensis Link, 1795",not in annexspecies
,UN-CON-BON-Annex I,Gorilla beringei,"Gorilla beringei Matschie, 1903",not in annexspecies
,UN-CON-BON-Annex I,Gorilla gorilla,"Gorilla gorilla (Savage, 1847)",not in annexspecies
,UN-CON-BON-Annex I,Pan troglodytes,"Pan troglodytes (Blumenbach, 1775)",not in annexspecies
,UN-CON-BON-Annex I,Tadarida brasiliensis,"Tadarida brasiliensis (I.Geoffroy, 1824)",not in annexspecies
,UN-CON-BON-Annex I,Acinonyx jubatus,"Acinonyx jubatus (Schreber, 1775)",not in annexspecies
,UN-CON-BON-Annex I,Uncia uncia,"Uncia uncia (Schreber, 1775)",not in annexspecies
,UN-CON-BON-Annex I,Ursus arctos isabellinus,"Ursus arctos isabellinus Horsfield, 1826",not in annexspecies
,UN-CON-BON-Annex I,Monachus monachus,"Monachus monachus (Hermann, 1779)",not in annexspecies
,UN-CON-BON-Annex I,Pusa caspica,"Pusa caspica (Gmelin, 1788)",not in annexspecies
,UN-CON-BON-Annex I,Lontra felina,"Lontra felina (Molina, 1782)",not in annexspecies
,UN-CON-BON-Annex I,Lontra provocax,"Lontra provocax (Thomas, 1908)",not in annexspecies
,UN-CON-BON-Annex I,Equus africanus,"Equus africanus Heuglin & Fitzinger, 1866",not in annexspecies
,UN-CON-BON-Annex I,Equus ferus przewalskii,"Equus ferus przewalskii Poliakov, 1881",not in annexspecies
,UN-CON-BON-Annex I,Equus grevyi,"Equus grevyi Oustalet, 1882",not in annexspecies
,UN-CON-BON-Annex I,Camelus bactrianus,"Camelus bactrianus Linnaeus, 1758",not in annexspecies
,UN-CON-BON-Annex I,Vicugna vicugna,"Vicugna vicugna (Molina, 1782)",not in annexspecies
,UN-CON-BON-Annex I,Hippocamelus bisulcus,"Hippocamelus bisulcus (Molina, 1782)",not in annexspecies
,UN-CON-BON-Annex I,Cervus elaphus barbarus,"Cervus elaphus barbarus Bennett, 1833",not in annexspecies
,UN-CON-BON-Annex I,Cervus elaphus yarkandensis,"Cervus elaphus yarkandensis Blanford, 1892",not in annexspecies
,UN-CON-BON-Annex I,Eudorcas rufifrons,"Eudorcas rufifrons (Gray, 1846)",not in annexspecies
,UN-CON-BON-Annex I,Gazella cuvieri,"Gazella cuvieri (Ogilby, 1841)",not in annexspecies
,UN-CON-BON-Annex I,Gazella dorcas,"Gazella dorcas (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex I,Gazella leptoceros,"Gazella leptoceros (F.Cuvier, 1842)",not in annexspecies
,UN-CON-BON-Annex I,Nanger dama,"Nanger dama (Pallas, 1766)",not in annexspecies
,UN-CON-BON-Annex I,Bos grunniens,"Bos grunniens Linnaeus, 1766",not in annexspecies
,UN-CON-BON-Annex I,Bos sauveli,"Bos sauveli Urbain, 1937",not in annexspecies
,UN-CON-BON-Annex I,Addax nasomaculatus,"Addax nasomaculatus (Blainville, 1816)",not in annexspecies
,UN-CON-BON-Annex I,Oryx dammah,"Oryx dammah (Cretzschmar, 1827)",not in annexspecies
,UN-CON-BON-Annex I,Balaena mysticetus,"Balaena mysticetus Linnaeus, 1758",not in annexspecies
,UN-CON-BON-Annex I,Eubalaena japonica,"Eubalaena japonica (Lacépède, 1818)",not in annexspecies
,UN-CON-BON-Annex I,Eubalaena australis,"Eubalaena australis (Desmoulins, 1822)",not in annexspecies
,UN-CON-BON-Annex I,Tursiops truncatus ponticus,"Tursiops truncatus ponticus Barabash-Nikiforov, 1940",not in annexspecies
,UN-CON-BON-Annex I,Orcaella brevirostris,"Orcaella brevirostris (Owen, 1866)",not in annexspecies
,UN-CON-BON-Annex I,Sousa teuszii,"Sousa teuszii (Kükenthal, 1892)",not in annexspecies
,UN-CON-BON-Annex I,Platanista gangetica gangetica,Platanista gangetica gangetica,not in annexspecies
,UN-CON-BON-Annex I,Pontoporia blainvillei,"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)",not in annexspecies
47801,UN-CON-BON-Annex I,Ziphius cavirostris,"Ziphius cavirostris G.Cuvier, 1823",not in annexspecies
,UN-CON-BON-Annex I,Anser cygnoid,"Anser cygnoid (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex I,Chloephaga rubidiceps,"Chloephaga rubidiceps P.L.Sclater, 1861",not in annexspecies
,UN-CON-BON-Annex I,Marmaronetta angustirostris,"Marmaronetta angustirostris (Ménétriés, 1832)",not in annexspecies
,UN-CON-BON-Annex I,Aythya baeri,"Aythya baeri (Radde, 1863)",not in annexspecies
,UN-CON-BON-Annex I,Phoenicoparrus andinus,"Phoenicoparrus andinus (Philippi, 1854)",not in annexspecies
,UN-CON-BON-Annex I,Phoenicoparrus jamesi,"Phoenicoparrus jamesi (P.L.Sclater, 1886)",not in annexspecies
,UN-CON-BON-Annex I,Sarothrura ayresi,"Sarothrura ayresi (Gurney, 1877)",not in annexspecies
,UN-CON-BON-Annex I,Leucogeranus leucogeranus,"Leucogeranus leucogeranus (Pallas, 1773)",not in annexspecies
,UN-CON-BON-Annex I,Antigone vipio,"Antigone vipio (Pallas, 1811)",not in annexspecies
,UN-CON-BON-Annex I,Grus japonensis,"Grus japonensis (Statius Muller, 1776)",not in annexspecies
,UN-CON-BON-Annex I,Grus monacha,"Grus monacha Temminck, 1835",not in annexspecies
,UN-CON-BON-Annex I,Grus nigricollis,"Grus nigricollis Prjevalsky, 1876",not in annexspecies
,UN-CON-BON-Annex I,Chlamydotis undulata,"Chlamydotis undulata (Jacquin, 1784)",not in annexspecies
,UN-CON-BON-Annex I,Spheniscus humboldti,"Spheniscus humboldti Meyen, 1834",not in annexspecies
,UN-CON-BON-Annex I,Diomedea amsterdamensis,"Diomedea amsterdamensis F.Roux, Jouventin, Mougin, Stahl & Weimerskirch, 1983",not in annexspecies
,UN-CON-BON-Annex I,Phoebastria albatrus,"Phoebastria albatrus (Pallas, 1769)",not in annexspecies
,UN-CON-BON-Annex I,Pterodroma atrata,"Pterodroma atrata (Mathews, 1912)",not in annexspecies
,UN-CON-BON-Annex I,Pterodroma sandwichensis,"Pterodroma sandwichensis (Ridgway, 1884)",not in annexspecies
,UN-CON-BON-Annex I,Pterodroma phaeopygia,"Pterodroma phaeopygia (Salvin, 1876)",not in annexspecies
,UN-CON-BON-Annex I,Pterodroma cahow,"Pterodroma cahow (Nichols & Mowbray, 1916)",not in annexspecies
,UN-CON-BON-Annex I,Ardenna creatopus,"Ardenna creatopus (Coues, 1864)",not in annexspecies
,UN-CON-BON-Annex I,Pelecanoides garnotii,"Pelecanoides garnotii (Lesson, 1828)",not in annexspecies
,UN-CON-BON-Annex I,Ciconia boyciana,"Ciconia boyciana Swinhoe, 1873",not in annexspecies
,UN-CON-BON-Annex I,Platalea minor,"Platalea minor Temminck & Schlegel, 1849",not in annexspecies
,UN-CON-BON-Annex I,Geronticus eremita,"Geronticus eremita (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex I,Gorsachius goisagi,"Gorsachius goisagi (Temminck, 1836)",not in annexspecies
,UN-CON-BON-Annex I,Ardeola idae,"Ardeola idae (Hartlaub, 1860)",not in annexspecies
,UN-CON-BON-Annex I,Egretta eulophotes,"Egretta eulophotes (Swinhoe, 1860)",not in annexspecies
,UN-CON-BON-Annex I,Fregata andrewsi,"Fregata andrewsi Mathews, 1914",not in annexspecies
,UN-CON-BON-Annex I,Numenius tahitiensis,"Numenius tahitiensis (Gmelin, 1789)",not in annexspecies
,UN-CON-BON-Annex I,Numenius borealis,"Numenius borealis (J.R.Forster, 1772)",not in annexspecies
,UN-CON-BON-Annex I,Numenius madagascariensis,"Numenius madagascariensis (Linnaeus, 1766)",not in annexspecies
2118,UN-CON-BON-Annex I,Calidris tenuirostris,"Calidris tenuirostris (Horsfield, 1821)",not in annexspecies
,UN-CON-BON-Annex I,Calidris canutus rufa,"Calidris canutus rufa (A.Wilson, 1813)",not in annexspecies
,UN-CON-BON-Annex I,Calidris pygmaea,"Calidris pygmea (Linnaeus, 1758)",not in annexspecies
2115,UN-CON-BON-Annex I,Calidris pusilla,"Calidris pusilla (Linnaeus, 1766)",not in annexspecies
,UN-CON-BON-Annex I,Tringa guttifer,"Tringa guttifer (Nordmann, 1835)",not in annexspecies
,UN-CON-BON-Annex I,Saundersilarus saundersi,"Saundersilarus saundersi (Swinhoe, 1871)",not in annexspecies
,UN-CON-BON-Annex I,Larus relictus,"Larus relictus Lonnberg, 1931",not in annexspecies
,UN-CON-BON-Annex I,Larus leucophthalmus,"Larus leucophthalmus Temminck, 1825",not in annexspecies
,UN-CON-BON-Annex I,Larus audouinii,"Larus audouinii Payraudeau, 1826",not in annexspecies
,UN-CON-BON-Annex I,Larus atlanticus,"Larus atlanticus Olrog, 1958",not in annexspecies
,UN-CON-BON-Annex I,Sternula lorata,"Sternula lorata (Philippi & Landbeck, 1861)",not in annexspecies
,UN-CON-BON-Annex I,Thalasseus bernsteini,"Thalasseus bernsteini (Schlegel, 1863)",not in annexspecies
,UN-CON-BON-Annex I,Synthliboramphus wumizusume,"Synthliboramphus wumizusume (Temminck, 1836)",not in annexspecies
3574,UN-CON-BON-Annex I,Neophron percnopterus,"Neophron percnopterus (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex I,Sarcogyps calvus,"Sarcogyps calvus (Scopoli, 1786)",not in annexspecies
,UN-CON-BON-Annex I,Trigonoceps occipitalis,"Trigonoceps occipitalis (Burchell, 1824)",not in annexspecies
,UN-CON-BON-Annex I,Necrosyrtes monachus,"Necrosyrtes monachus (Temminck, 1823)",not in annexspecies
,UN-CON-BON-Annex I,Gyps bengalensis,"Gyps bengalensis (Gmelin, 1788)",not in annexspecies
,UN-CON-BON-Annex I,Gyps africanus,"Gyps africanus Salvadori, 1865",not in annexspecies
,UN-CON-BON-Annex I,Gyps indicus,"Gyps indicus (Scopoli, 1786)",not in annexspecies
,UN-CON-BON-Annex I,Gyps tenuirostris,"Gyps tenuirostris G.R.Gray, 1844",not in annexspecies
,UN-CON-BON-Annex I,Gyps coprotheres,"Gyps coprotheres (J.R.Forster, 1798)",not in annexspecies
,UN-CON-BON-Annex I,Gyps rueppelli,"Gyps rueppellii (A.E.Brehm, 1852)",not in annexspecies
,UN-CON-BON-Annex I,Torgos tracheliotos,"Torgos tracheliotos (Forster & JR, 1796)",not in annexspecies
3480,UN-CON-BON-Annex I,Aquila nipalensis,"Aquila nipalensis Hodgson, 1833",not in annexspecies
,UN-CON-BON-Annex I,Aquila adalberti,"Aquila adalberti C.L.Brehm, 1861",not in annexspecies
,UN-CON-BON-Annex I,Aquila heliaca,"Aquila heliaca Savigny, 1809",not in annexspecies
,UN-CON-BON-Annex I,Haliaeetus pelagicus,"Haliaeetus pelagicus (Pallas, 1811)",not in annexspecies
3630,UN-CON-BON-Annex I,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",not in annexspecies
2085,UN-CON-BON-Annex I,Falco vespertinus,"Falco vespertinus Linnaeus, 1766",not in annexspecies
,UN-CON-BON-Annex I,Falco cherrug,"Falco cherrug J.E.Gray, 1834",not in annexspecies
,UN-CON-BON-Annex I,Brotogeris pyrrhoptera,"Brotogeris pyrrhoptera (Latham, 1802)",not in annexspecies
,UN-CON-BON-Annex I,Alectrurus tricolor,"Alectrurus tricolor (Vieillot, 1816)",not in annexspecies
,UN-CON-BON-Annex I,Alectrurus risora,"Alectrurus risora (Vieillot, 1824)",not in annexspecies
,UN-CON-BON-Annex I,Acrocephalus sorghophilus,"Acrocephalus sorghophilus (Swinhoe, 1863)",not in annexspecies
,UN-CON-BON-Annex I,Acrocephalus griseldis,"Acrocephalus griseldis (Hartlaub, 1891)",not in annexspecies
,UN-CON-BON-Annex I,Hirundo atrocaerulea,"Hirundo atrocaerulea Sundevall, 1850",not in annexspecies
,UN-CON-BON-Annex I,Geokichla guttata,"Geokichla guttata (Vigors, 1831)",not in annexspecies
,UN-CON-BON-Annex I,Serinus syriacus,"Serinus syriacus Bonaparte, 1850",not in annexspecies
2838,UN-CON-BON-Annex I,Emberiza aureola,"Emberiza aureola Pallas, 1773",not in annexspecies
,UN-CON-BON-Annex I,Xanthopsar flavus,"Xanthopsar flavus (Gmelin, 1788)",not in annexspecies
,UN-CON-BON-Annex I,Setophaga kirtlandii,"Setophaga kirtlandii (S.F.Baird, 1852)",not in annexspecies
,UN-CON-BON-Annex I,Setophaga cerulea,"Setophaga cerulea (A.Wilson, 1810)",not in annexspecies
,UN-CON-BON-Annex I,Sporophila hypochroma,"Sporophila hypochroma Todd, 1915",not in annexspecies
,UN-CON-BON-Annex I,Sporophila cinnamomea,"Sporophila cinnamomea (Lafresnaye, 1839)",not in annexspecies
,UN-CON-BON-Annex I,Sporophila palustris,"Sporophila palustris (W.B.Barrows, 1883)",not in annexspecies
,UN-CON-BON-Annex I,Podocnemis expansa,"Podocnemis expansa (Schweigger, 1812)",not in annexspecies
,UN-CON-BON-Annex I,Gavialis gangeticus,"Gavialis gangeticus (Gmelin, 1789)",not in annexspecies
,UN-CON-BON-Annex I,Rhincodon typus,"Rhincodon typus Smith, 1828",not in annexspecies
,UN-CON-BON-Annex I,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",not in annexspecies
49445,UN-CON-BON-Annex I,Squatina squatina,"Squatina squatina (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex I,Rhinobatos rhinobatos,"Rhinobatos rhinobatos (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex I,Anoxypristis cuspidata,"Anoxypristis cuspidata (Latham, 1794)",not in annexspecies
,UN-CON-BON-Annex I,Pristis clavata,"Pristis clavata Garman, 1906",not in annexspecies
,UN-CON-BON-Annex I,Pristis pectinata,"Pristis pectinata Latham, 1794",not in annexspecies
,UN-CON-BON-Annex I,Pristis zijsron,"Pristis zijsron Bleeker, 1851",not in annexspecies
,UN-CON-BON-Annex I,Pristis pristis,"Pristis pristis (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex I,Manta alfredi,"Manta alfredi (Krefft, 1868)",not in annexspecies
,UN-CON-BON-Annex I,Manta birostris,"Manta birostris (Donndorff, 1798)",not in annexspecies
,UN-CON-BON-Annex I,Mobula mobular,"Mobula mobular (Bonnaterre, 1788)",not in annexspecies
,UN-CON-BON-Annex I,Mobula japanica,"Mobula japanica (Müller & Henle, 1841)",not in annexspecies
,UN-CON-BON-Annex I,Mobula thurstoni,"Mobula thurstoni (Lloyd, 1908)",not in annexspecies
,UN-CON-BON-Annex I,Mobula tarapacana,"Mobula tarapacana (Philippi, 1892)",not in annexspecies
,UN-CON-BON-Annex I,Mobula eregoodootenkee,"Mobula eregoodootenkee (Bleeker, 1859)",not in annexspecies
,UN-CON-BON-Annex I,Mobula kuhlii,"Mobula kuhlii (Müller & Henle, 1841)",not in annexspecies
,UN-CON-BON-Annex I,Mobula hypostoma,"Mobula hypostoma (Bancroft, 1831)",not in annexspecies
,UN-CON-BON-Annex I,Mobula rochebrunei,"Mobula rochebrunei (Vaillant, 1879)",not in annexspecies
,UN-CON-BON-Annex I,Mobula munkiana,"Mobula munkiana Notarbartolo-di-Sciara, 1987",not in annexspecies
,UN-CON-BON-Annex I,Pangasianodon gigas,"Pangasianodon gigas Chevey, 1931",not in annexspecies
,UN-CON-BON-Annex II,Loxodonta africana,"Loxodonta africana (Blumenbach, 1797)",not in annexspecies
,UN-CON-BON-Annex II,Loxodonta cyclotis,"Loxodonta cyclotis (Matschie, 1900)",not in annexspecies
,UN-CON-BON-Annex II,Dugong dugon,"Dugong dugon (Müller, 1776)",not in annexspecies
,UN-CON-BON-Annex II,Trichechus inunguis,"Trichechus inunguis (Natterer, 1883)",not in annexspecies
,UN-CON-BON-Annex II,Trichechus manatus,"Trichechus manatus Linnaeus, 1758",not in annexspecies
,UN-CON-BON-Annex II,Trichechus senegalensis,"Trichechus senegalensis Link, 1795",not in annexspecies
,UN-CON-BON-Annex II,Pan troglodytes,"Pan troglodytes (Blumenbach, 1775)",not in annexspecies
,UN-CON-BON-Annex II,Eidolon helvum,"Eidolon helvum (Kerr, 1792)",not in annexspecies
44170,UN-CON-BON-Annex II,Rhinolophidae spp.,Rhinolophidae,not in annexspecies
,UN-CON-BON-Annex II,Otomops madagascariensis,"Otomops madagascariensis Dorst, 1953",not in annexspecies
,UN-CON-BON-Annex II,Otomops martiensseni,"Otomops martiensseni (Matschie, 1897)",not in annexspecies
,UN-CON-BON-Annex II,Tadarida insignis,"Tadarida insignis (Blyth, 1862)",not in annexspecies
,UN-CON-BON-Annex II,Tadarida latouchei,"Tadarida latouchei Thomas, 1920",not in annexspecies
,UN-CON-BON-Annex II,Tadarida teniotis,"Tadarida teniotis (Rafinesque, 1814)",not in annexspecies
44171,UN-CON-BON-Annex II,Vespertilionidae spp.,Vespertilionidae,not in annexspecies
,UN-CON-BON-Annex II,Lasiurus blossevillii,"Lasiurus blossevillii (Lesson & Garnot, 1826)",not in annexspecies
,UN-CON-BON-Annex II,Lasiurus borealis,"Lasiurus borealis (Müller, 1776)",not in annexspecies
,UN-CON-BON-Annex II,Lasiurus cinereus,"Lasiurus cinereus (Palisot de Beauvois, 1796)",not in annexspecies
,UN-CON-BON-Annex II,Lasiurus ega,"Lasiurus ega (Gervais, 1856)",not in annexspecies
,UN-CON-BON-Annex II,Miniopterus majori,"Miniopterus majori Thomas, 1906",not in annexspecies
,UN-CON-BON-Annex II,Miniopterus natalensis,"Miniopterus natalensis (A.Smith, 1833)",not in annexspecies
,UN-CON-BON-Annex II,Miniopterus schreibersii,"Miniopterus schreibersii (Kuhl, 1817)",not in annexspecies
,UN-CON-BON-Annex II,Panthera leo,"Panthera leo (Linnaeus, 1758)",not in annexspecies
49914,UN-CON-BON-Annex II,Panthera pardus,"Panthera pardus (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex II,Lycaon pictus,"Lycaon pictus (Temminck, 1820)",not in annexspecies
,UN-CON-BON-Annex II,Ursus maritimus,"Ursus maritimus Phipps, 1774",not in annexspecies
,UN-CON-BON-Annex II,Arctocephalus australis,"Arctocephalus australis (Zimmermann, 1783)",not in annexspecies
,UN-CON-BON-Annex II,Otaria flavescens,"Otaria flavescens (Shaw, 1800)",not in annexspecies
,UN-CON-BON-Annex II,Monachus monachus,"Monachus monachus (Hermann, 1779)",not in annexspecies
,UN-CON-BON-Annex II,Pusa caspica,"Pusa caspica (Gmelin, 1788)",not in annexspecies
,UN-CON-BON-Annex II,Equus hemionus,"Equus hemionus Pallas, 1775",not in annexspecies
,UN-CON-BON-Annex II,Equus kiang,"Equus kiang Moorcroft, 1841",not in annexspecies
,UN-CON-BON-Annex II,Vicugna vicugna,"Vicugna vicugna (Molina, 1782)",not in annexspecies
,UN-CON-BON-Annex II,Cervus elaphus yarkandensis,"Cervus elaphus yarkandensis Blanford, 1892",not in annexspecies
,UN-CON-BON-Annex II,Giraffa camelopardalis,"Giraffa camelopardalis (Linnaeus, 1758)",not in annexspecies
,UN-CON-BON-Annex II,Gazella erlangeri,"Gazella erlangeri Neumann, 1906",not in annexspecies
,UN-CON-BON-Annex II,Gazella gazella,"Gazella gazella (Pallas, 1766)",not in annexspecies
,UN-CON-BON-Annex II,Gazella subgutturosa,"Gazella subgutturosa (Güldenstaedt, 1780)",not in annexspecies
