annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
hab_2,Bryhnia novae-angliae (Sull & Lesq.) Grout,"Bryhnia novae-angliae Grout, 1898",not in annexspecies
hab_2,Bryoerythrophyllum campylocarpum (C. MÃ¼ll.) Crum. (Bryoerythrophyllum machadoanum (Sergio) M.O. Hill),"Bryoerythrophyllum campylocarpum H.Crum, 1957",not in annexspecies
hab_2,Buxbaumia viridis (Moug.) Moug. & Nestl.,"Buxbaumia viridis Mougeot & Nestler, 1823",not in annexspecies
hab_2,Cephalozia macounii (Aust.) Aust.,Cephalozia macounii (Austin) Austin,not in annexspecies
hab_2,Cynodontium suecicum (H. Arn. & C. Jens.) I. Hag.,"Cynodontium suecicum I.Hagen, 1899",not in annexspecies
hab_2,Dichelyma capillaceum (Dicks) Myr.,"Dichelyma capillaceum Myrin, 1833",not in annexspecies
hab_2,Dicranum viride (Sull. & Lesq.) Lindb.,"Dicranum viride Lindberg, 1863",not in annexspecies
hab_2,Distichophyllum carinatum Dix. & Nich.,"Distichophyllum carinatum Dixon & W.E.Nicholson, 1909",not in annexspecies
hab_2,Drepanocladus (Hamatocaulis) vernicosus (Mitt.) Warnst.,Drepanocladus vernicosus (Mitt.) Warnst.,not in annexspecies
hab_2,Encalypta mutica (I. Hagen),"Encalypta mutica I.Hagen, 1899",not in annexspecies
hab_2,Hamatocaulis lapponicus (Norrl.) HedenÃ¤s,"Hamatocaulis lapponicus Hedenäs, 1989",not in annexspecies
hab_2,Hygrohypnum montanum (Lindb.) Broth.,"Hygrohypnum montanum Brotherus, 1908",not in annexspecies
hab_2,Jungermannia handelii (Schiffn.) Amak.,Jungermannia handelii (Schiffner) Amak.,not in annexspecies
hab_2,Mannia triandra (Scop.) Grolle,Mannia triandra (Scop.) Grolle,not in annexspecies
hab_2,Marsupella profunda Lindb.,Marsupella profunda Lindb.,not in annexspecies
hab_2,Meesia longiseta Hedw.,"Meesia longiseta Hedwig, 1801",not in annexspecies
hab_2,Ochyraea tatrensis Vana,"Ochyraea tatrensis Vána, 1986",not in annexspecies
hab_2,Orthothecium lapponicum (Schimp.) C. Hartm.,"Orthothecium lapponicum C.Hartman, 1871",not in annexspecies
hab_2,Orthotrichum rogeri Brid.,"Orthotrichum rogeri Bridel, 1812",not in annexspecies
hab_2,Petalophyllum ralfsii (Wils.) Nees & Gott.,Petalophyllum ralfsii (Wilson) Nees & Gottsche,not in annexspecies
hab_2,Plagiomnium drummondii (Bruch & Schimp.) T. Kop.,"Plagiomnium drummondii T.Koponen, 1968",not in annexspecies
hab_2,Riccia breidleri Jur.,Riccia breidleri Jur.,not in annexspecies
hab_2,Riella helicophylla (Bory & Mont.) Mont.,Riella helicophylla (Bory & Mont.) Mont.,not in annexspecies
hab_2,Sphagnum pylaisii Brid.,Sphagnum pylaisii Brid.,not in annexspecies
hab_2,Tayloria rudolphiana (Garov) B. & S.,"Tayloria rudolphiana Bruch & W.P.Schimper, 1845",not in annexspecies
hab_2,Tortella rigens (N. Alberts),"Tortella rigens Albertson, 1946",not in annexspecies
hab_2,Polystichum drepanum (Sw.) C. Presl.,Polystichum drepanum (Sw.) C.Presl,not in annexspecies
hab_2,Isoetes azorica Durieu & Paiva ex Milde,Isoetes azorica Durieu ex Milde,not in annexspecies
hab_2,Marsilea azorica Launert & Paiva,Marsilea azorica Launert & J.Paiva,not in annexspecies
hab_2,Caralluma burchardii N. E. Brown,Caralluma burchardii N.E.Br.,not in annexspecies
hab_2,Ceropegia chrysantha Svent.,Ceropegia chrysantha Svent.,not in annexspecies
hab_2,Echium candicans L. fil.,Echium candicans L.f.,not in annexspecies
hab_2,Echium gentianoides Webb & Coincy,Echium gentianoides Webb ex Coincy,not in annexspecies
hab_2,Myosotis azorica H.C. Watson,Myosotis azorica H.C.Watson,not in annexspecies
hab_2,Myosotis maritima Hochst. in Seub.,Myosotis maritima Hochst.,not in annexspecies
hab_2,Azorina vidalii (H.C. Watson) Feer,Azorina vidalii Feer,not in annexspecies
hab_2,Musschia wollastonii Lowe,Musschia wollastonii Lowe,not in annexspecies
hab_2,Sambucus palmensis Link,Sambucus palmensis Link,not in annexspecies
hab_2,Spergularia azorica (Kindb.) Lebel,Spergularia azorica Lebel,not in annexspecies
hab_2,Maytenus umbellata (R. Br.) Mabb.,Maytenus umbellata (R.Br.) D.J.Mabberley,not in annexspecies
hab_2,Beta patula Ait.,Beta patula Soland. ex Ait.,not in annexspecies
hab_2,Cistus chinamadensis Banares & Romero,Cistus chinamadensis Bañares & P.Romero,not in annexspecies
hab_2,Helianthemum bystropogophyllum Svent.,Helianthemum bystropogophyllum Svent.,not in annexspecies
hab_2,Andryala crithmifolia Ait.,Andryala crithmifolia Ait.,not in annexspecies
hab_2,Argyranthemum lidii Humphries,Argyranthemum lidii Humphries,not in annexspecies
hab_2,Argyranthemum thalassophylum (Svent.) Hump.,Argyranthemum thalassophilum (Svent.) Humphries,not in annexspecies
hab_2,Argyranthemum winterii (Svent.) Humphries,Argyranthemum winteri (Svent.) Humphries,not in annexspecies
hab_2,Atractylis arbuscula Svent. & Michaelis,Atractylis arbuscula Svent. & Michaelis,not in annexspecies
hab_2,Calendula maderensis DC.,Calendula maderensis DC.,not in annexspecies
hab_2,Cheirolophus duranii (Burchard) Holub,Cheirolophus duranii (Burchard) Holub,not in annexspecies
hab_2,Cheirolophus ghomerytus (Svent.) Holub,Cheirolophus ghomerythus (Svent.) Holub,not in annexspecies
hab_2,Cheirolophus junonianus (Svent.) Holub,Cheirolophus junonianus (Svent.) Holub,not in annexspecies
hab_2,Cheirolophus massonianus (Lowe) Hansen & Sund.,Cheirolophus massonianus (Lowe) A.Hansen & Sunding,not in annexspecies
hab_2,Cirsium latifolium Lowe,Cirsium latifolium Lowe,not in annexspecies
hab_2,Helichrysum gossypinum Webb,Helichrysum gossypinum Webb,not in annexspecies
hab_2,Helichrysum monogynum Burtt & Sund.,Helichrysum monogynum B.L.Burtt & Sunding,not in annexspecies
hab_2,Lactuca watsoniana Trel.,Lactuca watsoniana Trel.,not in annexspecies
hab_2,Onopordum nogalesii Svent.,Onopordum nogalesii Svent.,not in annexspecies
hab_2,Pericallis hadrosoma (Svent.) B. Nord.,Pericallis hadrosoma (Svent.) B.Nord.,not in annexspecies
hab_2,Phagnalon benettii Lowe,Phagnalon bennettii Lowe,not in annexspecies
hab_2,Stemmacantha cynaroides (Chr. Son. in Buch) Ditt,Stemmacantha cynaroides (C.Smith) M.Dittrich,not in annexspecies
hab_2,Sventenia bupleuroides Font Quer,Sventenia bupleuroides Font Quer,not in annexspecies
hab_2,Convolvulus caput-medusae Lowe,Convolvulus caput-medusae Lowe,not in annexspecies
hab_2,Convolvulus lopez-socasii Svent.,Convolvulus lopezsocasii Svent.,not in annexspecies
hab_2,Convolvulus massonii A. Dietr.,Convolvulus massonii A.Dietr.,not in annexspecies
hab_2,Aeonium saundersii Bolle,Aeonium saundersii Bolle,not in annexspecies
hab_2,Aichryson dumosum (Lowe) Praeg.,Aichryson dumosum (Lowe) Praeger,not in annexspecies
hab_2,Monanthes wildpretii Banares & Scholz,Monanthes wildpretii Bañares & S.Scholz,not in annexspecies
hab_2,Sedum brissemoretii Raymond-Hamet,Sedum brissemoretii Raym.-Hamet,not in annexspecies
hab_2,Crambe arborea Webb ex Christ,Crambe arborea Webb ex Christ,not in annexspecies
hab_2,Crambe laevigata DC. ex Christ,Crambe laevigata DC. ex Christ,not in annexspecies
hab_2,Crambe sventenii R. Petters ex Bramwell & Sund.,Crambe sventenii Pettersson ex Bramwell & Sunding,not in annexspecies
hab_2,Parolinia schizogynoides Svent.,Parolinia schizogynoides Svent.,not in annexspecies
hab_2,Sinapidendron rupestre (Ait.) Lowe,Sinapidendron rupestre Lowe,not in annexspecies
hab_2,Carex malato-belizii Raymond,Carex malato-belizii Raymond,not in annexspecies
hab_2,Scabiosa nitens Roemer & J.A. Schultes,Scabiosa nitens Roem. & Schult.,not in annexspecies
hab_2,Erica scoparia L. subsp. azorica (Hochst.) D.A. Webb,Erica scoparia subsp. azorica (Hochst. ex Seub.) D.A.Webb,not in annexspecies
hab_2,Euphorbia handiensis Burchard,Euphorbia handiensis Burchard,not in annexspecies
hab_2,Euphorbia lambii Svent.,Euphorbia lambii Svent.,not in annexspecies
hab_2,Euphorbia stygiana H.C. Watson,Euphorbia stygiana H.C.Watson,not in annexspecies
hab_2,Geranium maderense P.F. Yeo,Geranium maderense Yeo,not in annexspecies
hab_2,Deschampsia maderensis (Haeck. & Born.) Buschm.,Deschampsia maderensis (Hack. & Bornm.) Buschm.,not in annexspecies
hab_2,Phalaris maderensis (Menezes) Menezes,Phalaris maderensis Menezes,not in annexspecies
hab_2,Globularia ascanii D. Bramwell & Kunkel,Globularia ascanii Bramwell & G.Kunkel,not in annexspecies
hab_2,Globularia sarcophylla Svent.,Globularia sarcophylla Svent.,not in annexspecies
hab_2,Sideritis cystosiphon Svent.,Sideritis cystosiphon Svent.,not in annexspecies
hab_2,Sideritis discolor (Webb ex de Noe) Bolle,Sideritis discolor Willd. ex Bolle,not in annexspecies
hab_2,Sideritis infernalis Bolle,Sideritis infernalis Bolle,not in annexspecies
hab_2,Sideritis marmorea Bolle,Sideritis marmorea Bolle,not in annexspecies
hab_2,Anagyris latifolia Brouss. ex. Willd.,Anagyris latifolia Brouss. ex Willd.,not in annexspecies
hab_2,Anthyllis lemanniana Lowe,Anthyllis lemanniana Lowe,not in annexspecies
hab_2,Dorycnium spectabile Webb & Berthel,Dorycnium spectabile Webb & Berthel.,not in annexspecies
hab_2,Lotus azoricus P.W. Ball,Lotus azoricus P.W.Ball,not in annexspecies
hab_2,Lotus callis-viridis D. Bramwell & D. H. Davis,Lotus callis-viridis Bramwell & D.H.Davis,not in annexspecies
hab_2,Lotus kunkelii (E. Chueca) D. Bramwell & al.,Lotus kunkelii (Esteve) Bramwell & D.H.Davis,not in annexspecies
hab_2,Teline rosmarinifolia Webb & Berthel.,Teline rosmarinifolia Webb & Berthel.,not in annexspecies
hab_2,Teline salsoloides Arco & Acebes.,Teline salsoloides Arco & Acebes,not in annexspecies
hab_2,Vicia dennesiana H.C. Watson,Vicia dennesiana H.C.Watson,not in annexspecies
hab_2,Androcymbium psammophilum Svent.,Androcymbium psammophilum Svent.,not in annexspecies
hab_2,Semele maderensis Costa,Semele maderensis J.G.Costa,not in annexspecies
hab_2,Arceuthobium azoricum Wiens & Hawksw.,Arceuthobium azoricum Wiens & Hawksw.,not in annexspecies
hab_2,Myrica rivas-martinezii Santos.,Myrica rivas-martinezii A.Santos,not in annexspecies
hab_2,Jasminum azoricum L.,Jasminum azoricum L.,not in annexspecies
hab_2,Picconia azorica (Tutin) Knobl.,Picconia azorica (Tutin) Knobl.,not in annexspecies
hab_2,Goodyera macrophylla Lowe,Goodyera macrophylla Lowe,not in annexspecies
hab_2,Pittosporum coriaceum Dryand. ex. Ait.,Pittosporum coriaceum Dryand. ex Ait.,not in annexspecies
hab_2,Plantago malato-belizii Lawalree,Plantago malato-belizii Lawalrée,not in annexspecies
hab_2,Limonium arborescens (Brouss.) Kuntze,Limonium arborescens (Brouss.) O.Kuntze,not in annexspecies
hab_2,Limonium dendroides Svent.,Limonium dendroides Svent.,not in annexspecies
hab_2,Limonium spectabile (Svent.) Kunkel & Sunding,Limonium spectabile (Svent.) G.Kunkel & Sunding,not in annexspecies
hab_2,Limonium sventenii Santos & FernÃ¡ndez GalvÃ¡n,Limonium sventenii A.Santos & M.Fernández,not in annexspecies
hab_2,Rumex azoricus Rech. fil.,Rumex azoricus Rech.f.,not in annexspecies
hab_2,Frangula azorica Tutin,Frangula azorica Tutin,not in annexspecies
hab_2,Bencomia brachystachya Svent.,Bencomia brachystachya Svent.,not in annexspecies
hab_2,Bencomia sphaerocarpa Svent.,Bencomia sphaerocarpa Svent.,not in annexspecies
hab_2,Chamaemeles coriacea Lindl.,Chamaemeles coriacea Lindl.,not in annexspecies
hab_2,Dendriopoterium pulidoi Svent.,Dendriopoterium pulidoi Svent.,not in annexspecies
hab_2,Marcetella maderensis (Born.) Svent.,Marcetella maderensis (Bornm.) Svent.,not in annexspecies
hab_2,Prunus lusitanica L. subsp. azorica (Mouillef.) Franco,Prunus lusitanica subsp. azorica (Mouillefert) Franco,not in annexspecies
hab_2,Sorbus maderensis (Lowe) Dode,Sorbus maderensis (Lowe) Dode,not in annexspecies
hab_2,Kunkeliella subsucculenta Kammer,Kunkeliella subsucculenta Kammer,not in annexspecies
hab_2,Euphrasia azorica H.C. Watson,Euphrasia azorica H.C.Watson,not in annexspecies
hab_2,Euphrasia grandiflora Hochst. in Seub.,Euphrasia grandiflora Hochst.,not in annexspecies
hab_2,Isoplexis chalcantha Svent. & Oâ€™Shanahan,Isoplexis chalcantha Svent. & O'Shanahan,not in annexspecies
hab_2,Isoplexis isabelliana (Webb & Berthel.) Masferrer,Isoplexis isabelliana (Webb) Masf.,not in annexspecies
hab_2,Odontites holliana (Lowe) Benth.,Odontites hollianus Benth.,not in annexspecies
hab_2,Sibthorpia peregrina L.,Sibthorpia peregrina L.,not in annexspecies
hab_2,Solanum lidii Sunding,Solanum lidii Sunding,not in annexspecies
hab_2,Ammi trifoliatum (H.C. Watson) Trelease,Ammi trifoliatum Trel.,not in annexspecies
hab_2,Bupleurum handiense (Bolle) Kunkel,Bupleurum handiense (Bolle) G.Kunkel,not in annexspecies
hab_2,Chaerophyllum azoricum Trelease,Chaerophyllum azoricum Trel.,not in annexspecies
hab_2,Ferula latipinna Santos,Ferula latipinna A.Santos,not in annexspecies
hab_2,Melanoselinum decipiens (Schrader & Wendl.) Hoffm.,Melanoselinum decipiens (Schrader & Wendl.) Hoffm.,not in annexspecies
hab_2,Monizia edulis Lowe,Monizia edulis Lowe,not in annexspecies
hab_2,Oenanthe divaricata (R. Br.) Mabb.,Oenanthe divaricata (R.Br.) D.J.Mabberley,not in annexspecies
hab_2,Sanicula azorica Guthnick ex Seub.,Sanicula azorica Guthnick ex Seub.,not in annexspecies
hab_2,Viola paradoxa Lowe,Viola paradoxa Lowe,not in annexspecies
hab_2,Echinodium spinosum (Mitt.) Jur.,"Echinodium spinosum Juratzka, 1866",not in annexspecies
hab_2,Thamnobryum fernandesii Sergio (o).,Thamnobryum fernandesii Sérgio,not in annexspecies
hab_4,Erinaceus algirus,"Erinaceus algirus Lereboullet, 1842",not in annexspecies
hab_4,Crocidura canariensis,"Crocidura canariensis Hutterer, Lopez-Jurado & Vogel, 1987",not in annexspecies
hab_4,Crocidura sicula,"Crocidura sicula Miller, 1900",not in annexspecies
hab_4,Galemys pyrenaicus,"Galemys pyrenaicus (É.Geoffroy Saint-Hilaire, 1811)",not in annexspecies
hab_4,Rousettus aegyptiacus,"Rousettus aegyptiacus (E.Geoffroy, 1810)",not in annexspecies
hab_4,Marmota marmota latirostris,"Marmota marmota latirostris Kratochvil, 1961",not in annexspecies
hab_4,Pteromys volans (Sciuropterus russicus),"Sciuropterus russicus (Tiedemann, 1808)",not in annexspecies
hab_4,Spermophilus citellus (Citellus citellus),"Spermophilus citellus (Linnaeus, 1766)",not in annexspecies
hab_4,Spermophilus suslicus (Citellus suslicus),"Spermophilus suslicus (Güldenstaedt, 1770)",not in annexspecies
hab_4,Sciurus anomalus,"Sciurus anomalus Gmelin, 1778",not in annexspecies
hab_4,"Castor fiber (except the Estonian, Latvian, Lithuanian, Polish, Finnish and Swedish populations)","Castor fiber Linnaeus, 1758",not in annexspecies
hab_4,Mesocricetus newtoni,"Mesocricetus newtoni (Nehring, 1898)",not in annexspecies
hab_4,Dinaromys bogdanovi,"Dinaromys bogdanovi (Martino, 1922)",not in annexspecies
hab_4,Microtus cabrerae,"Microtus cabrerae Thomas, 1906",not in annexspecies
hab_4,Microtus oeconomus arenicola,"Microtus oeconomus arenicola (de Sélys-Longchamps, 1841)",not in annexspecies
hab_4,Microtus oeconomus mehelyi,"Microtus oeconomus mehelyi Ehik, 1928",not in annexspecies
hab_4,Microtus tatricus,"Microtus tatricus Kratochvíl, 1952",not in annexspecies
hab_4,Sicista betulina,"Sicista betulina (Pallas, 1779)",not in annexspecies
hab_4,Sicista subtilis,"Sicista subtilis (Pallas, 1773)",not in annexspecies
hab_4,Hystrix cristata,"Hystrix cristata Linnaeus, 1758",not in annexspecies
hab_4,Alopex lagopus,"Alopex lagopus (Linnaeus, 1758)",not in annexspecies
hab_4,"Canis lupus (except the Greek populations north of the 39th parallel; Estonian populations, Spanish populations north of the Duero; Bulgarian, Latvian, Lithuanian, Polish, Slovak populations and Finnish populations within the reindeer management area as defined in paragraph 2 of the Finnish Act No 848/90 of 14 September 1990 on reindeer management)","Canis lupus Linnaeus, 1758",not in annexspecies
hab_4,Ursus arctos,"Ursus arctos Linnaeus, 1758",not in annexspecies
hab_4,Mustela eversmanii,"Mustela eversmanii Lesson, 1827",not in annexspecies
hab_4,Mustela lutreola,"Mustela lutreola (Linnaeus, 1761)",not in annexspecies
hab_4,Vormela peregusna,"Vormela peregusna (Güldenstädt, 1770)",not in annexspecies
hab_4,Felis silvestris,"Felis silvestris Schreber, 1777",not in annexspecies
hab_4,Lynx lynx (except the Estonian population),"Lynx lynx (Linnaeus, 1758)",not in annexspecies
hab_4,Lynx pardinus,"Lynx pardinus (Temminck, 1827)",not in annexspecies
hab_4,Monachus monachus,"Monachus monachus (Hermann, 1779)",not in annexspecies
hab_4,Phoca hispida saimensis,"Phoca hispida saimensis Nordquist, 1899",not in annexspecies
hab_4,Cervus elaphus corsicanus,"Cervus elaphus corsicanus Erxleben, 1777",not in annexspecies
hab_4,Bison bonasus,"Bison bonasus (Linnaeus, 1758)",not in annexspecies
hab_4,Capra aegagrus (natural populations),"Capra aegagrus Erxleben, 1777",not in annexspecies
hab_4,Capra pyrenaica pyrenaica,Capra pyrenaica pyrenaica,not in annexspecies
hab_4,Ovis gmelini musimon (Ovis ammon musimon) (natural populations â€“ Corsica and Sardinia),"Ovis gmelinii musimon (Pallas, 1811)",not in annexspecies
hab_4,Ovis orientalis ophion (Ovis gmelini ophion),"Ovis orientalis ophion Blyth, 1841",not in annexspecies
hab_4,Rupicapra pyrenaica ornata (Rupicapra rupicapra ornata),"Rupicapra pyrenaica ornata Neumann, 1899",not in annexspecies
hab_4,Rupicapra rupicapra balcanica,"Rupicapra rupicapra balcanica Bolkay, 1925",not in annexspecies
hab_4,Rupicapra rupicapra tatrica,"Rupicapra rupicapra tatrica Blahout, 1971",not in annexspecies
hab_4,Testudo graeca,"Testudo graeca Linnaeus, 1758",not in annexspecies
hab_4,Testudo hermanni,"Testudo hermanni Gmelin, 1789",not in annexspecies
hab_4,Testudo marginata,"Testudo marginata Schoepff, 1792",not in annexspecies
hab_4,Caretta caretta,"Caretta caretta (Linnaeus, 1758)",not in annexspecies
hab_4,Chelonia mydas,"Chelonia mydas (Linnaeus, 1758)",not in annexspecies
hab_4,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",not in annexspecies
hab_4,Eretmochelys imbricata,"Eretmochelys imbricata (Linnaeus, 1766)",not in annexspecies
hab_4,Dermochelys coriacea,"Dermochelys coriacea (Vandelli, 1761)",not in annexspecies
hab_4,Emys orbicularis,"Emys orbicularis (Linnaeus, 1758)",not in annexspecies
hab_4,Mauremys caspica,"Mauremys caspica (Gmelin, 1774)",not in annexspecies
hab_4,Mauremys leprosa,"Mauremys leprosa (Schweigger, 1812)",not in annexspecies
hab_4,Algyroides fitzingeri,"Algyroides fitzingeri (Wiegmann, 1834)",not in annexspecies
hab_4,Algyroides marchi,"Algyroides marchi Valverde, 1958",not in annexspecies
hab_4,Algyroides moreoticus,"Algyroides moreoticus Bibron & Bory, 1833",not in annexspecies
hab_4,Algyroides nigropunctatus,"Algyroides nigropunctatus (Duméril & Bibron, 1839)",not in annexspecies
hab_4,Dalmatolacerta oxycephala,"Dalmatolacerta oxycephala (Schlegel, 1839)",not in annexspecies
hab_4,Dinarolacerta mosorensis,"Dinarolacerta mosorensis (Kolombatovic, 1886)",not in annexspecies
hab_4,Gallotia atlantica,"Gallotia atlantica (Peters & Doria, 1882)",not in annexspecies
hab_4,Gallotia galloti,"Gallotia galloti (Oudart, 1839)",not in annexspecies
hab_4,Gallotia galloti insulanagae,"Gallotia galloti insulanagae Martin, 1985",not in annexspecies
hab_4,Gallotia simonyi,"Gallotia simonyi (Steindachner, 1889)",not in annexspecies
hab_4,Gallotia stehlini,"Gallotia stehlini (Schenkel, 1901)",not in annexspecies
hab_4,Lacerta agilis,"Lacerta agilis Linnaeus, 1758",not in annexspecies
hab_4,Lacerta bedriagae,"Lacerta bedriagae Camerano, 1885",not in annexspecies
hab_4,Lacerta danfordi,"Lacerta danfordi Sindaco & Jeremcenko, 2008",not in annexspecies
hab_4,Lacerta dugesi,"Lacerta dugesii Duméril & Bibron, 1839",not in annexspecies
hab_4,Lacerta graeca,"Lacerta graeca Bedriaga, 1886",not in annexspecies
hab_4,Lacerta horvathi,"Lacerta horvathi Carranza Et Al., 2004",not in annexspecies
hab_4,Lacerta schreiberi,"Lacerta schreiberi Bedriaga, 1878",not in annexspecies
hab_4,Lacerta trilineata,"Lacerta trilineata Bedriaga, 1886",not in annexspecies
hab_4,Lacerta viridis,"Lacerta viridis (Laurenti, 1768)",not in annexspecies
hab_4,Lacerta vivipara pannonica,"Lacerta vivipara pannonica Lac & Kluch, 1968",not in annexspecies
hab_4,Ophisops elegans,"Ophisops elegans Ménétriès, 1832",not in annexspecies
hab_4,Podarcis erhardii,"Podarcis erhardii (Bedriaga, 1882)",not in annexspecies
hab_4,Podarcis filfolensis,"Podarcis filfolensis (Bedriaga, 1876)",not in annexspecies
hab_4,Podarcis hispanica atrata,"Podarcis hispanica atrata (Boscá, 1916)",not in annexspecies
hab_4,Podarcis lilfordi,"Podarcis lilfordi (Günther, 1874)",not in annexspecies
hab_4,Podarcis melisellensis,"Podarcis melisellensis (Braun, 1877)",not in annexspecies
hab_4,Podarcis milensis,"Podarcis milensis (Bedriaga, 1882)",not in annexspecies
hab_4,Podarcis muralis,"Podarcis muralis (Laurenti, 1768)",not in annexspecies
hab_4,Podarcis peloponnesiaca,"Podarcis peloponnesiaca Bischoff & Bischoff, 1980",not in annexspecies
hab_4,Podarcis pityusensis,"Podarcis pityusensis (Boscá, 1883)",not in annexspecies
hab_4,Podarcis sicula,"Podarcis sicula Conant & Collins, 1991",not in annexspecies
hab_4,Podarcis taurica,"Podarcis taurica Engelmann Et Al, 1993",not in annexspecies
hab_4,Podarcis tiliguerta,"Podarcis tiliguerta (Gmelin, 1789)",not in annexspecies
hab_4,Podarcis wagleriana,"Podarcis waglerianus Gistel, 1868",not in annexspecies
hab_4,Ablepharus kitaibelii,"Ablepharus kitaibelii (Bibron & Bory St-vincent, 1833)",not in annexspecies
hab_4,Chalcides bedriagai,"Chalcides bedriagai (Bosca, 1880)",not in annexspecies
hab_4,Chalcides ocellatus,"Chalcides ocellatus (Forskål, 1775)",not in annexspecies
hab_4,Chalcides sexlineatus,"Chalcides sexlineatus Steindachner, 1891",not in annexspecies
hab_4,Chalcides simonyi (Chalcides occidentalis),"Chalcides simonyi Steindachner, 1891",not in annexspecies
hab_4,Chalcides viridianus,"Chalcides viridanus (Gravenhorst, 1851)",not in annexspecies
hab_4,Ophiomorus punctatissimus,"Ophiomorus punctatissimus (Bibron & Bory De St.Vincent, 1833)",not in annexspecies
hab_4,Cyrtopodion kotschyi,"Cyrtopodion kotschyi Rösler, 2000",not in annexspecies
hab_4,Phyllodactylus europaeus,"Phyllodactylus europaeus Géné, 1839",not in annexspecies
hab_4,Tarentola angustimentalis,"Tarentola angustimentalis Steindachner, 1891",not in annexspecies
hab_4,Tarentola boettgeri,"Tarentola boettgeri Steindachner, 1891",not in annexspecies
hab_4,Tarentola gomerensis,"Tarentola gomerensis Joger & Bischoff, 1983",not in annexspecies
hab_4,Stellio stellio,"Stellio stellio Kasparek, 1990",not in annexspecies
hab_4,Chamaeleo chamaeleon,"Chamaeleo chamaeleon (Linnaeus, 1758)",not in annexspecies
hab_4,Ophisaurus apodus,"Ophisaurus apodus Mertens & Müller, 1928",not in annexspecies
hab_4,Coluber cypriensis,"Coluber cypriensis Schätti, 1985",not in annexspecies
hab_4,Coluber hippocrepis,"Coluber hippocrepis Linnaeus, 1758",not in annexspecies
hab_4,Coluber jugularis,"Coluber jugularis Linnaeus, 1758",not in annexspecies
hab_4,Coluber laurenti,"Coluber laurenti Bedriaga, 1882",not in annexspecies
hab_4,Coluber najadum,"Coluber najadum Schmidt, 1939",not in annexspecies
hab_4,Coluber nummifer,"Coluber nummifer Reuss, 1834",not in annexspecies
hab_4,Coluber viridiflavus,"Coluber viridiflavus Kahl Et Al., 1980",not in annexspecies
hab_4,Eirenis modesta,"Eirenis modestus Martin, 1838",not in annexspecies
hab_4,Elaphe longissima,"Elaphe longissima Laurenti, 1768",not in annexspecies
hab_4,Elaphe quatuorlineata,"Elaphe quatuorlineata (Bonnaterre, 1790)",not in annexspecies
hab_4,Elaphe situla,"Elaphe situla Engelmann Et Al, 1993",not in annexspecies
hab_4,Natrix natrix cetti,"Natrix natrix cetti Gené, 1838",not in annexspecies
hab_4,Natrix natrix corsa,"Natrix natrix corsa (Hecht, 1930)",not in annexspecies
hab_4,Natrix natrix cypriaca,"Natrix natrix cypriaca (Hecht, 1930)",not in annexspecies
hab_4,Natrix tessellata,"Natrix tessellata (Laurenti, 1768)",not in annexspecies
hab_4,Telescopus falax,"Telescopus fallax Fleischmann, 1831",not in annexspecies
hab_4,Vipera ammodytes,"Vipera ammodytes (Linnaeus, 1758)",not in annexspecies
hab_4,Macrovipera schweizeri (Vipera lebetina schweizeri),"Macrovipera schweizeri (Werner, 1935)",not in annexspecies
hab_4,Vipera seoanni (except Spanish populations),"Vipera seoanei Lataste, 1879",not in annexspecies
hab_4,Vipera ursinii,"Vipera ursinii (Bonaparte, 1835)",not in annexspecies
hab_4,Eryx jaculus,"Eryx jaculus (Linnaeus, 1758)",not in annexspecies
hab_4,Chioglossa lusitanica,"Chioglossa lusitanica Bocage, 1864",not in annexspecies
hab_4,Euproctus asper,"Euproctus asper (Dugès, 1852)",not in annexspecies
hab_4,Euproctus montanus,"Euproctus montanus (Savi, 1838)",not in annexspecies
hab_4,Euproctus platycephalus,"Euproctus platycephalus (Gravenhorst, 1829)",not in annexspecies
hab_4,Mertensiella luschani (Salamandra luschani),"Mertensiella luschani (Steindachner, 1891)",not in annexspecies
hab_4,Salamandra atra,"Salamandra atra Laurenti, 1768",not in annexspecies
hab_4,Salamandra lanzai,"Salamandra lanzai Nascetti, Andreone, Capula & Bullini, 1988",not in annexspecies
hab_4,Salamandrina terdigitata,"Salamandrina terdigitata (Bonnaterre, 1789)",not in annexspecies
hab_4,Triturus carnifex (Triturus cristatus carnifex),"Triturus carnifex (Laurenti, 1768)",not in annexspecies
hab_4,Triturus italicus,"Triturus italicus (Peracca, 1898)",not in annexspecies
hab_4,Triturus karelinii (Triturus cristatus karelinii),"Triturus karelinii (Strauch, 1870)",not in annexspecies
hab_4,Triturus marmoratus,"Triturus marmoratus (Latreille, 1800)",not in annexspecies
hab_4,Triturus montandoni,"Triturus montandoni (Boulenger, 1880)",not in annexspecies
hab_4,Proteus anguinus,"Proteus anguinus Laurenti, 1768",not in annexspecies
hab_4,Hydromantes (Speleomantes) ambrosii,"Hydromantes ambrosii Lanza, 1955",not in annexspecies
hab_4,Hydromantes (Speleomantes) flavus,"Hydromantes flavus Stefani, 1969",not in annexspecies
hab_4,Hydromantes (Speleomantes) genei,"Hydromantes genei (Temminck & Schlegel, 1838)",not in annexspecies
hab_4,Hydromantes (Speleomantes) imperialis,"Hydromantes imperialis Stefani, 1969",not in annexspecies
