annex_code,annex_scientificName,gbif_scientificName,gbif_canonicalName,gbif_accepted_name,kingdom,phylum,order,family,genus
bern_3,Eudontomyzon mariae,"Eudontomyzon mariae (Berg, 1931)",Eudontomyzon mariae,"Eudontomyzon mariae (Berg, 1931)",Animalia,Chordata,Petromyzontiformes,Petromyzontidae,Eudontomyzon
bern_3,Eudontomyzon vladykovi,"Eudontomyzon vladykovi Oliva & Zanandrea, 1959",Eudontomyzon vladykovi,"Eudontomyzon vladykovi Oliva & Zanandrea, 1959",Animalia,Chordata,Petromyzontiformes,Petromyzontidae,Eudontomyzon
bern_3,Lampetra fluviatilis,"Lampetra fluviatilis (Linnaeus, 1758)",Lampetra fluviatilis,"Lampetra fluviatilis (Linnaeus, 1758)",Animalia,Chordata,Petromyzontiformes,Petromyzontidae,Lampetra
bern_3,Lampetra planeri,"Lampetra planeri (Bloch, 1784)",Lampetra planeri,"Lampetra planeri (Bloch, 1784)",Animalia,Chordata,Petromyzontiformes,Petromyzontidae,Lampetra
bern_3,Lampetra zanandreai,"Lampetra zanandreai Vladykov, 1955",Lampetra zanandreai,"Lethenteron zanandreai (Vladykov, 1955)",Animalia,Chordata,Petromyzontiformes,Petromyzontidae,Lethenteron
bern_3,Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758",Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758",Animalia,Chordata,Petromyzontiformes,Petromyzontidae,Petromyzon
bern_3,Acipenser ruthenus,"Acipenser ruthenus Linnaeus, 1758",Acipenser ruthenus,"Acipenser ruthenus Linnaeus, 1758",Animalia,Chordata,Acipenseriformes,Acipenseridae,Acipenser
bern_3,Acipenser stellatus,"Acipenser stellatus Pallas, 1771",Acipenser stellatus,"Acipenser stellatus Pallas, 1771",Animalia,Chordata,Acipenseriformes,Acipenseridae,Acipenser
bern_3,Huso huso,"Huso huso (Linnaeus, 1758)",Huso huso,"Huso huso (Linnaeus, 1758)",Animalia,Chordata,Acipenseriformes,Acipenseridae,Huso
bern_3,Alosa alosa,"Alosa alosa (Linnaeus, 1758)",Alosa alosa,"Alosa alosa (Linnaeus, 1758)",Animalia,Chordata,Clupeiformes,Clupeidae,Alosa
bern_3,Alosa fallax,"Alosa fallax (Lacepède, 1803)",Alosa fallax,"Alosa fallax (Lacepède, 1803)",Animalia,Chordata,Clupeiformes,Clupeidae,Alosa
bern_3,Alosa pontica,"Alosa pontica (Eichwald, 1838)",Alosa pontica,"Alosa immaculata Bennett, 1835",Animalia,Chordata,Clupeiformes,Clupeidae,Alosa
bern_3,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)",Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)",Animalia,Chordata,Salmoniformes,Salmonidae,Thymallus
bern_3,Hucho hucho,"Hucho hucho (Linnaeus, 1758)",Hucho hucho,"Hucho hucho (Linnaeus, 1758)",Animalia,Chordata,Salmoniformes,Salmonidae,Hucho
bern_3,Salmo salar,"Salmo salar Linnaeus, 1758",Salmo salar,"Salmo salar Linnaeus, 1758",Animalia,Chordata,Salmoniformes,Salmonidae,Salmo
bern_3,Abramis ballerus,"Abramis ballerus (Linnaeus, 1758)",Abramis ballerus,"Ballerus ballerus (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Cyprinidae,Ballerus
bern_3,Abramis sapa,"Abramis sapa (Pallas, 1814)",Abramis sapa,"Ballerus sapa (Pallas, 1814)",Animalia,Chordata,Cypriniformes,Cyprinidae,Ballerus
bern_3,Abramis vimba,"Abramis vimba (Linnaeus, 1758)",Abramis vimba,"Vimba vimba (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Cyprinidae,Vimba
bern_3,Alburnoides bipunctatus,"Alburnoides bipunctatus (Bloch, 1782)",Alburnoides bipunctatus,"Alburnoides bipunctatus (Bloch, 1782)",Animalia,Chordata,Cypriniformes,Cyprinidae,Alburnoides
bern_3,Alburnus albidus,"Alburnus albidus (Costa, 1838)",Alburnus albidus,"Alburnus albidus (Costa, 1838)",Animalia,Chordata,Cypriniformes,Cyprinidae,Alburnus
bern_3,Aspius aspius,"Aspius aspius (Linnaeus, 1758)",Aspius aspius,"Leuciscus aspius (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Cyprinidae,Leuciscus
bern_3,Barbus bocagei,"Barbus bocagei Steindachner, 1864",Barbus bocagei,"Luciobarbus bocagei (Steindachner, 1864)",Animalia,Chordata,Cypriniformes,Cyprinidae,Luciobarbus
bern_3,Barbus comiza,"Barbus comiza Steindachner, 1864",Barbus comiza,"Luciobarbus comizo (Steindachner, 1864)",Animalia,Chordata,Cypriniformes,Cyprinidae,Luciobarbus
bern_3,Barbus meridionalis,"Barbus meridionalis Risso, 1827",Barbus meridionalis,"Barbus meridionalis Risso, 1827",Animalia,Chordata,Cypriniformes,Cyprinidae,Barbus
bern_3,Barbus microcephalus,"Barbus microcephalus Almaça, 1967",Barbus microcephalus,"Luciobarbus microcephalus (Almaça, 1967)",Animalia,Chordata,Cypriniformes,Cyprinidae,Luciobarbus
bern_3,Barbus peloponnesius,"Barbus peloponnesius Valenciennes, 1842",Barbus peloponnesius,"Barbus peloponnesius Valenciennes, 1842",Animalia,Chordata,Cypriniformes,Cyprinidae,Barbus
bern_3,Barbus plebejus,"Barbus plebejus Bonaparte, 1839",Barbus plebejus,"Barbus plebejus Bonaparte, 1839",Animalia,Chordata,Cypriniformes,Cyprinidae,Barbus
bern_3,Barbus sclateri,"Barbus sclateri Günther, 1868",Barbus sclateri,"Luciobarbus sclateri (Günther, 1868)",Animalia,Chordata,Cypriniformes,Cyprinidae,Luciobarbus
bern_3,Chalcalburnus chalcoides,"Chalcalburnus chalcoides (Güldenstädt, 1772)",Chalcalburnus chalcoides,"Alburnus chalcoides (Güldenstädt, 1772)",Animalia,Chordata,Cypriniformes,Cyprinidae,Alburnus
bern_3,Chondrostoma genei,"Chondrostoma genei (Bonaparte, 1839)",Chondrostoma genei,"Protochondrostoma genei (Bonaparte, 1839)",Animalia,Chordata,Cypriniformes,Cyprinidae,Protochondrostoma
bern_3,Chondrostoma kneri,"Chondrostoma knerii Heckel, 1843",Chondrostoma knerii,"Chondrostoma knerii Heckel, 1843",Animalia,Chordata,Cypriniformes,Cyprinidae,Chondrostoma
bern_3,Chondrostoma lemingi,"Chondrostoma lemmingii (Steindachner, 1866)",Chondrostoma lemmingii,"Iberochondrostoma lemmingii (Steindachner, 1866)",Animalia,Chordata,Cypriniformes,Cyprinidae,Iberochondrostoma
bern_3,Chondrostoma lusitanicum,"Chondrostoma lusitanicus Collares-Pereira, 1980",Chondrostoma lusitanicus,"Iberochondrostoma lusitanicum (Collares-Pereira, 1980)",Animalia,Chordata,Cypriniformes,Cyprinidae,Iberochondrostoma
bern_3,Chondrostoma nasus,"Chondrostoma nasus (Linnaeus, 1758)",Chondrostoma nasus,"Chondrostoma nasus (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Cyprinidae,Chondrostoma
bern_3,Chondrostoma phoxinus,"Chondrostoma phoxinus Heckel, 1843",Chondrostoma phoxinus,"Chondrostoma phoxinus Heckel, 1843",Animalia,Chordata,Cypriniformes,Cyprinidae,Chondrostoma
bern_3,Chondrostoma polylepis,"Chondrostoma polylepis Steindachner, 1864",Chondrostoma polylepis,"Pseudochondrostoma polylepis (Steindachner, 1864)",Animalia,Chordata,Cypriniformes,Cyprinidae,Pseudochondrostoma
bern_3,Chondrostoma soetta,"Chondrostoma soetta Bonaparte, 1840",Chondrostoma soetta,"Chondrostoma soetta Bonaparte, 1840",Animalia,Chordata,Cypriniformes,Cyprinidae,Chondrostoma
bern_3,Chondrostoma toxostoma,"Chondrostoma toxostoma (Vallot, 1837)",Chondrostoma toxostoma,"Parachondrostoma toxostoma (Vallot, 1837)",Animalia,Chordata,Cypriniformes,Cyprinidae,Parachondrostoma
bern_3,Chondrostoma willkommi,"Chondrostoma willkommii Steindachner, 1866",Chondrostoma willkommii,"Pseudochondrostoma willkommii (Steindachner, 1866)",Animalia,Chordata,Cypriniformes,Cyprinidae,Pseudochondrostoma
bern_3,Gobio albipinnatus,"Gobio albipinnatus Lukasch, 1933",Gobio albipinnatus,"Romanogobio albipinnatus (Lukasch, 1933)",Animalia,Chordata,Cypriniformes,Cyprinidae,Romanogobio
bern_3,Gobio kessleri,"Gobio kesslerii Dybowski, 1862",Gobio kesslerii,"Romanogobio kesslerii (Dybowski, 1862)",Animalia,Chordata,Cypriniformes,Cyprinidae,Romanogobio
bern_3,Gobio uranoscopus,"Gobio uranoscopus (Agassiz, 1828)",Gobio uranoscopus,"Romanogobio uranoscopus (Agassiz, 1828)",Animalia,Chordata,Cypriniformes,Cyprinidae,Romanogobio
bern_3,Leucaspius delineatus,"Leucaspius delineatus (Heckel, 1843)",Leucaspius delineatus,"Leucaspius delineatus (Heckel, 1843)",Animalia,Chordata,Cypriniformes,Cyprinidae,Leucaspius
bern_3,Leucaspius stymphalicus,Leucaspius stymphalicus,Leucaspius stymphalicus,Leucaspius stymphalicus,Animalia,Chordata,Cypriniformes,Cyprinidae,Leucaspius
bern_3,Leuciscus illyricus,"Leuciscus illyricus (Heckel & Kner, 1858)",Leuciscus illyricus,"Squalius illyricus Heckel & Kner, 1858",Animalia,Chordata,Cypriniformes,Cyprinidae,Squalius
bern_3,Leuciscus lucumonis,"Leuciscus lucumonis Bianco, 1983",Leuciscus lucumonis,"Squalius lucumonis (Bianco, 1983)",Animalia,Chordata,Cypriniformes,Cyprinidae,Squalius
bern_3,Leuciscus polylepis,"Leuciscus polylepis (Steindachner, 1866)",Leuciscus polylepis,"Telestes polylepis Steindachner, 1866",Animalia,Chordata,Cypriniformes,Cyprinidae,Telestes
bern_3,Leuciscus pyrenaicus,"Leuciscus pyrenaicus Günther, 1868",Leuciscus pyrenaicus,"Squalius pyrenaicus (Günther, 1868)",Animalia,Chordata,Cypriniformes,Cyprinidae,Squalius
bern_3,Leuciscus soufia,"Leuciscus soufia Risso, 1827",Leuciscus soufia,"Telestes souffia (Risso, 1827)",Animalia,Chordata,Cypriniformes,Cyprinidae,Telestes
bern_3,Leuciscus svallize,"Leuciscus svallize (Heckel & Kner, 1858)",Leuciscus svallize,"Squalius svallize Heckel & Kner, 1858",Animalia,Chordata,Cypriniformes,Cyprinidae,Squalius
bern_3,Leuciscus turskyi,"Leuciscus turskyi (Heckel, 1843)",Leuciscus turskyi,"Telestes turskyi (Heckel, 1843)",Animalia,Chordata,Cypriniformes,Cyprinidae,Telestes
bern_3,Leuciscus ukliva,"Leuciscus ukliva (Heckel, 1843)",Leuciscus ukliva,"Telestes ukliva (Heckel, 1843)",Animalia,Chordata,Cypriniformes,Cyprinidae,Telestes
bern_3,Pachychilon pictum,"Pachychilon pictum (Heckel & Kner, 1858)",Pachychilon pictum,"Pachychilon pictum (Heckel & Kner, 1858)",Animalia,Chordata,Cypriniformes,Cyprinidae,Pachychilon
bern_3,Pelecus cultratus,"Pelecus cultratus (Linnaeus, 1758)",Pelecus cultratus,"Pelecus cultratus (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Cyprinidae,Pelecus
bern_3,Phoxinellus adspersus,"Phoxinellus adspersus (Heckel, 1843)",Phoxinellus adspersus,"Delminichthys adspersus (Heckel, 1843)",Animalia,Chordata,Cypriniformes,Cyprinidae,Delminichthys
bern_3,Phoxinellus hispanicus,"Phoxinellus hispanicus (Steindachner, 1866)",Phoxinellus hispanicus,"Anaecypris hispanica (Steindachner, 1866)",Animalia,Chordata,Cypriniformes,Cyprinidae,Anaecypris
bern_3,Pseudophoxinus marathonicus,"Pseudophoxinus marathonicus (Vinciguerra, 1921)",Pseudophoxinus marathonicus,"Pelasgus marathonicus (Vinciguerra, 1921)",Animalia,Chordata,Cypriniformes,Cyprinidae,Pelasgus
bern_3,Pseudophoxinus stymphalicus,"Pseudophoxinus stymphalicus (Valenciennes, 1844)",Pseudophoxinus stymphalicus,"Pelasgus stymphalicus (Valenciennes, 1844)",Animalia,Chordata,Cypriniformes,Cyprinidae,Pelasgus
bern_3,Rhodeus sericeus,"Rhodeus sericeus (Pallas, 1776)",Rhodeus sericeus,"Rhodeus sericeus (Pallas, 1776)",Animalia,Chordata,Cypriniformes,Cyprinidae,Rhodeus
bern_3,Rutilus alburnoides,"Rutilus alburnoides (Steindachner, 1866)",Rutilus alburnoides,"Squalius alburnoides (Steindachner, 1866)",Animalia,Chordata,Cypriniformes,Cyprinidae,Squalius
bern_3,Rutilus arcasii,"Rutilus arcasii (Steindachner, 1866)",Rutilus arcasii,"Achondrostoma arcasii (Steindachner, 1866)",Animalia,Chordata,Cypriniformes,Cyprinidae,Achondrostoma
bern_3,Rutilus frisii,"Rutilus frisii (Nordmann, 1840)",Rutilus frisii,"Rutilus frisii (Nordmann, 1840)",Animalia,Chordata,Cypriniformes,Cyprinidae,Rutilus
bern_3,Rutilus lemmingii,"Rutilus lemmingii (Steindachner, 1866)",Rutilus lemmingii,"Iberochondrostoma lemmingii (Steindachner, 1866)",Animalia,Chordata,Cypriniformes,Cyprinidae,Iberochondrostoma
bern_3,Rutilus macedonicus,"Rutilus macedonicus (Steindachner, 1892)",Rutilus macedonicus,"Pachychilon macedonicum (Steindachner, 1892)",Animalia,Chordata,Cypriniformes,Cyprinidae,Pachychilon
bern_3,Rutilus macrolepidotus,"Rutilus macrolepidotus (Steindachner, 1866)",Rutilus macrolepidotus,"Achondrostoma oligolepis (Robalo, Doadrio, Almada & Kottelat, 2005)",Animalia,Chordata,Cypriniformes,Cyprinidae,Achondrostoma
bern_3,Rutilus pigus,"Rutilus pigus (Lacepède, 1803)",Rutilus pigus,"Rutilus pigus (Lacepède, 1803)",Animalia,Chordata,Cypriniformes,Cyprinidae,Rutilus
bern_3,Rutilus rubilio,"Rutilus rubilio (Bonaparte, 1837)",Rutilus rubilio,"Sarmarutilus rubilio (Bonaparte, 1837)",Animalia,Chordata,Cypriniformes,Cyprinidae,Sarmarutilus
bern_3,Cobitidae,Cobitidae,Cobitidae,Cobitidae,Animalia,Chordata,Cypriniformes,Cobitidae,
bern_3,Cobitis elongata,"Cobitis elongata Heckel & Kner, 1858",Cobitis elongata,"Cobitis elongata Heckel & Kner, 1858",Animalia,Chordata,Cypriniformes,Cobitidae,Cobitis
bern_3,Cobitis hassi,"Cobitis haasi Klausewitz, 1955",Cobitis haasi,"Cobitis paludica (de Buen, 1930)",Animalia,Chordata,Cypriniformes,Cobitidae,Cobitis
bern_3,Cobitis larvata,"Cobitis larvata De Filippi, 1859",Cobitis larvata,"Sabanejewia larvata (De Filippi, 1859)",Animalia,Chordata,Cypriniformes,Cobitidae,Sabanejewia
bern_3,Cobitis paludica,"Cobitis paludica (de Buen, 1930)",Cobitis paludica,"Cobitis paludica (de Buen, 1930)",Animalia,Chordata,Cypriniformes,Cobitidae,Cobitis
bern_3,Cobitis taenia,"Cobitis taenia Linnaeus, 1758",Cobitis taenia,"Cobitis taenia Linnaeus, 1758",Animalia,Chordata,Cypriniformes,Cobitidae,Cobitis
bern_3,Cobitis trichonica,"Cobitis trichonica Stephanidis, 1974",Cobitis trichonica,"Cobitis trichonica Stephanidis, 1974",Animalia,Chordata,Cypriniformes,Cobitidae,Cobitis
bern_3,Misgurnus fossilis,"Misgurnus fossilis (Linnaeus, 1758)",Misgurnus fossilis,"Misgurnus fossilis (Linnaeus, 1758)",Animalia,Chordata,Cypriniformes,Cobitidae,Misgurnus
bern_3,Sabanejewia aurata,"Sabanejewia aurata (De Filippi, 1863)",Sabanejewia aurata,"Sabanejewia aurata (De Filippi, 1863)",Animalia,Chordata,Cypriniformes,Cobitidae,Sabanejewia
bern_3,Siluris glanis,"Siluris glanis Linnaeus, 1758",Siluris glanis,"Silurus glanis Linnaeus, 1758",Animalia,Chordata,Siluriformes,Siluridae,Silurus
bern_3,Aphanius fasciatus,"Aphanius fasciatus (Valenciennes, 1821)",Aphanius fasciatus,"Aphanius fasciatus (Valenciennes, 1821)",Animalia,Chordata,Cyprinodontiformes,Cyprinodontidae,Aphanius
bern_3,Aphanius iberus,"Aphanius iberus (Valenciennes, 1846)",Aphanius iberus,"Aphanius iberus (Valenciennes, 1846)",Animalia,Chordata,Cyprinodontiformes,Cyprinodontidae,Aphanius
bern_3,Syngnathus abaster,"Syngnathus abaster Risso, 1827",Syngnathus abaster,"Syngnathus abaster Risso, 1827",Animalia,Chordata,Syngnathiformes,Syngnathidae,Syngnathus
bern_3,Syngnathus nigrolineatus,"Syngnathus nigrolineatus Eichwald, 1831",Syngnathus nigrolineatus,"Syngnathus abaster Risso, 1827",Animalia,Chordata,Syngnathiformes,Syngnathidae,Syngnathus
bern_3,Gasterosteidae,Gasterosteidae,Gasterosteidae,Gasterosteidae,Animalia,Chordata,Gasterosteiformes,Gasterosteidae,
bern_3,Pungitius hellenicus,"Pungitius hellenicus Stephanidis, 1971",Pungitius hellenicus,"Pungitius hellenicus Stephanidis, 1971",Animalia,Chordata,Gasterosteiformes,Gasterosteidae,Pungitius
bern_3,Cottus poecilopus,"Cottus poecilopus Heckel, 1840",Cottus poecilopus,"Cottus poecilopus Heckel, 1840",Animalia,Chordata,Scorpaeniformes,Cottidae,Cottus
bern_3,Myoxocephalus quadricornis,"Myoxocephalus quadricornis (Linnaeus, 1758)",Myoxocephalus quadricornis,"Myoxocephalus quadricornis (Linnaeus, 1758)",Animalia,Chordata,Scorpaeniformes,Cottidae,Myoxocephalus
bern_3,Epinephelus marginatus,"Epinephelus marginatus (Lowe, 1834)",Epinephelus marginatus,"Epinephelus marginatus (Lowe, 1834)",Animalia,Chordata,Perciformes,Serranidae,Epinephelus
bern_3,Umbrina cirrosa,"Umbrina cirrosa (Linnaeus, 1758)",Umbrina cirrosa,"Umbrina cirrosa (Linnaeus, 1758)",Animalia,Chordata,Perciformes,Sciaenidae,Umbrina
bern_3,Gymnocephalus baloni,"Gymnocephalus baloni Holcík & Hensel, 1974",Gymnocephalus baloni,"Gymnocephalus baloni Holcík & Hensel, 1974",Animalia,Chordata,Perciformes,Percidae,Gymnocephalus
bern_3,Gymnocephalus schraetzer,"Gymnocephalus schraetzer (Linnaeus, 1758)",Gymnocephalus schraetzer,"Gymnocephalus schraetser (Linnaeus, 1758)",Animalia,Chordata,Perciformes,Percidae,Gymnocephalus
bern_3,Stizostedion volgense,"Stizostedion volgense (Gmelin, 1789)",Stizostedion volgense,"Sander volgensis (Gmelin, 1789)",Animalia,Chordata,Perciformes,Percidae,Sander
bern_3,Zingel streber,"Zingel streber (Siebold, 1863)",Zingel streber,"Zingel streber (Siebold, 1863)",Animalia,Chordata,Perciformes,Percidae,Zingel
bern_3,Zingel zingel,"Zingel zingel (Linnaeus, 1766)",Zingel zingel,"Zingel zingel (Linnaeus, 1766)",Animalia,Chordata,Perciformes,Percidae,Zingel
bern_3,Blennius fluviatilis,"Blennius fluviatilis Rafinesque, 1810",Blennius fluviatilis,"Salaria fluviatilis (Asso, 1801)",Animalia,Chordata,Perciformes,Blenniidae,Salaria
bern_3,Gobius kessleri,"Gobius kessleri Günther, 1861",Gobius kessleri,"Ponticola kessleri (Günther, 1861)",Animalia,Chordata,Perciformes,Gobiidae,Ponticola
bern_3,Gobius nigricans,"Gobius nigricans Canestrini, 1867",Gobius nigricans,"Padogobius nigricans (Canestrini, 1867)",Animalia,Chordata,Perciformes,Gobiidae,Padogobius
bern_3,Gobius ophiocephalus,"Gobius ophiocephalus Pallas, 1814",Gobius ophiocephalus,"Zosterisessor ophiocephalus (Pallas, 1814)",Animalia,Chordata,Perciformes,Gobiidae,Zosterisessor
bern_3,Gobius syrman,"Gobius syrman Nordmann, 1840",Gobius syrman,"Ponticola syrman (Nordmann, 1840)",Animalia,Chordata,Perciformes,Gobiidae,Ponticola
bern_3,Padogobius martensi,"Padogobius martensii (Günther, 1861)",Padogobius martensii,"Padogobius bonelli (Bonaparte, 1846)",Animalia,Chordata,Perciformes,Gobiidae,Padogobius
bern_3,Padogobius panizzai,"Padogobius panizzai (Verga, 1841)",Padogobius panizzai,"Knipowitschia panizzae (Verga, 1841)",Animalia,Chordata,Perciformes,Gobiidae,Knipowitschia
bern_3,Pomatoschistus canestrini,"Pomatoschistus canestrinii (Ninni, 1883)",Pomatoschistus canestrinii,"Pomatoschistus canestrinii (Ninni, 1883)",Animalia,Chordata,Perciformes,Gobiidae,Pomatoschistus
bern_3,Pomatoschistus microps,"Pomatoschistus microps (Krøyer, 1838)",Pomatoschistus microps,"Pomatoschistus microps (Krøyer, 1838)",Animalia,Chordata,Perciformes,Gobiidae,Pomatoschistus
bern_3,Pomatoschistus minutus,"Pomatoschistus minutus (Pallas, 1770)",Pomatoschistus minutus,"Pomatoschistus minutus (Pallas, 1770)",Animalia,Chordata,Perciformes,Gobiidae,Pomatoschistus
bern_3,Proterorhinus marmoratus,"Proterorhinus marmoratus (Pallas, 1814)",Proterorhinus marmoratus,"Proterorhinus marmoratus (Pallas, 1814)",Animalia,Chordata,Perciformes,Gobiidae,Proterorhinus
bern_3,Lucanus cervus,"Lucanus cervus (Linnaeus, 1758)",Lucanus cervus,"Lucanus cervus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Lucanidae,Lucanus
bern_3,Graellsia isabellae,"Graellsia isabellae Don Mariano de la Plaz Graëlls, 1849",Graellsia isabellae,"Graellsia isabellae Don Mariano de la Plaz Graëlls, 1849",Animalia,Arthropoda,Lepidoptera,Saturniidae,Actias
bern_3,Astacus astacus,"Astacus astacus (Linnaeus, 1758)",Astacus astacus,"Astacus astacus (Linnaeus, 1758)",Animalia,Arthropoda,Decapoda,Astacidae,Astacus
bern_3,Austropotamobius pallipes,"Austropotamobius pallipes (Lereboullet, 1858)",Austropotamobius pallipes,"Astacus pallipes Lereboullet, 1858",Animalia,Arthropoda,Decapoda,Astacidae,Astacus
bern_3,Austropotamobius torrentium,"Austropotamobius torrentium (von Paula Schrank, 1803)",Austropotamobius torrentium,"Austropotamobius torrentium (von Paula Schrank, 1803)",Animalia,Arthropoda,Decapoda,Astacidae,Austropotamobius
bern_3,Homarus gammarus,"Homarus gammarus (Linnaeus, 1758)",Homarus gammarus,"Homarus gammarus (Linnaeus, 1758)",Animalia,Arthropoda,Decapoda,Nephropidae,Homarus
bern_3,Maja squinado,"Maja squinado Herbst, 1788",Maja squinado,"Maja squinado Herbst, 1788",Animalia,Arthropoda,Decapoda,Ocypodidae,Maja
bern_3,Palinurus elephas,"Palinurus elephas (Fabricius, 1787)",Palinurus elephas,"Palinurus elephas (Fabricius, 1787)",Animalia,Arthropoda,Decapoda,Palinuridae,Palinurus
bern_3,Scyllarides latus,"Scyllarides latus (Latreille, 1802)",Scyllarides latus,"Scyllarides latus (Latreille, 1802)",Animalia,Arthropoda,Decapoda,Scyllaridae,Scyllarides
bern_3,Helix pomatia,"Helix pomatia Linnaeus, 1758",Helix pomatia,"Helix pomatia Linnaeus, 1758",Animalia,Mollusca,Stylommatophora,Helicidae,Helix
bern_3,Margaritifera margaritifera,"Margaritifera margaritifera (Linnaeus, 1758)",Margaritifera margaritifera,"Margaritifera margaritifera (Linnaeus, 1758)",Animalia,Mollusca,Unionida,Margaritiferidae,Margaritifera
bern_3,Microcondylaea compressa,"Microcondylaea compressa (Menke, 1830)",Microcondylaea compressa,"Microcondylaea compressa (Menke, 1830)",Animalia,Mollusca,Unionida,Unionidae,Microcondylaea
bern_3,Unio elongatulus,"Unio elongatulus C.Pfeiffer, 1825",Unio elongatulus,"Unio elongatulus C.Pfeiffer, 1825",Animalia,Mollusca,Unionida,Unionidae,Unio
bern_3,Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758",Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758",Animalia,Annelida,Arhynchobdellida,Hirudinidae,Hirudo
bern_3,Paracentrotus lividus,"Paracentrotus lividus (Lamarck, 1816)",Paracentrotus lividus,"Paracentrotus lividus (Lamarck, 1816)",Animalia,Echinodermata,Camarodonta,Parechinidae,Paracentrotus
bern_3,Hippospongia communis,"Hippospongia communis (Lamarck, 1814)",Hippospongia communis,"Hippospongia communis (Lamarck, 1814)",Animalia,Porifera,Dictyoceratida,Spongiidae,Hippospongia
bern_3,Spongia agaricina,"Spongia agaricina Pallas, 1766",Spongia agaricina,"Spongia agaricina Pallas, 1766",Animalia,Porifera,Dictyoceratida,Spongiidae,Spongia
bern_3,Spongia officinalis,"Spongia officinalis Linnaeus, 1759",Spongia officinalis,"Spongia officinalis Linnaeus, 1759",Animalia,Porifera,Dictyoceratida,Spongiidae,Spongia
bern_3,Spongia zimocca,"Spongia zimocca Schmidt, 1862",Spongia zimocca,"Spongia zimocca Schmidt, 1862",Animalia,Porifera,Dictyoceratida,Spongiidae,Spongia
bonn_1,Trichechus manatus,"Trichechus manatus Linnaeus, 1758",Trichechus manatus,"Trichechus manatus Linnaeus, 1758",Animalia,Chordata,Sirenia,Trichechidae,Trichechus
bonn_1,Trichechus senegalensis,"Trichechus senegalensis Link, 1795",Trichechus senegalensis,"Trichechus senegalensis Link, 1795",Animalia,Chordata,Sirenia,Trichechidae,Trichechus
bonn_1,Gorilla beringei,"Gorilla beringei Matschie, 1903",Gorilla beringei,"Gorilla beringei Matschie, 1903",Animalia,Chordata,Primates,Hominidae,Gorilla
bonn_1,Gorilla gorilla,"Gorilla gorilla (Savage, 1847)",Gorilla gorilla,"Gorilla gorilla (Savage, 1847)",Animalia,Chordata,Primates,Hominidae,Gorilla
bonn_1,Pan troglodytes,"Pan troglodytes (Blumenbach, 1775)",Pan troglodytes,"Pan troglodytes (Blumenbach, 1775)",Animalia,Chordata,Primates,Hominidae,Pan
bonn_1,Tadarida brasiliensis,"Tadarida brasiliensis (I.Geoffroy, 1824)",Tadarida brasiliensis,"Tadarida brasiliensis (I.Geoffroy, 1824)",Animalia,Chordata,Chiroptera,Molossidae,Tadarida
bonn_1,Acinonyx jubatus,"Acinonyx jubatus (Schreber, 1775)",Acinonyx jubatus,"Acinonyx jubatus (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Acinonyx
bonn_1,Uncia uncia,"Uncia uncia (Schreber, 1775)",Uncia uncia,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia
bonn_1,Ursus arctos isabellinus,"Ursus arctos isabellinus Horsfield, 1826",Ursus arctos isabellinus,"Ursus arctos isabellinus Horsfield, 1826",Animalia,Chordata,Carnivora,Ursidae,Ursus
bonn_1,Monachus monachus,"Monachus monachus (Hermann, 1779)",Monachus monachus,"Monachus monachus (Hermann, 1779)",Animalia,Chordata,Carnivora,Phocidae,Monachus
bonn_1,Pusa caspica,"Pusa caspica (Gmelin, 1788)",Pusa caspica,"Pusa caspica (Gmelin, 1788)",Animalia,Chordata,Carnivora,Phocidae,Pusa
bonn_1,Lontra felina,"Lontra felina (Molina, 1782)",Lontra felina,"Lontra felina (Molina, 1782)",Animalia,Chordata,Carnivora,Mustelidae,Lontra
bonn_1,Lontra provocax,"Lontra provocax (Thomas, 1908)",Lontra provocax,"Lontra provocax (Thomas, 1908)",Animalia,Chordata,Carnivora,Mustelidae,Lontra
bonn_1,Equus africanus,"Equus africanus Heuglin & Fitzinger, 1866",Equus africanus,"Equus africanus Heuglin & Fitzinger, 1866",Animalia,Chordata,Perissodactyla,Equidae,Equus
bonn_1,Equus ferus przewalskii,"Equus ferus przewalskii Poliakov, 1881",Equus ferus przewalskii,"Equus przewalskii Poliakov, 1881",Animalia,Chordata,Perissodactyla,Equidae,Equus
bonn_1,Equus grevyi,"Equus grevyi Oustalet, 1882",Equus grevyi,"Equus grevyi Oustalet, 1882",Animalia,Chordata,Perissodactyla,Equidae,Equus
