acceptedname	scientificnameauthorship	n_occs	matchType	confidence	status	id	speciesbeid	colid	vernacularnamefr	vernacularnamenl	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author	kingdom_id	bim_kingdom	name_for_gbif	rank_for_gbif	usageKey	scientificName	canonicalName	rank	kingdom	phylum	order	family	genus	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	synonym	class	acceptedUsageKey	species	speciesKey
Coniosporium vuillemini	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	27630	32476	NA	NA	NA	42182	1a	species	NA	accepted	55207	2015-04-29	NA	NA	3902	Fungi	NA	species	3473716	Coniosporium vuilleminii Oudem.	Coniosporium vuilleminii	SPECIES	Fungi	Ascomycota	NA	NA	Coniosporium	5	95	178	NA	NA	7792947	FALSE	Eurotiomycetes	NA	Coniosporium vuilleminii	3473716
Corticium alboochraceum	NA	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	27855	32787	NA	NA	NA	42196	1a	species	NA	accepted	55235	2015-04-29	NA	NA	3902	Fungi	NA	species	7241778	Corticium albo-ochraceum Bres.	Corticium albo-ochraceum	SPECIES	Fungi	Basidiomycota	Gomphales	Gomphaceae	Ramaricium	5	34	186	1303	8467	2521961	TRUE	Agaricomycetes	2521970	Ramaricium albo-ochraceum	2521970
Corticium calceum	NA	NA	NONE	99	NA	27856	32820	NA	NA	NA	42196	1a	species	NA	accepted	55235	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Corticium centrifugum	NA	NA	NONE	99	NA	27857	32823	NA	NA	NA	42196	1a	species	NA	accepted	55235	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Coriolopsis cervina	(Schwein.) comb.prov.	NA	NONE	100	NA	27944	33139	NA	NA	NA	42211	1a	species	NA	accepted	55250	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Cryptococcus infirmo-miniatus	(Okun.) Phaff & Fell	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	27985	33262	NA	NA	NA	42224	4	species	NA	accepted	55263	2015-04-29	NA	NA	3902	Fungi	NA	species	5237327	Cryptococcus infirmominiatus (Okun.) Phaff & Fell	Cryptococcus infirmominiatus	SPECIES	Fungi	Basidiomycota	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	5	34	149	1125	7582	2518149	TRUE	Tremellomycetes	2518150	Cystofilobasidium infirmominiatum	2518150
Cytospora hyppocastani	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	28161	33565	NA	NA	NA	42284	1a	species	NA	accepted	55323	2015-04-29	NA	NA	3902	Fungi	NA	species	3446524	Cytospora hippocastani Oudem.	Cytospora hippocastani	SPECIES	Fungi	Ascomycota	Diaporthales	Valsaceae	Cytospora	5	95	320	1289	4151	2566081	FALSE	Sordariomycetes	NA	Cytospora hippocastani	3446524
Cystofilobasidium infirmo-miniatum	(Fell, I.L. Hunter & Tallman) Hamam., Sugiy. & Kom, 1988	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	28214	33650	NA	NA	NA	42291	1a	species	NA	teleomorph	55330	2015-04-29	NA	NA	3902	Fungi	NA	species	2518150	Cystofilobasidium infirmominiatum (Fell, I.L.Hunter & Tallman) Hamam., Sugiy. & Komag.	Cystofilobasidium infirmominiatum	SPECIES	Fungi	Basidiomycota	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	5	34	149	1125	7582	2518149	FALSE	Tremellomycetes	NA	Cystofilobasidium infirmominiatum	2518150
Debaryomyces membranifaciens	NA	NA	NONE	99	NA	28307	33902	NA	NA	NA	42332	1a	species	NA	accepted	55381	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Debaryomyces tyrocola	NA	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	28312	33912	NA	NA	NA	42332	1a	species	NA	accepted	55381	2015-04-29	NA	NA	3902	Fungi	NA	species	6755315	Debaryomyces tyrocolus Konok., 1913	Debaryomyces tyrocolus	SPECIES	Fungi	Ascomycota	Saccharomycetales	Saccharomycetaceae	Debaryomyces	5	95	182	1281	4140	6755301	TRUE	Saccharomycetes	2599491	Debaryomyces hansenii	2599491
Debaryomyces yamadae	(Van der Walt & Johannsen) Van der Walt et al., 1980	NA	NONE	100	NA	28313	33913	NA	NA	NA	42332	1a	species	NA	accepted	55381	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Dekkera bruxellensis	Van der Walt, 1964	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	28315	33919	NA	NA	NA	42334	1a	species	NA	teleomorph	55383	2015-04-29	NA	NA	3902	Fungi	NA	species	2599345	Dekkera bruxellensis	Dekkera bruxellensis	SPECIES	Fungi	Ascomycota	Saccharomycetales	Pichiaceae	Dekkera	5	95	182	1281	8404	2599343	FALSE	Saccharomycetes	NA	Dekkera bruxellensis	2599345
Diplodia roumegueri	Sacc.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	28419	34057	NA	NA	NA	17166	1a	species	NA	accepted	55411	2015-04-29	NA	NA	3902	Fungi	NA	species	2612240	Diplodia roumeguerei Sacc.	Diplodia roumeguerei	SPECIES	Fungi	Ascomycota	Botryosphaeriales	Botryosphaeriaceae	Diplodia	5	95	183	1032	4791	9419918	FALSE	Dothideomycetes	NA	Diplodia roumeguerei	2612240
Discostroma polymorpha	Brockmann	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	28505	34163	NA	NA	NA	42358	1a	species	NA	accepted	55424	2015-04-29	NA	NA	3902	Fungi	NA	species	5488360	Discostroma polymorphum Brockmann, 1976	Discostroma polymorphum	SPECIES	Fungi	Ascomycota	Amphisphaeriales	Discosiaceae	Griphosphaeria	5	95	320	9705438	9714866	7257606	TRUE	Sordariomycetes	3567501	Griphosphaeria polymorpha	3567501
Diderma trevelyani	(Grev.) Fr.	NA	FUZZY_WITHOUT_AUTHOR	98	SYNONYM	28549	34212	NA	NA	kelkvormig kalkschaaltje	42366	1a	species	NA	accepted	55432	2015-04-29	NA	NA	3902	Fungi	NA	species	3214207	Diderma trevelyanii (Grev.) Fr.	Diderma trevelyanii	SPECIES	Protozoa	Mycetozoa	Physarales	Didymiaceae	Lepidoderma	7	33	319	1294	4160	7726013	TRUE	Myxomycetes	5426001	Lepidoderma trevelyanii	5426001
Diacheopsis laxifilum	Nann.-Bremek. & Hooff	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	28596	34267	NA	NA	grijs teernetje	42386	1a	species	NA	accepted	55452	2015-04-29	NA	NA	3902	Fungi	NA	species	3213054	Diacheopsis laxifila Nann.-Bremek. & Hooff	Diacheopsis laxifila	SPECIES	Protozoa	Mycetozoa	Stemonitales	Stemonitidaceae	Diacheopsis	7	33	319	1295	8431	3213040	FALSE	Myxomycetes	NA	Diacheopsis laxifila	3213054
Diaporthe semiimmersa	Nitschke	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	28665	34345	NA	NA	NA	42389	1a	species	NA	accepted	55455	2015-04-29	NA	NA	3902	Fungi	NA	species	3444720	Diaporthe semi-immersa Nitschke	Diaporthe semi-immersa	SPECIES	Fungi	Ascomycota	Diaporthales	Diaporthaceae	Diaporthe	5	95	320	1289	4146	2566075	FALSE	Sordariomycetes	NA	Diaporthe semi-immersa	3444720
Entelexis magnoliae	Van der Walt & Johannsen	NA	NONE	100	NA	28764	34529	NA	NA	NA	42435	4	species	NA	accepted	55505	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Eurotium rubrum	Jos. König et al., 1901	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	28905	34756	NA	NA	NA	42479	1a	species	NA	teleomorph	55549	2015-04-29	NA	NA	3902	Fungi	NA	species	2597404	Eurotium rubrum W.Bremer	Eurotium rubrum	SPECIES	Fungi	Ascomycota	Eurotiales	Trichocomaceae	Aspergillus	5	95	178	1040	8324	8884233	TRUE	Eurotiomycetes	5259965	Aspergillus ruber	5259965
Flammulaster ferruginea	(Maire ex Kühner) Watling	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	28964	34878	NA	NA	roestbruin vloksteeltje	42514	1a	species	NA	accepted	55584	2015-04-29	NA	NA	3902	Fungi	NA	species	2528457	Flammulaster ferrugineus (Maire ex Kühner) Watling	Flammulaster ferrugineus	SPECIES	Fungi	Basidiomycota	Agaricales	Inocybaceae	Flammulaster	5	34	186	1499	4177	2528438	FALSE	Agaricomycetes	NA	Flammulaster ferrugineus	2528457
Geastrum berkeleyii	Massee, 1889	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	29142	35451	NA	NA	grote ruwe aardster	21864	1a	species	NA	accepted	55650	2015-04-29	NA	NA	3902	Fungi	NA	species	2554327	Geastrum berkeleyi Massee	Geastrum berkeleyi	SPECIES	Fungi	Basidiomycota	Geastrales	Geastraceae	Geastrum	5	34	186	1064	4199	2525056	FALSE	Agaricomycetes	NA	Geastrum berkeleyi	2554327
Graphium klebahni	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	29255	35739	NA	NA	NA	42619	1a	species	NA	accepted	55702	2015-04-29	NA	NA	3902	Fungi	NA	species	5483019	Graphium klebahnii Oudem.	Graphium klebahnii	SPECIES	Fungi	Ascomycota	Microascales	Microascaceae	Graphium	5	95	320	1059	8425	2517948	FALSE	Sordariomycetes	NA	Graphium klebahnii	5483019
Graphium pirinum	Goid.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	29258	35743	NA	NA	NA	42619	4	species	NA	accepted	55702	2015-04-29	NA	NA	3902	Fungi	NA	species	5252420	Graphium pyrinum Goid.	Graphium pyrinum	SPECIES	Fungi	Ascomycota	Microascales	Microascaceae	Graphium	5	95	320	1059	8425	2517948	FALSE	Sordariomycetes	NA	Graphium pyrinum	5252420
Hainesia piricola	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	29296	35821	NA	NA	NA	42643	1a	species	NA	accepted	55727	2015-04-29	NA	NA	3902	Fungi	NA	species	7681786	Hainesia pyricola Oudem.	Hainesia pyricola	SPECIES	Fungi	Ascomycota	Helotiales	Chaetomellaceae	Hainesia	5	95	179	1052	7469559	2577840	FALSE	Leotiomycetes	NA	Hainesia pyricola	7681786
Hainesia rostrupi	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	29297	35822	NA	NA	NA	42643	1a	species	NA	accepted	55727	2015-04-29	NA	NA	3902	Fungi	NA	species	5494735	Hainesia rostrupii Oudem.	Hainesia rostrupii	SPECIES	Fungi	Ascomycota	Helotiales	Chaetomellaceae	Hainesia	5	95	179	1052	7469559	2577840	FALSE	Leotiomycetes	NA	Hainesia rostrupii	5494735
Hendersonia piriformis	G.H. Otth	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	29352	35993	NA	NA	NA	22754	1a	species	NA	accepted	55762	2015-04-29	NA	NA	3902	Fungi	NA	species	6348628	Hendersonia pyriformis G.H.Otth	Hendersonia pyriformis	SPECIES	Fungi	Ascomycota	Pleosporales	NA	Neohendersonia	5	95	183	1047	NA	2592169	TRUE	Dothideomycetes	3388117	Neohendersonia pyriformis	3388117
Hormiscium pityophilum	(Wallr.) Sacc.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	29466	36178	NA	NA	NA	42707	1a	species	NA	accepted	55800	2015-04-29	NA	NA	3902	Fungi	NA	species	3276098	Hormiscium pithyophilum (Nees) Sacc., 1886	Hormiscium pithyophilum	SPECIES	Fungi	Ascomycota	Capnodiales	Euantennariaceae	Antennatula	5	95	183	1262	4795	2624837	TRUE	Dothideomycetes	2624842	Antennatula pinophila	2624842
Hyphodontia nesporii	(Bres.) J. Erikss. & Hjortstam, 1976	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	29629	36686	NA	NA	penseeltandjeszwam	42763	1a	species	NA	accepted	55860	2015-04-29	NA	NA	3902	Fungi	NA	species	2518897	Hyphodontia nespori (Bres.) J.Erikss. & Hjortstam, 1976	Hyphodontia nespori	SPECIES	Fungi	Basidiomycota	Hymenochaetales	Schizoporaceae	Xylodon	5	34	186	1304	3298	2519089	TRUE	Agaricomycetes	3360896	Xylodon nespori	3360896
Hypocopra winterii	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	29659	36801	NA	NA	NA	42772	1a	species	NA	accepted	55869	2015-04-29	NA	NA	3902	Fungi	NA	species	3459771	Hypocopra winteri Oudem.	Hypocopra winteri	SPECIES	Fungi	Ascomycota	Xylariales	Xylariaceae	Hypocopra	5	95	320	1298	4168	3461490	FALSE	Sordariomycetes	NA	Hypocopra winteri	3459771
Kluyveromyces marxianus	(E.C. Hansen) Van der Walt 1971	NA	EXACT_WITHOUT_AUTHOR	100	DOUBTFUL	29756	37010	NA	NA	NA	42808	1a	species	NA	accepted	55908	2015-04-29	NA	NA	3902	Fungi	NA	species	2599079	Kluyveromyces marxianus	Kluyveromyces marxianus	SPECIES	Fungi	Ascomycota	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	5	95	182	1281	4140	2599075	FALSE	Saccharomycetes	NA	Kluyveromyces marxianus	2599079
Lamproderma collini	T.N. Lakh. & Mukerji	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	29865	37199	NA	NA	dof parelmoerkopje	42845	1a	species	NA	accepted	55945	2015-04-29	NA	NA	3902	Fungi	NA	species	7953323	Lamproderma collinii T.N.Lakh. & Mukerji	Lamproderma collinii	SPECIES	Protozoa	Mycetozoa	Stemonitales	Stemonitidaceae	Lamproderma	7	33	319	1295	8431	3212657	FALSE	Myxomycetes	NA	Lamproderma collinii	7953323
Leucoagaricus wichanskyi	(Pilát) Singer	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	29943	37306	NA	NA	knolchampignonparasol	42848	1a	species	NA	accepted	55962	2015-04-29	NA	NA	3902	Fungi	NA	species	2535829	Leucoagaricus wichanskyi (Pilát) Bon & Boiffard	Leucoagaricus wichanskyi	SPECIES	Fungi	Basidiomycota	Agaricales	Agaricaceae	Leucoagaricus	5	34	186	1499	4170	2529999	FALSE	Agaricomycetes	NA	Leucoagaricus wichanskyi	2535829
Leptoporus destructor	NA	NA	NONE	99	NA	29980	37374	NA	NA	NA	42861	1a	species	NA	accepted	55975	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Lentinus dentatus	NA	NA	NONE	99	NA	30058	37519	NA	NA	NA	42874	1a	species	NA	accepted	55988	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Lophiostoma aquatica	(J. Webster) Aptroot & K.D. Hyde	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	30120	37723	NA	NA	NA	42909	1a	species	NA	accepted	56023	2015-04-29	NA	NA	3902	Fungi	NA	species	2615790	Lophiostoma aquaticum (J.Webster) Aptroot & K.D.Hyde	Lophiostoma aquaticum	SPECIES	Fungi	Ascomycota	Pleosporales	Lophiostomataceae	Lophiostoma	5	95	183	1047	4819	2568038	FALSE	Dothideomycetes	NA	Lophiostoma aquaticum	2615790
Lophiostoma desmazierii	Sacc. & Speg.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	30125	37728	NA	NA	NA	42909	1a	species	NA	accepted	56023	2015-04-29	NA	NA	3902	Fungi	NA	species	3542269	Lophiostoma desmazieri Sacc. & Speg., 1878	Lophiostoma desmazieri	SPECIES	Fungi	Ascomycota	Pleosporales	Lophiostomataceae	Lophiostoma	5	95	183	1047	4819	2568038	TRUE	Dothideomycetes	2615696	Lophiostoma viridarium	2615696
Lophodermium petiolicolum	Fuckel	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	30147	37756	NA	NA	NA	42914	1a	species	NA	accepted	56028	2015-04-29	NA	NA	3902	Fungi	NA	species	2579728	Lophodermium petiolicola Fuckel	Lophodermium petiolicola	SPECIES	Fungi	Ascomycota	Rhytismatales	Rhytismataceae	Lophodermium	5	95	179	1278	8281	2577759	FALSE	Leotiomycetes	NA	Lophodermium petiolicola	2579728
Lodderomyces elongisporus	(Recca & Mrak) Van der Walt, 1971	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	30154	37763	NA	NA	NA	42915	1a	species	NA	accepted	56029	2015-04-29	NA	NA	3902	Fungi	NA	species	3480810	Lodderomyces elongisporus	Lodderomyces elongisporus	SPECIES	Fungi	Ascomycota	Saccharomycetales	Saccharomycetaceae	Lodderomyces	5	95	182	1281	4140	3480808	FALSE	Saccharomycetes	NA	Lodderomyces elongisporus	3480810
Macrophoma mirbelii	(Moug.) Berl. & Voglino in Saccardo	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	30182	37819	NA	NA	NA	42924	1a	species	NA	accepted	56038	2015-04-29	NA	NA	3902	Fungi	NA	species	7899278	Macrophoma mirbellii Berl. & Voglino	Macrophoma mirbellii	SPECIES	Fungi	Ascomycota	Botryosphaeriales	Phyllostictaceae	Guignardia	5	95	183	1032	3295958	9539587	TRUE	Dothideomycetes	2612826	Guignardia miribelii	2612826
Melanconium desmazierii	(Berk. & Broome) Sacc.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	30235	37902	NA	NA	NA	42944	1a	species	NA	accepted	56058	2015-04-29	NA	NA	3902	Fungi	NA	species	2591266	Melanconium desmazieri (Berk. & Broome) Sacc.	Melanconium desmazieri	SPECIES	Fungi	Ascomycota	Diaporthales	Lamproconiaceae	Lamproconium	5	95	320	1289	9775949	2591263	TRUE	Sordariomycetes	2591264	Lamproconium desmazieri	2591264
Melampsorella cerastii	(Pers.) G. Winter	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	30325	38146	NA	NA	NA	42977	1a	species	NA	teleomorph	56090	2015-04-29	NA	NA	3902	Fungi	NA	species	8508321	Melampsorella cerastii (Pers.) J.Schröter	Melampsorella cerastii	SPECIES	Fungi	Basidiomycota	Pucciniales	Pucciniastraceae	Melampsorella	5	34	270	1126	7585	2513987	TRUE	Pucciniomycetes	2516840	Melampsorella caryophyllacearum	2516840
Neottiella albo-cincta	(Berk. & M.A. Curtis) Sacc.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	30682	39027	NA	NA	NA	43101	1a	species	NA	accepted	56222	2015-04-29	NA	NA	3902	Fungi	NA	species	3497186	Neottiella albocincta (Berk. & M.A.Curtis) Sacc.	Neottiella albocincta	SPECIES	Fungi	Ascomycota	Pezizales	Pyronemataceae	Neottiella	5	95	316	1057	4131	2594134	FALSE	Pezizomycetes	NA	Neottiella albocincta	3497186
Ovadendron sulphureoochraceum	(J.F.H. Beyma) Sigler & J.W. Carmich., 1976	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	30803	39364	NA	NA	NA	43158	1a	species	NA	accepted	56280	2015-04-29	NA	NA	3902	Fungi	NA	species	2588524	Ovadendron sulphureo-ochraceum (J.F.H.Beyma) Sigler & J.W.Carmich.	Ovadendron sulphureo-ochraceum	SPECIES	Fungi	Ascomycota	NA	NA	Ovadendron	5	95	NA	NA	NA	2588523	FALSE	NA	NA	Ovadendron sulphureo-ochraceum	2588524
Passalora punctum	(Delacr.) S. Petzoldt, 1987	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	30844	39481	NA	NA	NA	43173	1a	species	NA	accepted	56295	2015-04-29	NA	NA	3902	Fungi	NA	species	8062589	Passalora punctum (Delacr.) Arx	Passalora punctum	SPECIES	Fungi	Ascomycota	Mycosphaerellales	Mycosphaerellaceae	Passalora	5	95	183	9783671	4797	9624081	FALSE	Dothideomycetes	NA	Passalora punctum	8062589
Penicillium ochraceum	NA	NA	NONE	99	NA	30931	39711	NA	NA	NA	43194	1a	species	NA	accepted	56316	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Pseudobalsamea	NA	NA	NONE	100	NA	31034	56538	NA	NA	NA	NA	NA	genus	NA	to determine	59179	2015-04-29	NA	NA	NA	NA	NA	genus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Peronospora schleideni	Unger	NA	FUZZY_WITHOUT_AUTHOR	98	SYNONYM	31063	40102	NA	NA	NA	43210	1a	species	NA	accepted	56341	2015-04-29	NA	NA	3902	Fungi	NA	species	5956182	Peronospora schleidenii Unger	Peronospora schleidenii	SPECIES	Chromista	Oomycota	Peronosporales	Peronosporaceae	Peronospora	4	32	8179345	1259	4785	2583264	TRUE	Peronosporea	3203841	Peronospora destructor	3203841
Phoma senecionis	Syd., 1900	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	31346	40512	NA	NA	NA	43241	1a	species	NA	accepted	56372	2015-04-29	NA	NA	3902	Fungi	NA	species	5262272	Phoma senecionis P.Syd.	Phoma senecionis	SPECIES	Fungi	Ascomycota	Pleosporales	Didymellaceae	Phoma	5	95	183	1047	3281822	2513988	FALSE	Dothideomycetes	NA	Phoma senecionis	5262272
Phoma silvatica	Sacc.	NA	NONE	99	NA	31348	40514	NA	NA	NA	43241	1a	species	NA	accepted	56372	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Phoma sylvatica	Sacc.	NA	NONE	99	NA	31359	40527	NA	NA	NA	43241	1a	species	NA	accepted	56372	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Phomopsis glandicola	(Lév.) Gonz. Frag., 1916	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	31415	40592	NA	NA	NA	43243	1a	species	NA	accepted	56374	2015-04-29	NA	NA	3902	Fungi	NA	species	5253479	Phomopsis glandicola (Lév.) Grove	Phomopsis glandicola	SPECIES	Fungi	Ascomycota	Diaporthales	Diaporthaceae	Phomopsis	5	95	320	1289	4146	2577612	FALSE	Sordariomycetes	NA	Phomopsis glandicola	5253479
Phymatotrichum tilletii	(Desm.) Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	31547	40750	NA	NA	NA	43248	1a	species	NA	accepted	56379	2015-04-29	NA	NA	3902	Fungi	NA	species	3304842	Phymatotrichum tillettei (Desm.) Oudem.	Phymatotrichum tillettei	SPECIES	Fungi	Ascomycota	Pezizales	Morchellaceae	Costantinella	5	95	316	1057	8398	2594670	TRUE	Pezizomycetes	2594671	Costantinella terrestris	2594671
Phytophthora brassicae	de Cock & W.A. Man in't Veld	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	31677	41045	NA	NA	NA	43287	1a	species	NA	accepted	56418	2015-04-29	NA	NA	3902	Fungi	NA	species	3203697	Phytophthora brassicae De Cock & Man	Phytophthora brassicae	SPECIES	Chromista	Oomycota	Peronosporales	Peronosporaceae	Phytophthora	4	32	8179345	1259	4785	3203589	FALSE	Peronosporea	NA	Phytophthora brassicae	3203697
Phytophthora multivesiculata	Ilieva, Man in't Veld, Veenb.-Rijks & Pieters, 1998	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	31693	41066	NA	NA	NA	43287	1a	species	NA	accepted	56418	2015-04-29	NA	NA	3902	Fungi	NA	species	3203639	Phytophthora multivesiculata Ilieva & Man	Phytophthora multivesiculata	SPECIES	Chromista	Oomycota	Peronosporales	Peronosporaceae	Phytophthora	4	32	8179345	1259	4785	3203589	FALSE	Peronosporea	NA	Phytophthora multivesiculata	3203639
Phytophthora primulae	Thomlinson, 1952	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	31698	41074	NA	NA	NA	43287	1a	species	NA	accepted	56418	2015-04-29	NA	NA	3902	Fungi	NA	species	3203647	Phytophthora primulae J.A.Toml.	Phytophthora primulae	SPECIES	Chromista	Oomycota	Peronosporales	Peronosporaceae	Phytophthora	4	32	8179345	1259	4785	3203589	FALSE	Peronosporea	NA	Phytophthora primulae	3203647
Pichia triangularis	M.T. Sm. & Batenburg-van der Vegte	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	31756	41206	NA	NA	NA	43308	1a	species	NA	teleomorph	56441	2015-04-29	NA	NA	3902	Fungi	NA	species	3479552	Pichia triangularis M.T.Sm. & Bat.Vegte, 1986	Pichia triangularis	SPECIES	Fungi	Ascomycota	Saccharomycetales	NA	Yamadazyma	5	95	182	1281	NA	9551338	TRUE	Saccharomycetes	5954163	Yamadazyma triangularis	5954163
Placosphaeria piri	Oudem.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	31763	41239	NA	NA	NA	43315	1a	species	NA	accepted	56448	2015-04-29	NA	NA	3902	Fungi	NA	species	7362304	Placosphaeria pyri Oudem.	Placosphaeria pyri	SPECIES	Fungi	Ascomycota	Dothideales	NA	Placosphaeria	5	95	183	1033	NA	2566539	FALSE	Dothideomycetes	NA	Placosphaeria pyri	7362304
Poria sericeomollis	(Romell) D.V. Baxter, 1926	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	31915	42338	NA	NA	kruipende kaaszwam	43379	1a	species	NA	accepted	56511	2015-04-29	NA	NA	3902	Fungi	NA	species	2543043	Poria sericeomollis Romell	Poria sericeomollis	SPECIES	Fungi	Basidiomycota	Polyporales	Fomitopsidaceae	Postia	5	34	186	1145	7619	2542764	TRUE	Agaricomycetes	8128583	Postia sericeomollis	8128583
Psathyrella microrrhiza	(Lasch) Konrad & Maubl.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	31968	42489	NA	NA	kortwortelfranjehoed	43427	1a	species	NA	accepted	56561	2015-04-29	NA	NA	3902	Fungi	NA	species	2534731	Psathyrella microrhiza (Lasch) Konrad & Maubl.	Psathyrella microrhiza	SPECIES	Fungi	Basidiomycota	Agaricales	Psathyrellaceae	Psathyrella	5	34	186	1499	4184	2526774	FALSE	Agaricomycetes	NA	Psathyrella microrhiza	2534731
Pseudombrophila deerata	(P. Karst.) Seaver	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	32009	42554	NA	NA	NA	43445	1a	species	NA	accepted	56579	2015-04-29	NA	NA	3902	Fungi	NA	species	2594013	Pseudombrophila deerrata (P.Karst.) Seaver	Pseudombrophila deerrata	SPECIES	Fungi	Ascomycota	Pezizales	Pyronemataceae	Pseudombrophila	5	95	316	1057	4131	2581720	FALSE	Pezizomycetes	NA	Pseudombrophila deerrata	2594013
