taxonid,annexcode,acceptedname,gbif_scientificName,gbif_accepted_name,gbif_kingdom,gbif_phylum,gbif_order,gbif_class,gbif_family,gbif_genus
2915,EUR-CON-BER_Annex II,Turdus torquatus,"Turdus torquatus Linnaeus, 1758","Turdus torquatus Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Turdus
2916,EUR-CON-BER_Annex II,Turdus viscivorus,"Turdus viscivorus Linnaeus, 1758","Turdus viscivorus Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Turdus
2918,EUR-CON-BER_Annex II,Upupa epops,"Upupa epops Linnaeus, 1758","Upupa epops Linnaeus, 1758",Animalia,Chordata,Bucerotiformes,Aves,Upupidae,Upupa
2920,EUR-CON-BER_Annex II,Uria lomvia,"Uria lomvia (Linnaeus, 1758)","Uria lomvia (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Alcidae,Uria
2921,EUR-CON-BER_Annex II,Vanellus vanellus,"Vanellus vanellus (Linnaeus, 1758)","Vanellus vanellus (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Charadriidae,Vanellus
2922,EUR-CON-BER_Annex II,Vireo olivaceus,"Vireo olivaceus (Linnaeus, 1766)","Vireo olivaceus (Linnaeus, 1766)",Animalia,Chordata,Passeriformes,Aves,Vireonidae,Vireo
2923,EUR-CON-BER_Annex II,Zonotrichia albicollis,"Zonotrichia albicollis (J.F.Gmelin, 1789)","Zonotrichia albicollis (J.F.Gmelin, 1789)",Animalia,Chordata,Passeriformes,Aves,Emberizidae,Zonotrichia
2924,EUR-CON-BER_Annex II,Zonotrichia leucophrys,"Zonotrichia leucophrys (J.R.Forster, 1772)","Zonotrichia leucophrys (J.R.Forster, 1772)",Animalia,Chordata,Passeriformes,Aves,Emberizidae,Zonotrichia
2925,EUR-CON-BER_Annex II,Turdus obscurus,"Turdus obscurus Gmelin, 1789","Turdus obscurus Gmelin, 1789",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Turdus
2926,EUR-CON-BER_Annex II,Sylvia curruca,"Sylvia curruca (Linnaeus, 1758)","Sylvia curruca (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2927,EUR-CON-BER_Annex II,Phylloscopus proregulus,"Phylloscopus proregulus (Pallas, 1811)","Phylloscopus proregulus (Pallas, 1811)",Animalia,Chordata,Passeriformes,Aves,Phylloscopidae,Phylloscopus
2931,EUR-CON-BER_Annex II,Streptopelia decaocto,"Streptopelia decaocto (Frivaldszky, 1838)","Streptopelia decaocto (Frivaldszky, 1838)",Animalia,Chordata,Columbiformes,Aves,Columbidae,Streptopelia
2932,EUR-CON-BER_Annex II,Streptopelia turtur,"Streptopelia turtur (Linnaeus, 1758)","Streptopelia turtur (Linnaeus, 1758)",Animalia,Chordata,Columbiformes,Aves,Columbidae,Streptopelia
2934,EUR-CON-BER_Annex II,Sturnus roseus,"Sturnus roseus (Linnaeus, 1758)","Pastor roseus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Sturnidae,Pastor
2937,EUR-CON-BER_Annex II,Sylvia atricapilla,"Sylvia atricapilla (Linnaeus, 1758)","Sylvia atricapilla (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2938,EUR-CON-BER_Annex II,Sylvia borin,"Sylvia borin (Boddaert, 1783)","Sylvia borin (Boddaert, 1783)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2939,EUR-CON-BER_Annex II,Sylvia cantillans,"Sylvia cantillans (Pallas, 1764)","Sylvia cantillans (Pallas, 1764)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2940,EUR-CON-BER_Annex II,Tringa flavipes,"Tringa flavipes (Gmelin, 1789)","Tringa flavipes (Gmelin, 1789)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Tringa
2941,EUR-CON-BER_Annex II,Sylvia conspicillata,"Sylvia conspicillata Temminck, 1820","Sylvia conspicillata Temminck, 1820",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2943,EUR-CON-BER_Annex II,Sylvia melanocephala,"Sylvia melanocephala (Gmelin, 1789)","Sylvia melanocephala (Gmelin, 1789)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2944,EUR-CON-BER_Annex II,Sylvia nana,"Sylvia nana (Hemprich & Ehrenberg, 1833)","Sylvia nana (Hemprich & Ehrenberg, 1833)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2945,EUR-CON-BER_Annex II,Sylvia nisoria,"Sylvia nisoria (Bechstein, 1792)","Sylvia nisoria (Bechstein, 1792)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2946,EUR-CON-BER_Annex II,Sylvia undata,"Sylvia undata (Boddaert, 1783)","Sylvia undata (Boddaert, 1783)",Animalia,Chordata,Passeriformes,Aves,Sylviidae,Sylvia
2947,EUR-CON-BER_Annex II,Syrrhaptes paradoxus,"Syrrhaptes paradoxus (Pallas, 1773)","Syrrhaptes paradoxus (Pallas, 1773)",Animalia,Chordata,Pteroclidiformes,Aves,Pteroclididae,Syrrhaptes
2950,EUR-CON-BER_Annex II,Tadorna tadorna,"Tadorna tadorna (Linnaeus, 1758)","Tadorna tadorna (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Tadorna
2951,EUR-CON-BER_Annex II,Tarsiger cyanurus,"Tarsiger cyanurus (Pallas, 1773)","Tarsiger cyanurus (Pallas, 1773)",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Tarsiger
2958,EUR-CON-BER_Annex II,Capreolus capreolus,"Capreolus capreolus (Linnaeus, 1758)","Capreolus capreolus (Linnaeus, 1758)",Animalia,Chordata,Artiodactyla,Mammalia,Cervidae,Capreolus
2969,EUR-CON-BER_Annex II,Crocidura leucodon,"Crocidura leucodon (Hermann, 1780)","Crocidura leucodon (Hermann, 1780)",Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Crocidura
2970,EUR-CON-BER_Annex II,Crocidura russula,"Crocidura russula (Hermann, 1780)","Crocidura russula (Hermann, 1780)",Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Crocidura
3245,EUR-CON-BER_Annex II,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)","Cetorhinus maximus (Gunnerus, 1765)",Animalia,Chordata,Lamniformes,Elasmobranchii,Cetorhinidae,Cetorhinus
3342,EUR-CON-BER_Annex II,Palingenia longicauda,"Palingenia longicauda (Olivier, 1791)","Palingenia longicauda (Olivier, 1791)",Animalia,Arthropoda,Ephemeroptera,Insecta,Palingeniidae,Palingenia
3400,EUR-CON-BER_Annex II,Euphydryas aurinia,"Euphydryas aurinia (Rottemburg, 1775)","Euphydryas aurinia (Rottemburg, 1775)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Euphydryas
3402,EUR-CON-BER_Annex II,Maculinea teleius,"Maculinea teleius (Bergsträsser, 1779)","Phengaris teleius (Bergstrasser, 1779)",Animalia,Arthropoda,Lepidoptera,Insecta,Lycaenidae,Phengaris
3409,EUR-CON-BER_Annex II,Maculinea arion,"Maculinea arion (Linnaeus, 1758)","Phengaris arion (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Lycaenidae,Phengaris
3419,EUR-CON-BER_Annex II,Turdus ruficollis,"Turdus ruficollis Pallas, 1776","Turdus ruficollis Pallas, 1776",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Turdus
3420,EUR-CON-BER_Annex II,Turdus naumanni,"Turdus naumanni Temminck, 1820","Turdus naumanni Temminck, 1820",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Turdus
3426,EUR-CON-BER_Annex II,Corvus splendens,"Corvus splendens Vieillot, 1817","Corvus splendens Vieillot, 1817",Animalia,Chordata,Passeriformes,Aves,Corvidae,Corvus
3427,EUR-CON-BER_Annex II,Coturnix coturnix,"Coturnix coturnix (Linnaeus, 1758)","Coturnix coturnix (Linnaeus, 1758)",Animalia,Chordata,Galliformes,Aves,Phasianidae,Coturnix
3428,EUR-CON-BER_Annex II,Crex crex,"Crex crex (Linnaeus, 1758)","Crex crex (Linnaeus, 1758)",Animalia,Chordata,Gruiformes,Aves,Rallidae,Crex
3429,EUR-CON-BER_Annex II,Cuculus canorus,"Cuculus canorus Linnaeus, 1758","Cuculus canorus Linnaeus, 1758",Animalia,Chordata,Cuculiformes,Aves,Cuculidae,Cuculus
3430,EUR-CON-BER_Annex II,Cursorius cursor,"Cursorius cursor (Latham, 1787)","Cursorius cursor (Latham, 1787)",Animalia,Chordata,Charadriiformes,Aves,Glareolidae,Cursorius
3431,EUR-CON-BER_Annex II,Cygnus columbianus,"Cygnus columbianus Ord, 1815","Cygnus columbianus Ord, 1815",Animalia,Chordata,Anseriformes,Aves,Anatidae,Cygnus
3432,EUR-CON-BER_Annex II,Cygnus cygnus,"Cygnus cygnus (Linnaeus, 1758)","Cygnus cygnus (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Cygnus
3434,EUR-CON-BER_Annex II,Corvus cornix,"Corvus cornix Linnaeus, 1758","Corvus cornix Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Corvidae,Corvus
3437,EUR-CON-BER_Annex II,Acrocephalus palustris,"Acrocephalus palustris (Bechstein, 1798)","Acrocephalus palustris (Bechstein, 1798)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
3438,EUR-CON-BER_Annex II,Acrocephalus schoenobaenus,"Acrocephalus schoenobaenus (Linnaeus, 1758)","Acrocephalus schoenobaenus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
3439,EUR-CON-BER_Annex II,Acrocephalus scirpaceus,"Acrocephalus scirpaceus (Hermann, 1804)","Acrocephalus scirpaceus (Hermann, 1804)",Animalia,Chordata,Passeriformes,Aves,Acrocephalidae,Acrocephalus
3442,EUR-CON-BER_Annex II,Bartramia longicauda,"Bartramia longicauda (Bechstein, 1812)","Bartramia longicauda (Bechstein, 1812)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Bartramia
3443,EUR-CON-BER_Annex II,Accipiter nisus,"Accipiter nisus Linnaeus, 1758","Accipiter nisus Linnaeus, 1758",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Accipiter
3444,EUR-CON-BER_Annex II,Ardea cinerea,"Ardea cinerea Linnaeus, 1758","Ardea cinerea Linnaeus, 1758",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Ardea
3445,EUR-CON-BER_Annex II,Ardea purpurea,"Ardea purpurea Linnaeus, 1766","Ardea purpurea Linnaeus, 1766",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Ardea
3446,EUR-CON-BER_Annex II,Ardeola ralloides,"Ardeola ralloides (Scopoli, 1769)","Ardeola ralloides (Scopoli, 1769)",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Ardeola
3451,EUR-CON-BER_Annex II,Aythya affinis,"Aythya affinis (Eyton, 1838)","Aythya affinis (Eyton, 1838)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Aythya
3452,EUR-CON-BER_Annex II,Aythya collaris,"Aythya collaris (Donovan, 1809)","Aythya collaris (Donovan, 1809)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Aythya
3453,EUR-CON-BER_Annex II,Aythya ferina,"Aythya ferina (Linnaeus, 1758)","Aythya ferina (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Aythya
3454,EUR-CON-BER_Annex II,Aythya fuligula,"Aythya fuligula (Linnaeus, 1758)","Aythya fuligula (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Aythya
3455,EUR-CON-BER_Annex II,Buteo buteo,"Buteo buteo Linnaeus, 1758","Buteo buteo Linnaeus, 1758",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Buteo
3456,EUR-CON-BER_Annex II,Aythya nyroca,"Aythya nyroca (Güldenstädt, 1770)","Aythya nyroca (Güldenstädt, 1770)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Aythya
3458,EUR-CON-BER_Annex II,Bombycilla garrulus,"Bombycilla garrulus (Linnaeus, 1758)","Bombycilla garrulus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Bombycillidae,Bombycilla
3459,EUR-CON-BER_Annex II,Botaurus stellaris,"Botaurus stellaris (Linnaeus, 1758)","Botaurus stellaris (Linnaeus, 1758)",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Botaurus
3461,EUR-CON-BER_Annex II,Branta canadensis,"Branta canadensis (Linnaeus, 1758)","Branta canadensis (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Branta
3462,EUR-CON-BER_Annex II,Branta leucopsis,"Branta leucopsis (Bechstein, 1803)","Branta leucopsis (Bechstein, 1803)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Branta
3463,EUR-CON-BER_Annex II,Branta ruficollis,"Branta ruficollis Pallas, 1769","Branta ruficollis Pallas, 1769",Animalia,Chordata,Anseriformes,Aves,Anatidae,Branta
3465,EUR-CON-BER_Annex II,Bubulcus ibis,"Bubulcus ibis (Linnaeus, 1758)","Bubulcus ibis (Linnaeus, 1758)",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Bubulcus
3467,EUR-CON-BER_Annex II,Bucephala clangula,"Bucephala clangula (Linnaeus, 1758)","Bucephala clangula (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Bucephala
3469,EUR-CON-BER_Annex II,Carduelis cannabina,"Carduelis cannabina (Linnaeus, 1758)","Linaria cannabina (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Linaria
3477,EUR-CON-BER_Annex II,Apus apus,"Apus apus (Linnaeus, 1758)","Apus apus (Linnaeus, 1758)",Animalia,Chordata,Apodiformes,Aves,Apodidae,Apus
3478,EUR-CON-BER_Annex II,Aquila chrysaetos,"Aquila chrysaetos (Linnaeus, 1758)","Aquila chrysaetos (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Aquila
3479,EUR-CON-BER_Annex II,Aquila clanga,"Aquila clanga Pallas, 1811","Aquila clanga Pallas, 1811",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Aquila
3480,EUR-CON-BER_Annex II,Aquila nipalensis,"Aquila nipalensis Hodgson, 1833","Aquila nipalensis Hodgson, 1833",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Aquila
3481,EUR-CON-BER_Annex II,Aquila pomarina,"Aquila pomarina C.L.Brehm, 1831","Aquila pomarina C.L.Brehm, 1831",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Aquila
3483,EUR-CON-BER_Annex II,Carduelis carduelis,"Carduelis carduelis (Linnaeus, 1758)","Carduelis carduelis (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Carduelis
3484,EUR-CON-BER_Annex II,Carduelis flammea,"Carduelis flammea (Linnaeus, 1758)","Acanthis flammea (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Acanthis
3485,EUR-CON-BER_Annex II,Carduelis flavirostris,"Carduelis flavirostris (Linnaeus, 1758)","Linaria flavirostris (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Linaria
3486,EUR-CON-BER_Annex II,Carduelis hornemanni,"Carduelis hornemanni (Holböll, 1843)","Acanthis hornemanni (Holböll, 1843)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Acanthis
3487,EUR-CON-BER_Annex II,Carduelis spinus,"Carduelis spinus (Linnaeus, 1758)","Spinus spinus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Spinus
3489,EUR-CON-BER_Annex II,Carpodacus erythrinus,"Carpodacus erythrinus (Pallas, 1770)","Carpodacus erythrinus (Pallas, 1770)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Carpodacus
3490,EUR-CON-BER_Annex II,Casmerodius albus,"Casmerodius albus (Linnaeus, 1758)","Ardea alba Linnaeus, 1758",Animalia,Chordata,Pelecaniformes,Aves,Ardeidae,Ardea
3495,EUR-CON-BER_Annex II,Ceryle alcyon,"Ceryle alcyon (Linnaeus, 1758)","Megaceryle alcyon (Linnaeus, 1758)",Animalia,Chordata,Coraciiformes,Aves,Alcedinidae,Megaceryle
3496,EUR-CON-BER_Annex II,Anas discors,"Anas discors Linnaeus, 1766","Anas discors Linnaeus, 1766",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3498,EUR-CON-BER_Annex II,Aegypius monachus,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus (Linnaeus, 1766)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Aegypius
3499,EUR-CON-BER_Annex II,Alauda arvensis,"Alauda arvensis Linnaeus, 1758","Alauda arvensis Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Alaudidae,Alauda
3501,EUR-CON-BER_Annex II,Alcedo atthis,"Alcedo atthis (Linnaeus, 1758)","Alcedo atthis (Linnaeus, 1758)",Animalia,Chordata,Coraciiformes,Aves,Alcedinidae,Alcedo
3503,EUR-CON-BER_Annex II,Anas acuta,"Anas acuta Linnaeus, 1758","Anas acuta Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3504,EUR-CON-BER_Annex II,Anas americana,"Anas americana (Gmelin, 1789)","Anas americana (Gmelin, 1789)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3506,EUR-CON-BER_Annex II,Anas crecca,"Anas crecca Linnaeus, 1758","Anas crecca Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3508,EUR-CON-BER_Annex II,Anas formosa,"Anas formosa Georgi, 1775","Anas formosa Georgi, 1775",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3510,EUR-CON-BER_Annex II,Anas penelope,"Anas penelope Linnaeus, 1758","Anas penelope Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3511,EUR-CON-BER_Annex II,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3512,EUR-CON-BER_Annex II,Anas querquedula,"Anas querquedula Linnaeus, 1758","Anas querquedula Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3513,EUR-CON-BER_Annex II,Anas strepera,"Anas strepera Linnaeus, 1758","Anas strepera Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3514,EUR-CON-BER_Annex II,Anser albifrons,"Anser albifrons (Scopoli, 1769)","Anser albifrons (Scopoli, 1769)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
3515,EUR-CON-BER_Annex II,Anser anser,"Anser anser (Linnaeus, 1758)","Anser anser (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
3516,EUR-CON-BER_Annex II,Anser brachyrhynchus,"Anser brachyrhynchus Baillon, 1834","Anser brachyrhynchus Baillon, 1834",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
3517,EUR-CON-BER_Annex II,Anser caerulescens,"Anser caerulescens (Linnaeus, 1758)","Chen caerulescens Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Chen
3518,EUR-CON-BER_Annex II,Anser erythropus,"Anser erythropus (Linnaeus, 1758)","Anser erythropus (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
3519,EUR-CON-BER_Annex II,Anser fabalis,"Anser fabalis (Latham, 1787)","Anser fabalis (Latham, 1787)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
3520,EUR-CON-BER_Annex II,Aegithalos caudatus,"Aegithalos caudatus (Linnaeus, 1758)","Aegithalos caudatus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Aegithalidae,Aegithalos
3521,EUR-CON-BER_Annex II,Anas clypeata,"Anas clypeata Linnaeus, 1758","Anas clypeata Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3522,EUR-CON-BER_Annex II,Phylloscopus schwarzi,"Phylloscopus schwarzi (Radde, 1863)","Phylloscopus schwarzi (Radde, 1863)",Animalia,Chordata,Passeriformes,Aves,Phylloscopidae,Phylloscopus
3526,EUR-CON-BER_Annex II,Pyrrhula pyrrhula,"Pyrrhula pyrrhula (Linnaeus, 1758)","Pyrrhula pyrrhula (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Fringillidae,Pyrrhula
3527,EUR-CON-BER_Annex II,Rallus aquaticus,"Rallus aquaticus Linnaeus, 1758","Rallus aquaticus Linnaeus, 1758",Animalia,Chordata,Gruiformes,Aves,Rallidae,Rallus
3530,EUR-CON-BER_Annex II,Locustella fluviatilis,"Locustella fluviatilis (Wolf, 1810)","Locustella fluviatilis (Wolf, 1810)",Animalia,Chordata,Passeriformes,Aves,Locustellidae,Locustella
3531,EUR-CON-BER_Annex II,Melanocorypha calandra,"Melanocorypha calandra (Linnaeus, 1766)","Melanocorypha calandra (Linnaeus, 1766)",Animalia,Chordata,Passeriformes,Aves,Alaudidae,Melanocorypha
3532,EUR-CON-BER_Annex II,Mergus merganser,"Mergus merganser Linnaeus, 1758","Mergus merganser Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Mergus
3534,EUR-CON-BER_Annex II,Merops apiaster,"Merops apiaster Linnaeus, 1758","Merops apiaster Linnaeus, 1758",Animalia,Chordata,Coraciiformes,Aves,Meropidae,Merops
3535,EUR-CON-BER_Annex II,Merops persicus,"Merops persicus Pallas, 1773","Merops persicus Pallas, 1773",Animalia,Chordata,Coraciiformes,Aves,Meropidae,Merops
3536,EUR-CON-BER_Annex II,Milvus migrans,"Milvus migrans (Boddaert, 1783)","Milvus migrans (Boddaert, 1783)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Milvus
3537,EUR-CON-BER_Annex II,Milvus milvus,"Milvus milvus (Linnaeus, 1758)","Milvus milvus (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Milvus
3538,EUR-CON-BER_Annex II,Monticola saxatilis,"Monticola saxatilis (Linnaeus, 1766)","Monticola saxatilis (Linnaeus, 1766)",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Monticola
3539,EUR-CON-BER_Annex II,Morus bassanus,"Morus bassanus (Linnaeus, 1758)","Morus bassanus (Linnaeus, 1758)",Animalia,Chordata,Suliformes,Aves,Sulidae,Morus
3546,EUR-CON-BER_Annex II,Larus atricilla,"Larus atricilla Linnaeus, 1758","Larus atricilla Linnaeus, 1758",Animalia,Chordata,Charadriiformes,Aves,Laridae,Larus
3552,EUR-CON-BER_Annex II,Larus glaucoides,"Larus glaucoides B.Meyer, 1822","Larus glaucoides B.Meyer, 1822",Animalia,Chordata,Charadriiformes,Aves,Laridae,Larus
3554,EUR-CON-BER_Annex II,Locustella luscinioides,"Locustella luscinioides (Savi, 1824)","Locustella luscinioides (Savi, 1824)",Animalia,Chordata,Passeriformes,Aves,Locustellidae,Locustella
3558,EUR-CON-BER_Annex II,Larus philadelphia,"Larus philadelphia (Ord, 1815)","Chroicocephalus philadelphia (Ord, 1815)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Chroicocephalus
3559,EUR-CON-BER_Annex II,Larus pipixcan,"Larus pipixcan Wagler, 1831","Leucophaeus pipixcan (Wagler, 1831)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Leucophaeus
3560,EUR-CON-BER_Annex II,Larus ridibundus,"Larus ridibundus Linnaeus, 1766","Larus ridibundus Linnaeus, 1766",Animalia,Chordata,Charadriiformes,Aves,Laridae,Larus
3561,EUR-CON-BER_Annex II,Limicola falcinellus,"Limicola falcinellus (Pontoppidan, 1763)","Limicola falcinellus (Pontoppidan, 1763)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Limicola
3562,EUR-CON-BER_Annex II,Limnodromus scolopaceus,"Limnodromus scolopaceus Say, 1822","Limnodromus scolopaceus Say, 1822",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Limnodromus
3564,EUR-CON-BER_Annex II,Limosa limosa,"Limosa limosa (Linnaeus, 1758)","Limosa limosa (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Limosa
3565,EUR-CON-BER_Annex II,Locustella certhiola,"Locustella certhiola (Pallas, 1811)","Locustella certhiola (Pallas, 1811)",Animalia,Chordata,Passeriformes,Aves,Locustellidae,Locustella
3566,EUR-CON-BER_Annex II,Larus ichthyaetus,"Larus ichthyaetus Pallas, 1773","Ichthyaetus ichthyaetus (Pallas, 1773)",Animalia,Chordata,Charadriiformes,Aves,Laridae,Ichthyaetus
3567,EUR-CON-BER_Annex II,Philomachus pugnax,"Philomachus pugnax (Linnaeus, 1758)","Philomachus pugnax (Linnaeus, 1758)",Animalia,Chordata,Charadriiformes,Aves,Scolopacidae,Philomachus
3569,EUR-CON-BER_Annex II,Passer hispaniolensis,"Passer hispaniolensis (Temminck, 1820)","Passer hispaniolensis (Temminck, 1820)",Animalia,Chordata,Passeriformes,Aves,Passeridae,Passer
3570,EUR-CON-BER_Annex II,Passer montanus,"Passer montanus (Linnaeus, 1758)","Passer montanus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Passeridae,Passer
3571,EUR-CON-BER_Annex II,Pelagodroma marina,"Pelagodroma marina (Latham, 1790)","Pelagodroma marina (Latham, 1790)",Animalia,Chordata,Procellariiformes,Aves,Hydrobatidae,Pelagodroma
3572,EUR-CON-BER_Annex II,Pelecanus onocrotalus,"Pelecanus onocrotalus Linnaeus, 1758","Pelecanus onocrotalus Linnaeus, 1758",Animalia,Chordata,Pelecaniformes,Aves,Pelecanidae,Pelecanus
3573,EUR-CON-BER_Annex II,Perdix perdix,"Perdix perdix (Linnaeus, 1758)","Perdix perdix (Linnaeus, 1758)",Animalia,Chordata,Galliformes,Aves,Phasianidae,Perdix
3574,EUR-CON-BER_Annex II,Neophron percnopterus,"Neophron percnopterus (Linnaeus, 1758)","Neophron perenopterus (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Neophron
3575,EUR-CON-BER_Annex II,Pernis apivorus,"Pernis apivorus (Linnaeus, 1758)","Pernis apivorus (Linnaeus, 1758)",Animalia,Chordata,Accipitriformes,Aves,Accipitridae,Pernis
3579,EUR-CON-BER_Annex II,Phalacrocorax pygmeus,"Phalacrocorax pygmeus (Pallas, 1773)","Microcarbo pygmeus (Pallas, 1773)",Animalia,Chordata,Suliformes,Aves,Phalacrocoracidae,Microcarbo
3581,EUR-CON-BER_Annex II,Phasianus colchicus,"Phasianus colchicus Linnaeus, 1758","Phasianus colchicus Linnaeus, 1758",Animalia,Chordata,Galliformes,Aves,Phasianidae,Phasianus
3583,EUR-CON-BER_Annex II,Phoenicopterus chilensis,"Phoenicopterus chilensis Molina, 1782","Phoenicopterus chilensis Molina, 1782",Animalia,Chordata,Phoenicopteriformes,Aves,Phoenicopteridae,Phoenicopterus
3584,EUR-CON-BER_Annex II,Phoenicurus ochruros,"Phoenicurus ochruros (S.G.Gmelin, 1774)","Phoenicurus ochruros (S.G.Gmelin, 1774)",Animalia,Chordata,Passeriformes,Aves,Muscicapidae,Phoenicurus
